CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB
216671,2,28/03/2003,CHNE,P094976697493,,
180978,2,25/06/2009,APKN,Y084897108858,,
341843,2,28/12/2009,CHNE,Z086801841165,,
986328,2,30/05/2002,BCRB,A099297796242,,
939489,2,29/08/2011,REFU,S009681127754,,
57432,1,01/01/1999,MWBA,C019632477365,,
543381,2,07/10/2004,MWBA,D094551300846,,
608807,1,18/08/2001,WOTH,J078825899888,,
68356,1,28/04/2005,WIRT,P007933614811,,
27330,1,03/11/2008,WIRT,A036318502371,,
945899,2,20/10/2007,AIND,V034906975630,,
794107,2,12/09/2004,NOBT,N031304073252,,
456926,2,12/11/2004,BOTH,W097908774869,,
172996,2,01/09/2003,BOTH,T007305331851,,
697970,2,30/06/2006,NOBT,I088559893039,,
81389,1,13/11/2008,ABAN,L028559176448,,
687872,2,14/03/2005,MOTH,Q035849057838,,
865662,1,20/05/2011,WOTH,A089597019685,,
328683,1,14/10/2006,MOTH,D003845290984,,
106037,1,28/06/2004,BAFR,O071245232757,,
927261,2,06/05/2002,WOTH,M020186802090,,
557319,1,19/01/2003,WROM,M032084290031,,
671768,1,12/06/2001,MWBA,M061547758409,,
822642,1,14/03/2008,MWBC,R084039568304,,
284553,1,01/12/2012,CHNE,Y077155111463,,
551873,1,24/01/2007,WIRI,E066607382951,,
935775,2,25/07/2004,AOTH,J081331367605,,
277448,1,14/12/2009,REFU,S010629947534,,
110562,1,06/08/2006,NOBT,T047545144509,,
790252,1,22/12/2006,WOTH,B014683989755,,
98149,2,05/08/2003,OOTH,N077353219472,,
824464,2,13/08/2004,MWBC,M058615918967,,
645812,2,18/12/2009,AIND,C039873233787,,
812039,1,10/01/2005,APKN,E044252095325,,
676653,1,18/08/2005,NOBT,T034931398610,,
479154,2,24/05/2002,BCRB,L045880019071,,
542350,2,18/01/2000,OOTH,I069643055401,,
701130,1,23/01/2001,REFU,T056496867437,,
237009,1,15/07/2001,MWAS,F089804224751,,
307515,2,05/10/2004,WOTH,J033425496489,,
917608,2,19/04/1999,WROM,D062376455939,,
807843,1,16/08/2006,MOTH,Y061700523358,,
780897,2,30/07/2007,CHNE,J029790184378,,
247524,2,24/01/2004,WIRT,G032546380281,,
136652,1,08/10/2008,NOBT,O033175368310,,
619367,2,30/11/2002,WIRT,C057757792941,,
808918,2,17/02/2004,MWBA,R050746089200,,
549149,1,28/11/2005,BAFR,B004409323788,,
857150,1,21/12/2012,CHNE,W027677162392,,
591329,1,03/10/1999,AOTH,B061230661011,,
423274,2,13/07/2003,OOTH,U053090960574,,
360225,2,19/09/2008,AOTH,D098665740723,,
75081,1,25/08/2011,AIND,E069316123448,,
340243,2,09/08/2002,BOTH,N027288644400,,
717769,1,13/11/2008,AOTH,S017870975296,,
949180,1,12/05/2000,MWBA,P098807084100,,
817531,1,18/12/2003,BOTH,Y085633421416,,
438100,1,16/02/2001,WIRI,H029912312242,,
871951,1,25/06/1998,REFU,P057066128372,,
62502,2,24/07/2005,WBRI,R021644857389,,
503472,2,29/09/2008,AIND,F022855842544,,
172122,1,03/06/2001,BOTH,X047751855140,,
798374,2,13/09/2004,MWBA,R002283259318,,
161817,1,30/11/1999,OOTH,E076414783938,,
403281,1,10/05/2001,BOTH,T051967007453,,
386291,1,04/03/2002,WOTH,H022304639014,,
837108,2,18/07/2001,BAFR,U045339600518,,
877059,2,16/02/2008,AIND,K018149819209,,
978366,2,02/05/1998,BOTH,R084343049431,,
803660,1,26/04/2005,MWBC,M086776810014,,
815914,1,08/07/2002,WIRT,Y037886374293,,
471445,1,29/07/2007,AOTH,O084376464919,,
356894,2,23/08/2001,MOTH,H026603317212,,
606056,2,09/12/1998,WIRT,T026670636672,,
49804,2,03/11/2007,AOTH,H068757179330,,
519802,2,31/05/2000,CHNE,J075093727483,,
314276,2,16/07/1998,REFU,Q098781719305,,
215153,2,18/11/2005,WIRT,P092689108861,,
710826,2,08/03/2003,ABAN,I004842393881,,
396159,1,27/02/2003,MOTH,G044319797633,,
397649,1,26/05/2010,MOTH,E095094451854,,
192350,1,13/02/2011,REFU,N049612228341,,
581440,2,29/11/2005,MWBA,L041569717911,,
657604,1,15/06/2008,AIND,G031336527001,,
744546,1,17/01/2000,AOTH,M097678628958,,
390360,1,09/03/2005,WOTH,P056750465958,,
601972,1,01/07/2011,MOTH,C007714959793,,
101090,2,22/11/1999,AIND,C017906669768,,
975382,1,25/05/2004,AIND,E025258751638,,
262540,2,22/02/1999,OOTH,I082793795094,,
323619,2,02/07/2001,BAFR,X096392104539,,
67780,2,06/10/2007,ABAN,O061206315565,,
687653,2,10/03/2009,WBRI,X088272835737,,
858032,1,14/06/2004,NOBT,J041526625544,,
285565,2,13/11/2012,CHNE,H011843620938,,
743203,2,28/06/2012,AIND,B002433090989,,
722350,1,27/03/2012,APKN,T051426216007,,
876859,2,28/01/1999,WIRI,H081789647604,,
579835,2,05/10/2011,MWBC,U016064668121,,
74837,1,03/01/2002,BAFR,J029766949450,,
350641,1,29/01/1999,WROM,N018610486798,,
910969,1,02/07/2012,BOTH,W060716600451,,
739101,1,11/06/2004,WIRI,G056819778869,,
786748,1,15/06/2002,AIND,T085056049862,,
197589,1,08/01/2010,NOBT,M038701445626,,
835217,2,19/10/2012,MWBA,D069272890839,,
758351,1,29/12/2008,WOTH,Q078242787783,,
877674,2,05/03/2007,WROM,Y089689706904,,
453430,2,26/01/2001,OOTH,L017809383617,,
664654,1,30/05/2010,WOTH,T049248117442,,
949926,1,15/09/1999,AIND,P097103087479,,
194338,2,12/05/2005,AOTH,V091394565066,,
442868,1,13/11/2004,CHNE,Y036898606840,,
933786,1,23/09/2002,WROM,E092131098974,,
606259,1,17/01/2012,MWBA,P095710985568,,
406969,2,29/06/2011,MWAS,E039248911652,,
217409,1,28/01/2005,WIRT,P069468535128,,
464911,2,09/10/2008,APKN,L054592008520,,
795000,1,17/04/2005,AIND,D089753721496,,
586866,2,23/11/2000,CHNE,M042383785873,,
98988,2,17/01/2003,BCRB,L002492583196,,
523059,1,27/10/1998,NOBT,R082071580633,,
88150,1,08/04/2003,BCRB,C077209507556,,
612297,2,07/08/2002,WBRI,L032399665596,,
570035,1,05/05/2012,WBRI,E096395262329,,
137775,1,26/03/1999,MOTH,X089681577631,,
504402,2,05/04/2007,WROM,I060795433314,,
457534,1,11/12/2001,MWAS,O078510557492,,
523575,2,18/08/2003,MWBA,K048794070225,,
689223,1,06/05/2005,APKN,K005338663418,,
728683,2,03/11/2010,WIRT,N039277515008,,
722028,1,24/04/2006,ABAN,J079747571415,,
237208,2,24/10/2003,APKN,E064932076194,,
79247,1,08/12/2008,BAFR,K004376784718,,
557386,2,02/08/2004,APKN,R069633603551,,
207755,2,28/09/1998,ABAN,V093479238806,,
331896,1,04/08/1999,ABAN,N014585997501,,
410045,2,10/11/1998,AIND,Q074040842360,,
382725,2,01/06/2006,BCRB,U031565448992,,
200524,1,04/03/2007,NOBT,Z072169909733,,
345794,1,15/04/1998,MWAS,T022836389150,,
596009,1,16/09/2000,WBRI,T007311001456,,
209901,1,19/04/2006,WOTH,G021779073210,,
990685,2,24/05/2002,WIRI,D020794895229,,
319853,2,09/04/1999,MWBC,O038851295592,,
106574,1,13/04/2000,WIRI,J091963915869,,
568395,2,17/09/2000,MWBC,R087355351810,,
132175,2,11/04/2007,BOTH,Y071253035821,,
29665,2,26/07/2000,MOTH,G069847433161,,
580421,1,24/11/1999,APKN,J082332601949,,
370027,1,19/11/2001,WIRI,L062463666768,,
794283,1,06/07/2010,NOBT,T089116557942,,
608716,2,21/09/2002,BCRB,E051780686727,,
637589,2,26/06/2011,MWBA,B087966655537,,
627052,2,16/12/2007,AOTH,I013671567812,,
929533,2,30/11/2000,WBRI,T074185920754,,
988629,1,02/09/1998,MWAS,Q087076171471,,
341221,1,07/10/2004,AOTH,G015112934442,,
543386,2,07/11/2005,BCRB,T045005879375,,
194841,2,25/02/2007,WIRT,G033308024624,,
561196,1,02/05/2008,WIRT,H057742802784,,
796995,2,16/02/2008,OOTH,J038610721409,,
220819,1,26/10/2007,WROM,G012669169942,,
135419,1,18/06/2001,WIRT,B036870133730,,
781729,1,04/05/2011,MWBA,D047285979782,,
419815,1,27/10/1999,WBRI,A097542344983,,
628337,2,24/08/2003,BCRB,Y032169425653,,
282414,1,13/11/2007,MWBC,B016429321567,,
752464,1,30/11/2005,NOBT,P050148268651,,
682836,2,29/05/2005,APKN,L035352151087,,
529004,2,15/10/1998,BAFR,U006338810877,,
929519,2,18/05/1998,AIND,A034578644500,,
96835,1,23/12/2001,BCRB,U033572696646,,
958549,1,14/04/2011,BAFR,P092770948018,,
114362,1,12/01/2000,MOTH,H090905707521,,
114583,1,07/01/2003,CHNE,X089453486870,,
59189,2,30/04/2012,CHNE,Y043853542752,,
336061,1,24/05/2009,WOTH,R088679847788,,
427606,2,29/01/2000,MWBA,W056426560204,,
435661,1,26/05/1998,WOTH,H027264273128,,
34881,1,19/07/2008,WOTH,B089455462206,,
666632,2,17/07/2005,MWAS,N066318108988,,
162557,2,25/08/2005,MWAS,R053650773037,,
454988,2,01/03/2003,BCRB,Q050919454543,,
113266,1,02/09/1998,MOTH,D070372813459,,
18372,2,17/02/2005,WOTH,A074089834543,,
222489,1,29/03/2004,MOTH,J026784370349,,
635387,2,13/04/2011,BAFR,G028450579595,,
965274,1,19/05/2007,WROM,M099489088730,,
400318,1,06/11/2002,WROM,C046783557095,,
380971,2,25/12/2012,AIND,Z010624788540,,
384536,1,30/12/2006,BAFR,S023418670193,,
705876,2,17/02/1999,BOTH,D044839867901,1,19/04/2014
924753,1,21/07/2003,WBRI,T085406052406,,
195585,2,02/05/2006,WIRT,U043428044669,,
59749,1,30/08/1998,MOTH,W036711121904,,
833035,1,22/08/2004,OOTH,E041786394428,,
213829,1,26/08/2006,MWBC,M088107923845,,
718625,2,15/06/2008,WIRT,K047032442568,,
631097,2,23/03/2009,NOBT,E066455388274,,
172094,1,25/03/2012,WROM,L040967323416,,
737370,1,01/05/1999,CHNE,F096969469137,,
258017,2,07/07/2012,REFU,C067327345348,,
489425,2,12/07/2001,REFU,L017104856632,,
690376,1,30/08/2003,AIND,F008694345346,,
17022,2,19/07/2009,APKN,B029214691780,,
432829,1,17/09/2012,WIRI,E071313304696,,
213963,1,17/04/1998,REFU,R087919409893,,
74564,2,11/02/2011,CHNE,V004784995617,,
176108,2,19/06/2004,MWAS,I051859391426,,
49644,1,20/08/2011,OOTH,V014619638917,,
371387,1,02/06/2009,OOTH,S008052906416,,
195891,2,09/01/2001,REFU,S087167860828,,
220037,1,27/12/2008,REFU,G035878758800,,
324701,1,21/10/2008,MWBC,U053032766161,,
958724,1,18/01/2006,AOTH,S017248092318,,
560877,1,10/11/2006,APKN,Q054610553097,,
858445,2,23/03/2001,REFU,S070830058841,,
2245,1,05/05/1999,MWBA,I043671879032,,
909751,2,18/07/2012,ABAN,E075859047890,,
177501,1,18/09/2007,MWBC,N050309970274,,
140502,2,21/12/1998,WOTH,T047525835673,,
993307,1,10/07/2005,ABAN,H042517130066,,
834059,2,25/07/2001,APKN,O095081452748,,
796770,1,19/11/2012,BOTH,S062622754311,,
890052,1,26/05/2003,BAFR,R015944645476,,
518845,1,10/11/2003,WIRI,G094897481652,,
953572,1,10/07/1999,WIRI,H050744602709,,
605224,2,20/05/2002,NOBT,B038886958838,,
656450,2,08/08/2003,WIRT,G056900147766,,
321400,2,01/07/2007,BAFR,L037225960945,,
448974,1,30/09/2009,MWBA,A021056422035,,
533850,2,19/04/2005,AOTH,A018253562886,,
757074,2,07/06/2000,MWBC,E090959237282,,
469901,2,22/05/2000,MWBC,Y067178542436,,
761300,1,24/06/2002,WROM,M086403736628,,
425119,1,21/09/2012,WOTH,R040653123688,,
85044,2,16/01/2005,BCRB,X011015270124,,
261673,2,22/09/2005,BAFR,A023710186106,,
731086,1,06/11/2000,WBRI,H081042764571,,
100283,2,30/06/2002,WBRI,W073418376911,,
72667,2,12/12/2000,WOTH,M027411497042,,
920410,1,21/03/2002,BCRB,P016365738326,,
122300,1,19/03/2002,WIRI,G003798190542,,
925671,2,08/03/2006,REFU,V050932225778,,
908247,2,22/08/2005,BOTH,O090419559940,,
462870,1,04/11/2002,MWAS,N022974995881,,
960981,1,20/11/2002,BCRB,U033005938190,,
248656,1,25/07/2002,MWBC,A040295794148,,
389150,1,19/09/2003,MWAS,S016515501080,,
509335,2,26/08/2006,WIRI,X095339752779,,
296278,1,20/10/2000,APKN,R038236675689,,
203138,1,04/11/2004,WIRI,A039566511373,,
946864,2,12/07/2004,WOTH,M016732714575,,
875309,2,27/05/2009,MWAS,Z011145027447,,
55963,1,15/11/2009,MWAS,Z000524502516,,
899508,2,07/01/2011,OOTH,E013074199727,,
826477,2,27/12/2012,WOTH,U066980959423,,
610894,2,20/05/2000,BAFR,J051699143605,,
149382,2,25/12/2002,OOTH,J005620667447,,
985621,2,21/09/2002,WBRI,X050608529612,,
188444,1,23/04/2008,APKN,P017933800984,,
201885,1,03/05/2001,MWBA,P000710299780,,
226288,2,21/12/2011,MOTH,Z078029976515,,
768979,2,15/05/2001,BAFR,R088581625732,,
711843,1,24/05/1999,APKN,S078750167430,,
620549,2,04/10/2007,REFU,R063604133866,,
610992,1,21/12/2003,MWAS,U060290445955,,
135986,2,13/01/2009,REFU,A089532964159,,
427436,2,10/08/2001,BAFR,S079238614227,,
253263,2,04/12/2007,WOTH,I046895997547,,
695223,1,20/12/2000,WIRT,Y053997120839,,
183891,1,01/03/2004,REFU,U067934255375,,
875722,1,27/07/2003,MWAS,H040956679985,,
935625,2,23/04/2001,REFU,G020990158306,,
858237,2,31/10/2004,NOBT,Y013333815116,,
474883,1,23/06/2003,WOTH,L000476311898,,
578123,1,30/08/2006,MWBC,P081106399548,,
674490,2,20/09/2001,WIRI,C032402922248,,
43045,2,19/11/2005,NOBT,K037992052931,,
651627,1,25/07/2011,BOTH,T070651717087,,
43878,1,04/11/2002,WBRI,E014577058339,,
352183,1,27/08/2008,BCRB,K008614501147,,
897265,1,02/11/2002,WBRI,E078083636858,,
953210,1,28/11/2012,MWBA,X062564757440,,
714449,1,20/10/1999,MWBA,T036226697405,,
564457,2,17/07/2003,AOTH,F034733399774,,
314327,2,10/12/2001,WIRT,I019998125366,,
407855,1,30/09/2004,OOTH,M048602335677,,
536624,2,29/01/2002,AOTH,Y054798336600,,
796235,1,26/02/2001,WROM,J053216525727,,
651289,2,09/01/2000,CHNE,C078575618182,,
40253,1,10/10/2006,MOTH,C076802681069,,
405044,1,06/04/2007,CHNE,R054203812062,,
611639,2,03/02/2008,MWBA,D033196694325,,
899231,1,03/11/2000,WIRT,N024241893165,,
927382,2,10/10/2003,REFU,L087181944315,,
455735,2,30/09/2003,MWAS,S016491791440,,
254043,1,18/09/1998,WROM,J077096757914,,
114524,2,11/06/2007,BOTH,P087569577474,,
372473,1,26/09/2001,CHNE,T009132837854,,
357494,1,19/12/2002,WOTH,W024715873415,,
691119,1,05/04/2005,BOTH,P004051575179,,
521383,1,18/12/2003,WBRI,D087326556485,,
704376,1,08/11/2010,MWBA,T014389983438,,
5651,2,30/08/2003,BCRB,V012103320058,,
694733,2,13/08/2007,AIND,F013039053045,,
274978,2,07/08/1998,WBRI,P030199668006,,
387116,1,25/07/2001,WOTH,J080133802610,,
985258,2,23/12/2009,BCRB,R075077572277,,
446417,1,20/04/1999,WIRT,I053582162583,,
727599,1,20/02/2011,AIND,M080862809779,,
656161,2,05/10/2006,MOTH,U003311959881,,
156046,1,30/12/1999,BOTH,Q002030372001,,
861581,1,04/12/2005,APKN,O032364542439,,
580544,1,07/09/2001,BAFR,G091952458697,,
544576,2,03/05/2001,WIRI,D021348234398,,
386897,2,04/11/2004,BOTH,O079589609804,,
230215,2,29/04/2011,MOTH,E009797322537,,
500885,1,11/10/2009,MWBC,F053790671958,,
700388,1,19/11/2001,MWAS,M098486534092,,
631620,2,28/09/1999,BAFR,O020804996109,,
889188,1,18/02/2011,APKN,R085215543007,,
174027,2,14/03/2000,BCRB,L099103254474,,
707808,2,10/06/2011,WIRT,E094124538927,,
676313,2,15/03/2000,WIRI,A044573768613,,
985482,1,15/01/2010,NOBT,Q091004699018,,
195011,2,16/03/2003,NOBT,S085399950793,,
505555,1,23/06/2007,MWBA,P035557955644,,
479780,2,12/06/2005,BAFR,F075547850869,,
624367,2,13/02/2007,NOBT,P044991870871,,
685833,2,06/09/2003,WIRT,V060593014673,,
893653,1,24/03/2003,AOTH,L087993455174,,
200400,2,17/04/1998,WROM,Q017934592382,,
548013,2,09/09/2006,MWAS,E032310602495,,
502978,1,02/05/2011,ABAN,M040342525776,,
776055,1,11/01/2012,WOTH,L006427078536,,
898875,2,18/09/2008,MWAS,G044235046263,,
914003,1,24/11/2005,MWAS,P031052987264,,
913069,1,31/10/2000,BAFR,L047900945942,,
479182,1,12/08/2003,WBRI,P035232685384,,
380222,2,12/04/1999,MWAS,H023210177628,,
870001,1,24/10/2004,WIRT,G085982235818,,
996439,2,29/04/2001,REFU,V035376357929,,
682028,2,01/05/2003,WBRI,H097197835195,,
22891,1,26/12/2001,BOTH,C099577167832,,
488956,1,31/03/2009,WOTH,O015324928112,,
497090,2,12/03/2000,WBRI,N034305570803,,
218003,1,29/05/2001,REFU,B042381312280,,
227395,1,05/05/1999,ABAN,D003689806623,,
527147,1,04/09/2011,WOTH,U008394919176,,
650948,1,05/11/1998,WROM,R027569256365,,
808993,2,24/04/2011,BCRB,N046821856252,,
589800,2,27/07/2001,ABAN,C075506491510,,
774360,2,01/07/2001,MOTH,Y049062919044,,
681558,1,11/08/2012,ABAN,R057135709963,,
469734,1,29/07/2010,WROM,M005109848227,,
735991,1,07/08/2012,CHNE,F019259531119,,
390302,1,12/02/2001,BOTH,F046828469989,,
871313,1,28/09/2008,MWBA,B068894427728,,
467969,1,06/08/2003,BCRB,Y094702382111,,
785433,2,30/11/2005,BOTH,E081411455143,,
497051,1,07/01/2003,APKN,K008625350710,,
762238,1,08/05/2011,ABAN,T083093762267,,
272216,1,13/05/2000,BAFR,L067859927039,,
331657,1,25/06/2008,WIRT,E063147753848,,
925134,1,22/08/1999,BAFR,D049761511928,,
270430,2,23/10/1998,CHNE,M083407953069,,
150965,2,19/05/1999,MOTH,G029051404380,,
387318,2,29/05/2003,WIRT,B004005473606,,
104412,1,16/03/2012,CHNE,C036744195099,,
100629,1,11/12/2007,REFU,R062475834185,,
666981,2,14/08/2010,REFU,E070586668494,,
896192,1,04/12/2001,REFU,L039789531928,,
829527,2,27/04/2001,WIRI,I045343133603,,
129934,1,07/11/2006,WIRI,I042199559306,,
170479,1,04/05/2000,ABAN,W033509391548,,
43262,2,14/09/2012,MWAS,T004839006598,,
770111,2,16/08/2007,REFU,B018176242315,,
81841,1,25/09/2005,APKN,F050163440539,,
373542,2,25/04/1998,ABAN,B071974257497,,
568408,2,01/05/2009,MWAS,M029718704452,,
377152,2,23/09/2011,OOTH,T017620468664,,
34775,1,11/02/2003,AIND,C033197289456,,
417949,1,06/02/2011,AOTH,P079024817546,,
121162,1,09/02/2003,WIRT,A092880150577,,
744173,1,28/09/2010,MWAS,Q018213983697,,
921187,2,13/04/2009,WROM,T053263433125,,
431722,2,05/10/2005,AIND,S053596706789,,
986226,1,10/09/2004,MOTH,T060063035138,,
532978,1,02/02/2004,MWBA,W049887077187,,
326381,2,21/08/2011,MWBC,F037920747326,,
538678,1,12/04/1999,NOBT,C014075268034,,
792042,2,21/08/2003,WIRT,O032905696448,,
73670,1,30/08/2000,BOTH,F019582130539,,
800587,1,02/03/2010,CHNE,Y024942525453,,
73661,1,09/10/2004,CHNE,J040522744454,,
93427,1,09/02/2008,MOTH,P008547959854,,
245585,2,29/09/2006,WROM,L042028441125,,
34416,2,12/10/2008,WBRI,O037051846496,,
354336,2,06/03/2011,AOTH,B062976263051,,
914070,1,30/12/2004,AIND,P051052436760,,
181175,2,26/12/2003,APKN,V067976002019,,
399669,1,26/01/1999,CHNE,L025719090110,,
253594,1,22/02/2010,CHNE,P083967421443,,
345577,1,01/10/2006,APKN,Y028744795647,,
904896,2,15/11/2006,WIRI,G023065694054,,
423180,1,28/07/2006,WBRI,N078831739338,,
830939,2,22/06/2011,BCRB,Y018522339292,,
618430,1,09/01/2009,WOTH,T048012509332,,
176511,2,15/08/2011,REFU,W094189264278,,
477972,1,13/08/1999,AOTH,B022771107067,,
156798,2,22/04/2010,AIND,N077938753911,,
402430,2,25/09/2011,OOTH,V004528477319,,
384032,2,24/11/2003,WIRT,Y049167535245,,
210507,1,21/03/2006,WIRT,T025171969856,,
713046,1,16/01/2002,BOTH,R049837680307,,
880830,1,17/05/2000,WIRI,C037606404657,,
851042,2,16/08/2001,MWBA,Z053701795224,,
581106,1,30/11/2006,APKN,P067831900682,,
466515,1,04/01/2012,AIND,Z020713166585,,
372546,1,01/01/2007,WROM,I043750355537,,
41442,1,15/08/1998,WOTH,A035163205929,,
805347,1,19/02/2005,BAFR,X049861265897,,
501155,2,26/12/2011,MOTH,E063593184122,,
409384,1,29/10/2012,WROM,Z020180466482,,
488949,2,07/09/2010,BAFR,K049200199046,,
932455,2,21/11/2007,MWBC,Y083993362829,,
652905,1,27/09/2012,WIRI,T001628923068,,
153373,1,14/04/1998,ABAN,D060295895693,,
421680,2,17/11/2003,WROM,P036886927953,,
946945,1,06/10/2002,NOBT,V063803401756,,
599959,1,15/03/1999,NOBT,Y016833344205,,
934768,2,02/10/2012,BOTH,F033803985108,,
803164,2,28/09/2004,OOTH,L004619502893,,
50554,1,06/12/1998,MWBC,Q012250955096,,
56518,1,27/01/2012,WOTH,I014546963742,,
476753,2,10/05/2002,WOTH,K085396477869,,
300652,2,30/03/2011,REFU,M090157124921,,
524169,2,21/08/2012,AIND,U062518904164,,
105306,2,14/06/2004,APKN,N091053848471,,
479313,1,22/09/2007,REFU,G086135424205,,
891298,2,22/04/2001,CHNE,J057480514425,,
567862,1,08/11/2008,BOTH,A009951465964,,
638069,2,20/09/2005,MWAS,C008772974322,,
10690,1,18/08/2002,BCRB,Q020236259211,,
532084,2,03/08/2005,WROM,C028308130418,,
187178,1,07/06/2011,WIRT,O047494401732,,
545212,2,29/12/1999,AOTH,I009427814809,,
942609,2,14/08/2009,BAFR,F031564888414,,
193552,2,10/01/2001,AOTH,R066116965654,,
312692,2,04/01/1999,CHNE,R049583415081,,
713821,2,28/09/2010,REFU,H022242528592,,
557289,1,17/06/2012,APKN,G075053522434,,
433196,1,12/05/2008,ABAN,H002416837353,,
41807,1,07/11/2011,WBRI,G018815530701,,
785558,1,07/01/2006,AIND,S091957058332,,
159568,1,21/02/2001,AIND,L034276698097,,
712800,1,20/02/2006,NOBT,Y054649164559,,
913336,2,09/12/1999,OOTH,R056233229335,,
351968,1,26/09/2007,ABAN,P024267353088,,
826979,1,16/08/2010,WROM,I056380161678,,
693400,1,13/12/1999,WBRI,U042981706859,,
811886,2,13/10/1998,REFU,E063972171632,1,23/03/2015
433077,2,05/05/2001,CHNE,X015077396373,,
431689,2,15/03/2005,WROM,O002279450009,,
16886,1,23/06/1998,BAFR,J038344051955,,
529069,2,19/01/2001,WIRT,Y020048105153,,
482623,1,07/06/2006,CHNE,Y082199234687,,
250155,1,13/12/2007,NOBT,Q034842617295,,
856962,2,23/12/2012,ABAN,U085061621550,,
660131,2,21/10/1998,BAFR,H007152093321,,
209341,1,24/05/2005,MWBC,D022627553398,,
962182,1,01/02/2008,NOBT,S028723292576,,
196464,2,23/09/2005,APKN,Q098683112100,,
550496,1,10/07/1998,AOTH,H082152526988,,
377243,2,23/09/2010,OOTH,Z034413024166,,
932358,2,04/10/2012,MWAS,O089403023617,,
281245,1,13/05/2011,AIND,Q050571487206,,
373009,1,02/12/2005,MOTH,H051451511083,,
115844,1,06/03/2005,WROM,Z033163441635,,
853804,1,03/11/2000,WIRT,A097353393964,,
383828,2,22/04/1998,BAFR,J028450292940,,
402489,1,26/04/2005,APKN,B017478809439,,
398177,1,03/03/2008,WBRI,G064417227147,,
377605,2,01/01/2007,MWBC,U090312281708,,
159477,2,29/09/2012,APKN,V009911328657,,
726943,1,27/04/2001,MOTH,B070434281680,,
836165,1,10/07/2000,NOBT,W065190758210,,
570966,2,24/02/2003,NOBT,Y012651194577,,
606035,1,20/03/2002,MWBA,U020407117649,,
331069,1,08/12/2008,MWAS,I023350481670,,
576674,1,29/08/2012,MWAS,X064638506660,,
21396,1,21/07/2005,OOTH,P041827083727,,
641286,1,09/06/2008,WIRI,A091193819717,,
11825,2,17/11/2006,MWBA,J082227061509,,
197078,1,02/03/2005,AOTH,M012759118846,,
455707,2,07/08/2009,REFU,B081228244809,,
880208,1,29/05/2004,WOTH,T066864371963,,
439477,1,12/01/2008,WROM,R047931653051,,
514694,2,30/11/2012,BCRB,L041553882876,,
625,2,02/08/2003,AOTH,D056199509430,,
451999,1,23/05/2010,WROM,B039297643679,,
658952,2,12/04/2011,BAFR,W060442618310,,
59470,1,03/08/2006,WOTH,P065845198190,,
591003,2,19/11/2001,MWBA,O072856010547,,
77975,2,17/08/2000,BCRB,Z003464723748,,
883650,1,28/05/2010,AIND,T017023972585,,
728242,2,20/04/2011,WOTH,R001181172410,,
505972,2,23/12/2001,CHNE,M089554359389,,
561956,2,03/06/2011,AOTH,B063355215598,,
532434,2,29/12/2001,WIRT,K010007083152,,
133997,2,13/08/2000,WROM,A018912738483,,
64612,1,12/11/2001,WIRT,D059445754879,,
993176,2,06/11/2009,WIRT,Z089505861050,,
325989,1,18/07/2000,AOTH,X000917484882,,
7007,2,08/10/2003,WIRT,C033312110889,,
922941,2,18/03/2002,BOTH,U007256129711,,
306933,2,11/09/2008,BAFR,C058426397827,,
727278,2,13/11/1999,WROM,Q070657162837,,
873128,1,20/01/2012,BCRB,U056749621911,,
918471,1,23/01/2009,BCRB,K078545825114,,
832451,1,19/06/2009,WIRT,M050885862374,,
863840,2,05/08/2002,OOTH,I078460051357,,
969131,1,07/11/2012,BAFR,F092946143574,,
296873,2,02/03/2001,ABAN,T026952517157,,
283294,2,14/02/2005,WROM,F077462790031,,
456220,1,01/07/2012,MWAS,K035940985914,,
68460,2,11/05/2008,REFU,R024588003995,,
225073,2,07/10/2011,MWBC,E027528757058,,
604993,1,10/08/2000,AOTH,A034166342905,,
273477,2,28/04/2006,WIRT,W035113227652,,
968744,1,23/04/2011,MOTH,G094889402509,,
716962,2,04/01/2000,BAFR,V097814022440,,
542487,2,21/12/2012,WOTH,Z086662782578,,
292500,2,31/08/2011,MWAS,P091527678659,,
550578,2,27/09/2008,WIRI,X043836257617,,
962153,1,13/11/2004,WIRI,G014845265202,,
652892,2,21/02/2009,BCRB,D033789531014,,
274293,1,05/01/2007,AOTH,U077280534183,,
836881,2,19/02/2003,WIRI,B031435059415,,
127053,2,06/01/2010,WIRI,R011958932808,,
682334,1,27/06/2001,NOBT,U068968723681,,
646992,1,09/03/2008,WIRI,H063417385323,,
112352,1,24/01/2007,BCRB,Q086029808577,,
971652,2,27/02/2007,AOTH,X035213067259,,
421872,2,03/07/2001,OOTH,C067161960178,,
876757,1,16/11/2011,BAFR,K050332378116,,
193704,1,18/04/2012,CHNE,C048932394700,,
741573,2,04/10/1998,BOTH,N063865260514,,
123350,2,12/05/2006,MWAS,Y022095906705,,
857480,1,24/10/2003,MWBC,E059708930418,,
251602,2,14/07/2006,NOBT,T061178951381,,
613499,1,11/04/2003,WROM,W099935315213,,
648394,1,15/02/2010,BCRB,E071758470498,,
849147,1,10/10/1998,AIND,D011511242055,,
932549,2,12/05/2011,APKN,J064173582418,,
873981,2,30/01/2001,APKN,S082464011918,,
302155,2,27/09/2009,BOTH,E022600438301,,
122128,1,09/05/2001,WIRT,A048058970317,,
