pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,boarder,language
7c4dbad6-7ef,SCH5,2011-Nov-02 00:00:00,SUR4167,FOR9446,MID7282,PSUR2681,FSUR7974,18b1cf9a-990,3573ede6-098,805b4aac-b,F,2025-Jun-25 00:00:00,2025-Jul-12 00:00:00,1,a6b8840e,21ed253f,False,137.0,8353497f,,ENG
7d34736b-123,SCH8,2018-Oct-23 00:00:00,SUR4354,FOR5243,MID6034,PSUR7027,FSUR4347,20866189-997,be6416a8-71a,1d78cf67-4,F,2025-Apr-12 00:00:00,2025-Jun-10 00:00:00,1,d11883d5,bee5916f,True,139.0,a48b3f0b,,ENG
7d34736b-123,SCH1,2018-Oct-23 00:00:00,SUR4354,FOR5243,MID6034,PSUR7027,FSUR4347,20866189-997,be6416a8-71a,1d78cf67-4,F,2025-Jun-11 00:00:00,2025-Jun-13 00:00:00,2,97b9758e,56254ad2,True,134.0,4bd4747c,,ENG
7d67c953-210,SCH8,2013-Dec-03 00:00:00,SUR6150,FOR8392,MID4875,PSUR9856,FSUR6736,2ae707f3-c21,d4f79fba-3d9,9a8c7afd-0,F,2022-Nov-15 00:00:00,2025-Jun-21 00:00:00,1,6b886cf1,e2eb7e02,False,133.0,9c7ff718,,GER
7df8531d-12f,SCH3,2015-Jul-23 00:00:00,SUR9647,FOR5055,MID3477,PSUR3091,FSUR5841,0f39c98f-191,49ec2865-502,21f10e59-1,M,2022-Dec-17 00:00:00,2025-May-11 00:00:00,1,6a0b9f15,190610dd,False,131.0,f36bdaa9,,ENG
7dfb6441-43f,SCH8,2011-Apr-16 00:00:00,SUR9133,FOR4466,MID9303,PSUR1071,FSUR3909,80635e35-6dd,a6f5c70f-936,10884e8f-8,M,2022-Nov-03 00:00:00,2025-Apr-25 00:00:00,1,b6c8dcc7,b3d6a5fe,,125.0,c1d928d8,,RUS
7dfb6441-43f,SCH5,2011-Apr-16 00:00:00,SUR9133,FOR4466,MID9303,PSUR1071,FSUR3909,80635e35-6dd,a6f5c70f-936,10884e8f-8,M,2025-Apr-26 00:00:00,2025-Jun-28 00:00:00,2,fbad422c,8ea2a55f,False,130.0,138b373a,B,GER
7ee39e05-fff,SCH4,2016-Nov-29 00:00:00,SUR2053,FOR8716,MID6674,PSUR3507,FSUR8020,c19caed0-1c8,b2a28204-625,06d29929-3,M,2025-Mar-27 00:00:00,2025-Jul-02 00:00:00,1,8b0bb19e,5e98e4a5,False,128.0,92520381,,ENG
7f61bce0-eec,SCH2,2016-Oct-05 00:00:00,SUR5340,FOR8471,MID3422,PSUR3979,FSUR4445,3779ab9c-f53,5dd643e9-69e,8ff0d2a3-2,F,2022-Feb-01 00:00:00,2025-Jul-02 00:00:00,1,d51d79ee,2ce1f2a4,True,129.0,1b3d767f,B,
7f7b5a7f-a96,SCH4,2013-Dec-22 00:00:00,SUR1828,FOR4745,MID5949,PSUR3219,FSUR1073,7f3bc825-32e,450b8767-415,ce722905-7,F,2024-Nov-10 00:00:00,2025-Apr-27 00:00:00,1,167926bb,60bfc450,True,127.0,571ae466,,UKR
7fcad37d-f28,SCH1,2014-Feb-15 00:00:00,SUR1161,FOR3015,MID6938,PSUR9185,FSUR1609,c09a40a4-4df,cf49f49d-02d,184ef2cc-c,F,2025-Apr-07 00:00:00,2025-May-16 00:00:00,1,d540fc92,6de49172,False,139.0,ccc5eaba,7,
80a93688-58d,SCH8,2012-Apr-15 00:00:00,SUR7220,FOR3958,MID8317,PSUR1639,FSUR3083,b5355c67-370,b079b4d8-fa4,70603fc1-d,M,2024-Jun-09 00:00:00,2025-Apr-29 00:00:00,1,e6cdf26c,afed586a,False,123.0,698e903a,,ENG
81d73dd7-446,SCH3,2010-Sep-04 00:00:00,SUR3453,FOR9321,MID8684,PSUR2150,FSUR1037,3e6caf1e-1aa,57119eeb-4bd,bddc3e87-c,F,2025-Jun-21 00:00:00,2025-Jun-29 00:00:00,1,e17df457,44ffec9b,True,129.0,12c13285,,ENG
83fb76b6-78e,SCH8,2008-Jun-03 00:00:00,SUR2658,FOR5968,MID6026,PSUR7756,FSUR4513,7e12593a-ef3,cefadb96-820,744aa974-9,M,2019-Sep-04 00:00:00,2025-May-23 00:00:00,1,1b83cd2d,4e92ce57,True,142.0,ed7a6fc8,,ENG
84a4b48c-ff4,SCH8,2013-Sep-07 00:00:00,SUR6682,FOR8564,MID4723,PSUR4213,FSUR5478,3bbfd914-9f1,7531858a-412,43be0a5b-4,F,2025-Jan-14 00:00:00,2025-Jul-15 00:00:00,1,015b5e99,9ebd5300,False,129.0,e85ca45a,,UKR
85c891f7-0d9,SCH7,2014-Feb-13 00:00:00,SUR7422,FOR3542,MID7550,PSUR1644,FSUR5385,0ed99992-809,ffb60c3b-81f,60bf0deb-1,F,2023-Aug-08 00:00:00,2025-Apr-22 00:00:00,1,b0f4f01f,fe42e14b,,132.0,2b12a9b4,,ENG
867fe5b0-0af,SCH6,2015-Aug-26 00:00:00,SUR4277,FOR5722,MID4219,PSUR2733,FSUR7044,d051fe7f-778,4af85b1e-b15,8c62537e-f,F,2022-Dec-20 00:00:00,2025-Jul-11 00:00:00,1,be65a0eb,8fd21d52,False,129.0,6cd74f56,N,ENG
870e3486-f4a,SCH3,2011-Oct-20 00:00:00,SUR5015,FOR1746,MID4446,PSUR7867,FSUR9883,daadb6bc-e1c,eabf48ee-8ca,f7916544-9,M,2022-Apr-14 00:00:00,2025-Apr-25 00:00:00,1,ad1fd4e6,327bafeb,,134.0,95f00f39,,ENG
870e3486-f4a,SCH5,2011-Oct-20 00:00:00,SUR5015,FOR1746,MID4446,PSUR7867,FSUR9883,daadb6bc-e1c,eabf48ee-8ca,f7916544-9,M,2025-Apr-26 00:00:00,2025-Jun-06 00:00:00,2,1c09f0d1,03c7fbe0,False,120.0,2962713f,,ENG
87d147b6-35b,SCH4,2013-Sep-17 00:00:00,SUR5200,FOR1774,MID5852,PSUR7949,FSUR8336,aba223ea-adf,2096c191-20a,872f3709-5,M,2024-Nov-07 00:00:00,2025-Jun-15 00:00:00,1,35a65be0,15a2f0d2,True,132.0,19b0752a,,ENG
888d32df-54f,SCH5,2017-Nov-17 00:00:00,SUR7032,FOR5871,MID1854,PSUR9670,FSUR9078,fd8bcdb4-70f,81b7172e-5a5,7803e0eb-4,M,2025-Apr-08 00:00:00,2025-May-22 00:00:00,1,198d8f00,764fa574,False,126.0,3a86e1d6,,GER
88f3efb4-e48,SCH8,2013-Mar-19 00:00:00,SUR9234,FOR3969,MID9705,PSUR8256,FSUR3655,88f7e337-4a4,815ba39d-679,2e1204fe-e,F,2023-Nov-19 00:00:00,2025-Jun-03 00:00:00,1,4f494476,cdf1f2bb,False,131.0,a4b2d644,,
890fc26c-1d3,SCH8,2017-Jun-28 00:00:00,SUR5222,FOR9525,MID5437,PSUR4856,FSUR8172,cf4b04ac-897,5d18e91d-00e,8bbc586e-7,M,2023-Jan-06 00:00:00,2025-May-21 00:00:00,1,ff0387bd,eefb84bc,True,120.0,024f7f97,,ENG
8979956a-510,SCH8,2011-Aug-24 00:00:00,SUR5290,FOR4468,MID7040,PSUR9111,FSUR3737,4e2c8ba7-bfa,7c97202c-207,fbdd9940-3,F,2025-Jan-13 00:00:00,2025-May-09 00:00:00,1,d4b879cc,a0378756,False,131.0,e62b819c,,ENG
89fcc661-6d2,SCH2,2019-Jun-14 00:00:00,SUR7478,FOR3319,MID3997,PSUR5337,FSUR3059,7d6f5e2a-87c,109a6a20-c2d,b35e74a3-c,F,2024-Jan-06 00:00:00,2025-Jun-09 00:00:00,1,94a7cbde,7446bfb3,False,134.0,d7a5613a,,
8a3e1f62-eb0,SCH4,2019-Sep-05 00:00:00,SUR9539,FOR8344,MID5169,PSUR3798,FSUR3588,b4e1b2ee-cfb,f59b0acf-99f,5de4dcf4-7,M,2025-Mar-12 00:00:00,2025-Jun-14 00:00:00,1,e6299e21,aece9d03,False,137.0,8dda5edb,,GER
8a97c80f-61a,SCH8,2013-Aug-24 00:00:00,SUR8250,FOR5584,MID4727,PSUR2414,FSUR1257,7f089fd2-fa5,cc4d307a-8c6,fe7013ae-5,M,2024-Dec-19 00:00:00,2025-Jun-02 00:00:00,1,c3d56d2f,a4c80d0f,True,121.0,1ee0252d,,ENG
8b95bd29-918,SCH2,2010-Nov-20 00:00:00,SUR7534,FOR4199,MID9923,PSUR6622,FSUR9911,6c589a73-2c5,495b5fcf-625,9dfd5cff-7,F,2025-Feb-12 00:00:00,2025-Jun-25 00:00:00,1,6a0fabca,c38fd8ff,False,135.0,3771a1d1,,GER
8b95bd29-918,SCH6,2010-Nov-20 00:00:00,SUR7534,FOR4199,MID9923,PSUR6622,FSUR9911,6c589a73-2c5,495b5fcf-625,9dfd5cff-7,F,2025-Jun-26 00:00:00,2025-Jul-09 00:00:00,2,f71e467c,a1e13dad,,129.0,1ca66494,,ENG
8baa4eb2-415,SCH7,2008-Apr-27 00:00:00,SUR4277,FOR3399,MID9106,PSUR5028,FSUR2466,35bd6975-fa2,3f2804da-5cb,82d810a6-f,M,2025-May-29 00:00:00,2025-Jun-03 00:00:00,1,9e7fda47,2ab29053,False,127.0,0bd53427,,ENG
8baa4eb2-415,SCH4,2008-Apr-27 00:00:00,SUR4277,FOR3399,MID9106,PSUR5028,FSUR2466,35bd6975-fa2,3f2804da-5cb,82d810a6-f,M,2025-Jun-04 00:00:00,2025-Jul-15 00:00:00,2,4deb6952,a2efd483,False,137.0,27b699d2,,GAL
8d51bc1e-548,SCH5,2013-Nov-12 00:00:00,SUR6689,FOR9512,MID8626,PSUR1009,FSUR7968,a46091ab-3e1,e0fa4faf-5e3,7fa101e2-0,M,2024-Sep-07 00:00:00,2025-Apr-23 00:00:00,1,01b2015f,c3340cb4,False,135.0,24f9395d,,PRST
8de3d744-09c,SCH8,2009-Jun-18 00:00:00,SUR4426,FOR6161,MID7277,PSUR2930,FSUR2432,55aff8ac-fab,efa31796-43f,9f93b01f-a,F,2024-Oct-16 00:00:00,2025-May-24 00:00:00,1,fea27394,a636b04c,False,138.0,fbfa6418,,ENG
8e4920d3-9d9,SCH5,2013-May-15 00:00:00,SUR7867,FOR9822,MID1653,PSUR7531,FSUR8853,eadd0839-e63,c2788f36-09d,f2cf5b9b-d,M,2025-Jul-02 00:00:00,2025-Jul-13 00:00:00,1,cbe78c98,e250ab32,False,137.0,5d02c064,,ENG
8ef00ed6-e8c,SCH7,2010-Apr-13 00:00:00,SUR8519,FOR3981,MID3138,PSUR8379,FSUR8253,96c784a0-5c0,c1e5eaf4-d54,b3a7f85f-3,F,2021-Aug-15 00:00:00,2025-May-25 00:00:00,1,bf82e4b2,4b0e94d8,False,124.0,c1c1aa42,,ENG
8ef00ed6-e8c,SCH8,2010-Apr-13 00:00:00,SUR8519,FOR3981,MID3138,PSUR8379,FSUR8253,96c784a0-5c0,c1e5eaf4-d54,b3a7f85f-3,F,2025-May-26 00:00:00,2025-Jun-26 00:00:00,2,0e4ffc9e,c21a1a51,True,125.0,0f41dee8,,ENG
8f0d56aa-67d,SCH8,2017-Feb-14 00:00:00,SUR8369,FOR5646,MID4567,PSUR1354,FSUR7267,ccd387c0-275,5903834c-b73,06b6aeab-0,F,2025-Mar-04 00:00:00,2025-May-21 00:00:00,1,af1882de,5009d111,True,131.0,99af2341,,ENG
8f473ba8-307,SCH4,2007-Oct-07 00:00:00,SUR2138,FOR4870,MID1053,PSUR1830,FSUR4767,c75173cc-ff4,6022c705-bb1,eb5c53d6-9,M,2022-May-08 00:00:00,2025-Jun-29 00:00:00,1,704e4654,333814a2,False,133.0,ab7d2734,,
90412f64-a40,SCH7,2018-Sep-22 00:00:00,SUR6476,FOR1295,MID5843,PSUR8549,FSUR3641,22ed064b-d99,091bc529-d41,1177a143-8,F,2025-Mar-13 00:00:00,2025-Jun-14 00:00:00,1,e0a4c554,221dc2d7,False,126.0,29ecf2ca,,ENG
921bde5b-1c7,SCH6,2016-Dec-03 00:00:00,SUR7333,FOR5524,MID1169,PSUR2583,FSUR3969,824eb382-704,6d3c5731-ce3,cf851514-2,M,2024-Sep-25 00:00:00,2025-Jun-22 00:00:00,1,417eec48,02576aa8,False,134.0,dc2459a8,,
9293c5be-c76,SCH2,2016-Aug-14 00:00:00,SUR2360,FOR3093,MID3191,PSUR4189,FSUR1484,4d413c80-c8c,a1175c11-c43,326dae68-5,M,2025-Feb-13 00:00:00,2025-Apr-26 00:00:00,1,0ee2eed8,b4ee0311,False,136.0,364f6613,,ENG
92bbb883-835,SCH6,2018-Jan-27 00:00:00,SUR8729,FOR8560,MID3653,PSUR1642,FSUR9215,78502719-1ef,3ffaac31-d8e,c29d3ab0-4,F,2025-Jan-02 00:00:00,2025-Jun-29 00:00:00,1,e9ba0aee,0a0caefe,True,121.0,c680e67c,,ENG
93a810d5-33a,SCH5,2010-Apr-09 00:00:00,SUR3900,FOR4473,MID2943,PSUR7120,FSUR1205,1863c234-b6f,af546097-06f,2b0b4035-7,F,2025-Jun-24 00:00:00,2025-Jun-26 00:00:00,1,a139b387,016a6cf8,True,131.0,c8035079,,
93c39f67-567,SCH4,2016-Feb-09 00:00:00,SUR6016,FOR2620,MID6742,PSUR9047,FSUR2642,f87cfb07-202,541f3c03-484,cf990aee-e,M,2024-Apr-08 00:00:00,2025-Apr-28 00:00:00,1,943c4ad8,e00a4fa5,False,131.0,b36a1a86,,ENG
93cacfb1-6f8,SCH6,2012-Aug-01 00:00:00,SUR4001,FOR4464,MID8259,PSUR9018,FSUR4889,33c77864-a93,46871a3d-b63,562f3986-5,M,2023-Oct-26 00:00:00,2025-Jul-08 00:00:00,1,3b2495eb,df7c88c3,False,134.0,050e37b3,,CYM
93cf893c-f95,SCH2,2007-Oct-13 00:00:00,SUR2478,FOR2842,MID7297,PSUR8856,FSUR7488,69c2376c-cce,1285968c-70c,59799306-8,F,2024-Dec-10 00:00:00,2025-Apr-28 00:00:00,1,2875fb44,5ea8ced5,False,133.0,b97f40bf,,ENG
94930f49-184,SCH1,2014-Nov-04 00:00:00,SUR7232,FOR5822,MID2433,PSUR1709,FSUR9510,c689600d-421,aac38025-6e3,d58b7b32-c,M,2018-Sep-18 00:00:00,2025-Jul-15 00:00:00,1,deb5c34d,54ae0cfa,True,127.0,334a5fec,,ENG
94ccad0d-4e7,SCH5,2016-Dec-31 00:00:00,SUR5236,FOR4536,MID2150,PSUR5952,FSUR1640,e2e77848-49f,43e15ebe-dc5,44660959-7,F,2025-Jan-22 00:00:00,2025-May-16 00:00:00,1,8463d6e3,dc4c84d5,True,121.0,532e8ba6,,ENG
954c387c-2af,SCH8,2019-Sep-03 00:00:00,SUR5545,FOR6272,MID8964,PSUR8710,FSUR3068,29357c5d-3de,d825703d-5f0,8d133fca-e,F,2024-Apr-01 00:00:00,2025-May-03 00:00:00,1,00394e55,d7630a6c,True,127.0,6fdd690b,,ENG
96c8c01a-163,SCH5,2020-Aug-08 00:00:00,SUR7252,FOR7947,MID6687,PSUR3614,FSUR3150,b984f0f5-08b,e9749c9b-4d2,e106475b-f,F,2024-Jan-19 00:00:00,2025-Jun-25 00:00:00,1,9ac9e69a,07144bf7,,132.0,23f21524,,BEL
9708b617-757,SCH8,2017-Oct-10 00:00:00,SUR5145,FOR3997,MID7641,PSUR2801,FSUR9339,06ec665c-b4c,86b398fb-401,9d616bf3-9,M,2025-Mar-22 00:00:00,2025-Apr-26 00:00:00,1,72e1f60f,799c9311,,130.0,18c4454c,,ENG
9794cad0-c1f,SCH7,2011-May-22 00:00:00,SUR8834,FOR9081,MID3769,PSUR2282,FSUR7179,9b92e22a-5fd,6ecdf948-fc8,37c71364-5,M,2025-Apr-22 00:00:00,2025-Jun-20 00:00:00,1,c62d7b2d,d64ef0ae,False,125.0,18fdd4b1,,ENG
9794cad0-c1f,SCH1,2011-May-22 00:00:00,SUR8834,FOR9081,MID3769,PSUR2282,FSUR7179,9b92e22a-5fd,6ecdf948-fc8,37c71364-5,M,2025-Jun-21 00:00:00,2025-Jun-28 00:00:00,2,980c98be,2ef2b67d,False,129.0,54ba25bc,,ENG
97bc0f3a-52f,SCH2,2019-Sep-18 00:00:00,SUR9193,FOR3340,MID2968,PSUR1525,FSUR1215,946bedf6-f78,68dd1c75-c56,141f616d-c,M,2020-May-03 00:00:00,2025-Jun-14 00:00:00,1,96f49d97,1150e831,True,129.0,b8e4094c,,GER
97bc0f3a-52f,SCH1,2019-Sep-18 00:00:00,SUR9193,FOR3340,MID2968,PSUR1525,FSUR1215,946bedf6-f78,68dd1c75-c56,141f616d-c,M,2025-Jun-15 00:00:00,2025-Jul-10 00:00:00,2,cc3c1b85,3285bae8,True,118.0,849188dd,,CYM
97fb5d43-492,SCH7,2012-Aug-20 00:00:00,SUR1840,FOR8296,MID2083,PSUR9757,FSUR9839,530c6e52-d87,2cd26962-5dc,a1b444d6-2,F,2020-Mar-29 00:00:00,2025-May-18 00:00:00,1,64bdf14e,0fbb0a12,True,124.0,c04149f9,N,ENG
97fb5d43-492,SCH8,2012-Aug-20 00:00:00,SUR1840,FOR8296,MID2083,PSUR9757,FSUR9839,530c6e52-d87,2cd26962-5dc,a1b444d6-2,F,2025-May-19 00:00:00,2025-Jun-06 00:00:00,2,d2671b5a,71d7c445,True,132.0,e4b35477,,ENG
990b5e9d-137,SCH4,2010-Jul-22 00:00:00,SUR3448,FOR1634,MID2686,PSUR4987,FSUR1738,71f59d62-003,e25eb4fb-69c,fdba4ae7-9,F,2024-Jul-29 00:00:00,2025-Jul-15 00:00:00,1,a1bbd772,0f805b30,False,142.0,4114b3d2,,ENG
996835c1-b49,SCH1,2007-Nov-02 00:00:00,SUR2251,FOR3485,MID3996,PSUR5740,FSUR6688,c907399d-753,9eb56889-c94,f413ca24-f,M,2024-Mar-18 00:00:00,2025-Apr-23 00:00:00,1,6c8b5cde,30c4725b,False,129.0,1510b9dc,N,CYM
996835c1-b49,SCH3,2007-Nov-02 00:00:00,SUR2251,FOR3485,MID3996,PSUR5740,FSUR6688,c907399d-753,9eb56889-c94,f413ca24-f,M,2025-Apr-24 00:00:00,2025-Jul-10 00:00:00,2,5b3de8f7,1ee61830,False,,8e4455b1,,ENG
9abd189e-098,SCH5,2017-Apr-06 00:00:00,SUR2457,FOR7092,MID2635,PSUR2710,FSUR6656,6d12bc18-528,76d08a6a-928,05345b17-b,F,2022-Dec-17 00:00:00,2025-Jun-15 00:00:00,1,7e726157,bff97d58,False,126.0,12ed31de,,ENG
9ae9cfcb-e40,SCH5,2016-Jan-14 00:00:00,SUR8400,FOR3518,MID4218,PSUR2508,FSUR1006,6d6cd960-e8e,a75ef75c-698,a8a497c6-b,M,2024-Feb-06 00:00:00,2025-Apr-29 00:00:00,1,0a54e644,2c5b8e5f,False,128.0,363e55b1,,ENG
9b1e8766-a4e,SCH4,2016-Feb-24 00:00:00,SUR8485,FOR1624,MID9336,PSUR4092,FSUR5569,5bf6e87e-485,29464074-675,4663c49e-d,F,2024-Jul-22 00:00:00,2025-Jun-01 00:00:00,1,c59d99df,0135e490,True,135.0,0a6d6459,,CYM
9c171310-fd1,SCH3,2020-Jul-29 00:00:00,SUR2775,FOR8921,MID2945,PSUR4812,FSUR3313,6b600992-796,d102a1d7-47f,d831ea15-e,F,2023-Apr-30 00:00:00,2025-Jul-05 00:00:00,1,0bdbf0e7,302be16b,False,125.0,c617bd06,,GAL
9d3c1c36-8d3,SCH1,2017-Jun-26 00:00:00,SUR6411,FOR6124,MID3464,PSUR1754,FSUR4337,ccf84a92-82b,92b9df04-c86,bd942f2f-b,F,2024-Jan-09 00:00:00,2025-Jun-24 00:00:00,1,278e0948,149f842b,False,126.0,52158d20,7,ENG
9e0d98d3-899,SCH4,2014-Aug-13 00:00:00,SUR7275,FOR5642,MID6509,PSUR7466,FSUR1128,dc5dc5cf-ae2,1aa12110-72a,78743816-0,M,2023-Mar-21 00:00:00,2025-May-12 00:00:00,1,4ebbbfbc,39fdf7c8,False,127.0,e6f8069b,,CYM
9e17f260-626,SCH8,2019-Mar-16 00:00:00,SUR5288,FOR3898,MID1779,PSUR5949,FSUR6643,b4a1e1d9-963,98dc3fcc-bb9,bf277376-0,M,2025-Jan-19 00:00:00,2025-Jun-15 00:00:00,1,99cd6e7e,dabeaf89,False,136.0,0704908b,,ENG
9e53498d-fa9,SCH7,2011-Jun-19 00:00:00,SUR4791,FOR2966,MID8589,PSUR1544,FSUR1262,eef612a7-c3b,3e38e55a-8bf,4a0cb101-3,F,2019-Sep-23 00:00:00,2025-Jun-21 00:00:00,1,cc7de1c0,bab39d0a,False,125.0,2f62bd07,,CYM
9f1136a0-66d,SCH1,2011-Dec-07 00:00:00,SUR7282,FOR5891,MID9727,PSUR9972,FSUR8972,cc0ab133-874,45e6fdb5-f0d,becd13c3-2,M,2025-Apr-22 00:00:00,2025-Jun-06 00:00:00,1,def60e04,4d4e8573,False,123.0,c695af8d,,ENG
9f16dd73-e80,SCH4,2010-Jan-09 00:00:00,SUR3431,FOR3276,MID6772,PSUR8889,FSUR5265,74e88d87-37c,4f61eb6f-9da,de69715a-d,M,2025-Mar-27 00:00:00,2025-Jun-16 00:00:00,1,229f1bfd,67b3873b,False,131.0,adfbcca5,,ENG
9f79d832-73c,SCH6,2008-May-14 00:00:00,SUR1845,FOR5994,MID4930,PSUR7425,FSUR2584,dbb04abb-a2c,5aa38d92-a7f,8c06d82b-f,F,2023-Jul-21 00:00:00,2025-May-06 00:00:00,1,705d6e0c,fcae7d31,False,131.0,cc54834c,,ENG
9f79d832-73c,SCH1,2008-May-14 00:00:00,SUR1845,FOR5994,MID4930,PSUR7425,FSUR2584,dbb04abb-a2c,5aa38d92-a7f,8c06d82b-f,F,2025-May-07 00:00:00,2025-May-31 00:00:00,2,e98d3666,49e78b28,False,128.0,683c472c,,GAL
9f8609e3-c26,SCH5,2009-Jun-15 00:00:00,SUR5864,FOR2126,MID5479,PSUR6797,FSUR6312,9549fa2b-b77,ce1f6183-8a0,69c69ab5-d,M,2025-Apr-08 00:00:00,2025-Jun-28 00:00:00,1,35cae410,812f2388,False,131.0,4ece3544,,GER
9fd6942c-955,SCH2,2008-Aug-23 00:00:00,SUR5796,FOR8872,MID2580,PSUR3594,FSUR1315,0459f47e-65c,078708fe-e1e,1f8b3491-b,M,2024-Apr-14 00:00:00,2025-May-18 00:00:00,1,189f3a1b,3764539b,False,124.0,de7ada9c,N,
a096e7fe-1dc,SCH6,2010-Dec-23 00:00:00,SUR9111,FOR3301,MID6895,PSUR5958,FSUR6224,fcd0077d-390,732cfc2c-024,4117764c-b,F,2025-Jun-10 00:00:00,2025-Jun-16 00:00:00,1,de6551b1,474a5248,False,114.0,cb1ceb92,,GER
a096e7fe-1dc,SCH4,2010-Dec-23 00:00:00,SUR9111,FOR3301,MID6895,PSUR5958,FSUR6224,fcd0077d-390,732cfc2c-024,4117764c-b,F,2025-Jun-17 00:00:00,2025-Jun-28 00:00:00,2,4cc0fefb,b34cb880,True,131.0,74befa1f,N,ENG
a1475d51-d2d,SCH2,2019-Sep-10 00:00:00,SUR1547,FOR3663,MID1091,PSUR4607,FSUR6555,c2412157-500,3e5d805a-cb8,f327b27d-0,F,2023-Oct-11 00:00:00,2025-Jun-19 00:00:00,1,d09d6677,b5b41b68,False,130.0,39cb99b1,,UKR
a1475d51-d2d,SCH8,2019-Sep-10 00:00:00,SUR1547,FOR3663,MID1091,PSUR4607,FSUR6555,c2412157-500,3e5d805a-cb8,f327b27d-0,F,2025-Jun-20 00:00:00,2025-Jul-04 00:00:00,2,9b02aa21,b213dbc6,False,127.0,b48bd7b4,,GER
a1475d51-d2d,SCH6,2019-Sep-10 00:00:00,SUR1547,FOR3663,MID1091,PSUR4607,FSUR6555,c2412157-500,3e5d805a-cb8,f327b27d-0,F,2025-Jul-05 00:00:00,2025-Jul-08 00:00:00,3,014bf41e,fd3d1324,False,131.0,0db055c9,,ENG
a29c29cd-194,SCH3,2007-Nov-13 00:00:00,SUR8313,FOR9677,MID9656,PSUR4893,FSUR7977,3994d618-bc2,b3300221-3ee,6ca15a2a-4,M,2025-Jun-09 00:00:00,2025-Jul-02 00:00:00,1,998a820a,03f75a2f,False,133.0,d4298633,,ENG
a29c29cd-194,SCH7,2007-Nov-13 00:00:00,SUR8313,FOR9677,MID9656,PSUR4893,FSUR7977,3994d618-bc2,b3300221-3ee,6ca15a2a-4,M,2025-Jul-03 00:00:00,2025-Jul-11 00:00:00,2,922f60a0,b2867734,True,130.0,5cff7e52,,GAL
a32a8a7c-59f,SCH1,2016-Dec-24 00:00:00,SUR5750,FOR1783,MID9676,PSUR2848,FSUR7757,c4146136-e68,67545601-d81,ff46d2b0-4,M,2025-Mar-19 00:00:00,2025-May-24 00:00:00,1,675dc596,b45001a1,False,133.0,0475123f,,GAL
a334631e-71d,SCH7,2011-Feb-23 00:00:00,SUR4199,FOR8197,MID4697,PSUR7172,FSUR7382,9b4bfbf1-383,ea57d01d-1f6,76384df4-3,F,2025-Jun-30 00:00:00,2025-Jul-03 00:00:00,1,f23d616b,0327fcad,True,126.0,4568d45c,,UKR
a3854e48-4c2,SCH6,2020-Feb-03 00:00:00,SUR6582,FOR5912,MID8768,PSUR3316,FSUR4518,bca186be-8d9,0db18f77-0f5,c371b422-b,M,2024-Aug-10 00:00:00,2025-May-04 00:00:00,1,9c4b5161,3f8e544d,False,127.0,e12a4909,,ENG
a3b28d0d-bc1,SCH3,2012-Jul-08 00:00:00,SUR6934,FOR7323,MID1309,PSUR9594,FSUR9279,5273c757-32a,744b168b-6ab,4ce10282-5,M,2025-Apr-19 00:00:00,2025-Jun-30 00:00:00,1,badfd249,19781fc5,False,134.0,6cc57e00,,ENG
a423dc7d-1ac,SCH1,2018-Aug-27 00:00:00,SUR7693,FOR8278,MID9500,PSUR3263,FSUR3004,8077b35f-c1f,bdb9bc77-036,d85cf647-e,F,2024-Jan-16 00:00:00,2025-Jun-04 00:00:00,1,3be9ee47,7dea3034,False,131.0,909e444a,,ENG
a423dc7d-1ac,SCH4,2018-Aug-27 00:00:00,SUR7693,FOR8278,MID9500,PSUR3263,FSUR3004,8077b35f-c1f,bdb9bc77-036,d85cf647-e,F,2025-Jun-05 00:00:00,2025-Jun-13 00:00:00,2,8bc56032,0158fe8a,False,135.0,c01370fd,,ENG
a480608f-407,SCH8,2018-Oct-19 00:00:00,SUR8743,FOR7236,MID6202,PSUR1470,FSUR4996,86fcefad-f1f,a79976ac-a61,339b08be-4,F,2024-Oct-26 00:00:00,2025-Jun-03 00:00:00,1,9879391d,2fba735a,False,135.0,2d833af0,,ENG
a52062e7-420,SCH5,2009-Sep-11 00:00:00,SUR5010,FOR5623,MID9221,PSUR4685,FSUR7875,b12e09e8-619,554c963c-cf8,df3a011a-0,F,2025-May-15 00:00:00,2025-May-26 00:00:00,1,3c56992d,3081da16,False,133.0,a374f083,,ENG
a59058e1-f63,SCH1,2014-May-24 00:00:00,SUR9891,FOR8867,MID4716,PSUR4645,FSUR7908,fe7a1be1-438,daa676b6-ad7,d5687442-9,M,2023-Apr-24 00:00:00,2025-Jun-22 00:00:00,1,f05a5578,ce3b8906,False,127.0,670ed457,,ENG
a6159565-232,SCH6,2010-Jan-20 00:00:00,SUR5712,FOR2387,MID4064,PSUR9009,FSUR7393,0782274a-aea,62dcdf74-318,b737508a-b,F,2025-Jan-30 00:00:00,2025-Jul-05 00:00:00,1,520e1e1c,9662b27a,False,130.0,6ccf3560,,ENG
