pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,moveonrollflag,missingaddress,summerhalfterm2sessionsauthorised,summerhalfterm2sessionspossible,summerhalfterm2sessionsunauthorised,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,nonqualhrs,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,boarder,language,ncyearleaving,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear
91f0eed3-38a,SCH8,2017-May-29 00:00:00,SUR1139,FOR3406,MID1263,PSUR1037,FSUR2639,c00c89c4-560,52669e7c-5f1,c484796a-a,M,2022-Mar-20 00:00:00,2024-Nov-26 00:00:00,1,8f72eeab,00a4dec4,False,126.0,7.0,3.0,7271a23d,ab2e989c,7.0,140.0,,738.0,767.0,131.0,732.0,135.0,138.0,,,,,ENG,10,,,,,,,G,
91f19092-eea,SCH3,2015-Jan-23 00:00:00,SUR9714,FOR5253,MID2299,PSUR7717,FSUR2600,1aa9333b-3da,6a28c563-8e4,b28b5d5c-b,F,2021-Jul-19 00:00:00,2024-Dec-05 00:00:00,1,aa6f2ae3,e1fba421,False,131.0,7.0,,4f75d075,ae12330c,8.0,136.0,,833.0,776.0,121.0,802.0,134.0,128.0,,3.0,,,RUS,10,,,,2,,,,
923cebd2-7e0,SCH2,2019-Dec-06 00:00:00,SUR5854,FOR8247,MID9703,PSUR3393,FSUR9935,396a0df4-ea7,7ec72490-658,3236f59f-4,F,2022-Mar-09 00:00:00,2024-Dec-13 00:00:00,1,0d99df07,da3de160,False,121.0,7.0,,a88ac245,1ae7de69,,129.0,,795.0,781.0,127.0,802.0,134.0,130.0,3.0,3.0,,,ENG,12,,,9,,,,8,
925f9ced-958,SCH6,2017-Apr-12 00:00:00,SUR3669,FOR5307,MID6635,PSUR8434,FSUR2049,ab094a24-649,4a70c61c-0f5,1dd55529-1,F,2024-Jun-19 00:00:00,2024-Oct-08 00:00:00,1,110fdc4f,653c52ac,False,131.0,9.0,3.0,9cee36d8,ac7858ba,7.0,132.0,,767.0,795.0,132.0,787.0,128.0,141.0,,2.0,,,ENG,1,,,,,,,,
9432b74b-390,SCH6,2010-Aug-13 00:00:00,SUR5516,FOR5795,MID4205,PSUR4074,FSUR1590,c3cea271-9e6,e790a4fb-731,09805a1a-7,M,2024-Jul-31 00:00:00,2024-Dec-15 00:00:00,1,493bb564,fbc13223,,133.0,8.0,,37475b71,d90fdd28,9.0,129.0,,816.0,774.0,139.0,812.0,129.0,139.0,,,,,ENG,1,,,,,,,,5
95082eff-a6f,SCH4,2013-Jan-29 00:00:00,SUR3529,FOR8431,MID7459,PSUR5197,FSUR8308,2059ec16-cd7,5acf673d-af1,bdce0128-8,M,2020-May-22 00:00:00,2024-Nov-28 00:00:00,1,3a29ed22,17fda6c9,,121.0,7.0,,e16a7404,136a45e4,8.0,123.0,,782.0,790.0,144.0,794.0,136.0,127.0,3.0,3.0,,,,7,,3,,,,U,,6
963f3c56-50b,SCH4,2010-May-10 00:00:00,SUR5787,FOR8473,MID8387,PSUR5273,FSUR4335,163272b9-1d6,09d940a1-796,f1e005da-9,M,2024-Aug-16 00:00:00,2024-Nov-22 00:00:00,1,d03e9292,1d0e028d,False,,8.0,,67bec5f4,2a7fcafa,9.0,131.0,,774.0,776.0,127.0,775.0,125.0,122.0,,,3.0,,,N1,,3,,,,,,
96e52299-58d,SCH5,2010-Oct-25 00:00:00,SUR6672,FOR4461,MID3331,PSUR5253,FSUR6914,5cadaa0d-f69,6d068203-b63,e3a01ef2-5,M,2022-Sep-12 00:00:00,2024-Nov-14 00:00:00,1,d04f70f1,0ac2174a,False,128.0,9.0,,d5495de9,88af6a4b,8.0,136.0,,737.0,764.0,129.0,830.0,124.0,132.0,,,,,ENG,13,,,F,,,,,
97a7fa44-546,SCH4,2010-Jan-07 00:00:00,SUR1002,FOR1904,MID7866,PSUR2894,FSUR9822,234bb7e6-6a6,f7fbad43-659,834fe5dc-5,F,2023-Nov-12 00:00:00,2024-Sep-28 00:00:00,1,19ad6877,116dda73,False,128.0,,,09b7cb68,63eca600,8.0,127.0,,824.0,779.0,137.0,766.0,130.0,135.0,,3.0,,,GAL,6,,,,,,,,
97a83368-0fa,SCH1,2019-Apr-21 00:00:00,SUR6778,FOR6767,MID7490,PSUR2386,FSUR8747,4593dfa5-845,8d96badf-273,7e023cd1-a,F,2023-Nov-17 00:00:00,2024-Oct-21 00:00:00,1,8f1322c9,6d9f1e73,False,127.0,7.0,,4bff3214,17d7f42d,,124.0,,734.0,756.0,132.0,763.0,133.0,134.0,,3.0,3.0,,,N2,E,,,,O,,,
9cc325c2-a73,SCH6,2016-Nov-02 00:00:00,SUR4229,FOR2429,MID6172,PSUR1846,FSUR7820,246062bc-83a,a0b7feb8-e11,7886a603-5,M,2018-Nov-03 00:00:00,2024-Nov-29 00:00:00,1,b2f2a755,0beaf07c,,139.0,8.0,3.0,6a1bc3e8,a5984565,8.0,122.0,3.0,781.0,749.0,134.0,781.0,123.0,134.0,,,,,ENG,14,,,9,2,,F,,
9d282582-47e,SCH8,2016-Aug-18 00:00:00,SUR2303,FOR6492,MID5871,PSUR2444,FSUR5046,b97e9ed8-f40,e155c97c-580,3cfe52f6-6,M,2023-Nov-25 00:00:00,2024-Nov-07 00:00:00,1,6451bf32,5b7eec33,False,120.0,8.0,,1a0e617f,e4078bba,8.0,133.0,3.0,767.0,756.0,135.0,783.0,129.0,130.0,,2.0,,,,3,,,,,,,,
9e1c714a-247,SCH7,2008-Jan-09 00:00:00,SUR5823,FOR4199,MID7228,PSUR8196,FSUR9940,951f7ac8-22d,4cb6078e-9c9,88b928c7-a,M,2019-Apr-11 00:00:00,2024-Oct-25 00:00:00,1,90a9d97e,12a261cf,False,131.0,7.0,,3392f97f,f738a317,,128.0,,778.0,821.0,140.0,780.0,129.0,123.0,,,,,ENG,5,,,,,,,9,
9e2fb9c7-6d5,SCH8,2018-Dec-04 00:00:00,SUR4423,FOR1139,MID1144,PSUR4223,FSUR2737,ae5134c1-797,d16bcf7a-f6f,66dccd79-3,F,2019-Dec-11 00:00:00,2024-Oct-05 00:00:00,1,f8da3dc3,6f84304e,False,133.0,8.0,4.0,82b0d9c3,8e84033f,8.0,130.0,3.0,797.0,808.0,125.0,,134.0,133.0,2.0,3.0,,B,ENG,9,8,,,,,,,
a0b2d3a1-e20,SCH4,2009-May-29 00:00:00,SUR9354,FOR1360,MID6578,PSUR1053,FSUR4150,7ffdd116-716,5ffd4ad8-fa9,4b58d557-d,F,2023-Oct-01 00:00:00,2024-Oct-21 00:00:00,1,18116dc5,da096bd4,False,133.0,8.0,,7da449a5,89e91678,8.0,128.0,,817.0,758.0,126.0,789.0,133.0,131.0,,,,,ENG,9,,2,,,,O,6,9
a0e5cbf7-a8f,SCH6,2009-Jan-07 00:00:00,SUR7559,FOR4680,MID4660,PSUR6643,FSUR2064,f046c0fa-156,d026c565-de1,2fd21ec1-d,F,2021-Aug-11 00:00:00,2024-Sep-25 00:00:00,1,8f97f52f,a6f41cab,False,132.0,8.0,,2fac6a80,ca4215a4,9.0,129.0,3.0,813.0,833.0,132.0,800.0,126.0,130.0,,,,,,X,,,,,,,7,
a43b8bd6-2b1,SCH6,2017-Jan-31 00:00:00,SUR9498,FOR8598,MID6051,PSUR9824,FSUR4539,6335557e-a52,0f063fa0-23a,07a46ef5-5,M,2023-Jun-04 00:00:00,2024-Nov-07 00:00:00,1,8f791b0c,db9cd58d,False,123.0,8.0,,0c4dccaf,cbbfcc15,7.0,130.0,,768.0,738.0,130.0,729.0,129.0,132.0,,,,N,ENG,10,7,,C,,,,,7
a480608f-407,SCH5,2018-Oct-19 00:00:00,SUR8743,FOR7236,MID6202,PSUR1470,FSUR4996,86fcefad-f1f,a79976ac-a61,339b08be-4,F,2022-Oct-08 00:00:00,2024-Oct-25 00:00:00,1,f3c93fed,e43efc39,True,127.0,8.0,,1ae917cc,4b067ff6,8.0,133.0,,797.0,783.0,133.0,783.0,123.0,127.0,,,,,ENG,9,,,,,,,,A*
a6203b1e-dd3,SCH4,2017-Nov-01 00:00:00,SUR3381,FOR9228,MID6718,PSUR3197,FSUR2489,1b859012-e77,47ecdd3a-011,921f5a37-c,F,2022-Mar-12 00:00:00,2024-Oct-18 00:00:00,1,579ae8e7,f546826a,True,129.0,8.0,,1f6fee6a,24254144,8.0,130.0,,680.0,741.0,118.0,812.0,122.0,124.0,,,,,,13,,,2,,U,,,
a651fbc0-6e2,SCH1,2011-Apr-09 00:00:00,SUR7282,FOR6535,MID2893,PSUR8889,FSUR8658,efa9f999-1fe,abeff37a-846,080f40bc-3,F,2023-Oct-22 00:00:00,2024-Nov-26 00:00:00,1,edfc0c1d,814e1252,False,132.0,8.0,,d1cb303e,d4307bcd,,129.0,3.0,769.0,803.0,130.0,783.0,124.0,125.0,,3.0,,,,E2,NR,,A,,,,,4
a67cb344-f20,SCH6,2018-Oct-08 00:00:00,SUR2861,FOR9905,MID5356,PSUR5273,FSUR2088,d42c1055-d62,9426a2cf-477,e442a628-8,F,2020-Jul-13 00:00:00,2024-Nov-29 00:00:00,1,7e13d6cb,cf795237,False,127.0,8.0,3.0,05b4aadc,856adf07,8.0,126.0,,711.0,812.0,134.0,793.0,127.0,124.0,,,,,ENG,R,,,,,F,,,
a6930be5-b58,SCH5,2018-Nov-15 00:00:00,SUR9393,FOR4264,MID2665,PSUR9638,FSUR9056,c07b3073-4da,205efa42-a89,c66a088a-0,F,2023-Mar-17 00:00:00,2024-Oct-06 00:00:00,1,b8785147,c2152995,,136.0,8.0,,94236b6d,f01b54cb,8.0,125.0,,728.0,769.0,131.0,754.0,128.0,127.0,,,,,ENG,10,,1,,2,,,,
a6c6f0ac-099,SCH1,2013-Oct-20 00:00:00,SUR9852,FOR4250,MID2890,PSUR7605,FSUR8564,4ca868b1-d57,619ec038-63e,d2410732-6,M,2020-Oct-17 00:00:00,2024-Nov-17 00:00:00,1,c83aef85,eac2a5f7,False,128.0,8.0,,adca9db0,d8d256c1,7.0,132.0,3.0,776.0,759.0,136.0,843.0,127.0,126.0,,,,,GAL,6,U,,6,,,,,9
a8e87f2b-0d1,SCH3,2007-Nov-22 00:00:00,SUR4372,FOR8179,MID6201,PSUR7543,FSUR4861,1e848a1a-015,631eff73-2dc,d9d11029-6,F,2020-Mar-19 00:00:00,2024-Nov-06 00:00:00,1,c9197df7,2431d7d1,False,137.0,8.0,3.0,b4c5c2be,18cfe01b,9.0,127.0,,783.0,815.0,128.0,801.0,131.0,130.0,3.0,,2.0,,GAL,4,,,3,,,,6,C
a9e24eb6-082,SCH2,2019-Dec-04 00:00:00,SUR4670,FOR8826,MID1516,PSUR2371,FSUR7604,ecf125d4-2f8,b33e5aa7-66b,c94314e3-3,F,2021-Mar-03 00:00:00,2024-Oct-17 00:00:00,1,2577ff25,3e183666,False,123.0,,,6d5b4722,0e00bb9c,9.0,134.0,,764.0,768.0,133.0,783.0,130.0,131.0,2.0,,,N,ENG,6,3,,NR,,,,,
aa1253b2-a8f,SCH8,2008-Oct-05 00:00:00,SUR4889,FOR2035,MID3629,PSUR5577,FSUR4130,7a2de3e2-8e9,947269c2-19a,09666bcd-3,F,2021-Mar-30 00:00:00,2024-Nov-23 00:00:00,1,572b6a46,8c84696c,False,133.0,8.0,,451a6a44,14043ed8,8.0,125.0,,754.0,772.0,127.0,852.0,126.0,132.0,,,,,ENG,R,,,,3,,,,
ad90af0f-2d8,SCH2,2013-Dec-13 00:00:00,SUR5102,FOR2248,MID3291,PSUR5966,FSUR8477,e13bb7e2-e70,30998e65-4f7,981f6a15-2,F,2022-Apr-25 00:00:00,2024-Oct-06 00:00:00,1,ead9c068,19e2943a,False,128.0,8.0,,8446932a,3bd7f6be,8.0,137.0,,752.0,829.0,127.0,761.0,137.0,115.0,,,,,ENG,9,,,,,,,,
ae38e996-6ee,SCH8,2015-Jul-16 00:00:00,SUR9687,FOR9808,MID3056,PSUR5504,FSUR2998,adb7f587-049,30ac4d64-d5b,7a1da6b3-8,M,2023-Nov-12 00:00:00,2024-Sep-15 00:00:00,1,be58877c,1295b312,False,141.0,7.0,,b3514cfe,2adad2f4,8.0,132.0,,800.0,795.0,136.0,818.0,129.0,131.0,,3.0,,,ENG,R,,,,,,,,
ae42fc9d-a71,SCH2,2008-Nov-03 00:00:00,SUR1512,FOR4053,MID3593,PSUR3380,FSUR9708,7ef3e640-693,6c39d3e5-c4e,c87a4e0e-e,F,2021-Jun-01 00:00:00,2024-Sep-15 00:00:00,1,64e586fb,5e374bb9,False,122.0,9.0,,f162a219,a8cc76ed,8.0,125.0,3.0,741.0,762.0,130.0,714.0,138.0,129.0,,3.0,,,ENG,4,,,,3,,,,F
ae5378bb-59c,SCH1,2019-Sep-16 00:00:00,SUR4877,FOR1412,MID6596,PSUR9331,FSUR7856,191dfe6b-650,fa09e9a1-da9,5b0b8436-b,F,2021-Apr-12 00:00:00,2024-Oct-06 00:00:00,1,6ac04369,458862ee,False,134.0,8.0,,fb435658,f03ec3f9,8.0,131.0,,717.0,760.0,129.0,804.0,134.0,123.0,,,,N,PNJA,12,E,,,,,,,
aed87bfe-a39,SCH4,2016-Mar-26 00:00:00,SUR6705,FOR9639,MID1123,PSUR1649,FSUR5327,0f8b70b6-1a3,2a749f60-610,f46c4d13-8,F,2024-Nov-14 00:00:00,2024-Nov-22 00:00:00,1,e6959f4c,1488b3bd,False,131.0,8.0,,cf3446a7,4ed59d4e,7.0,123.0,,694.0,708.0,138.0,724.0,135.0,131.0,,,,,,7,,,,,N,,,3
aef65c9d-868,SCH6,2010-Jun-10 00:00:00,SUR7607,FOR7266,MID5896,PSUR3916,FSUR3062,e61478ed-7af,5a619782-908,a6790c75-7,M,2024-Jan-31 00:00:00,2024-Nov-16 00:00:00,1,8d5b07a3,1fd44cdc,True,133.0,8.0,,618e68e3,89724f9e,8.0,129.0,,789.0,781.0,129.0,793.0,140.0,126.0,,,4.0,,ENG,M,,,,,,,B,
af5a46c5-351,SCH7,2008-Aug-19 00:00:00,SUR9800,FOR5398,MID2051,PSUR2362,FSUR6655,e351629f-137,8baa06e6-a63,386b5ec7-5,F,2022-Dec-22 00:00:00,2024-Nov-07 00:00:00,1,63352454,fb105f0f,False,137.0,8.0,,ff36f2fa,492195b3,,130.0,,779.0,823.0,132.0,819.0,127.0,128.0,3.0,,4.0,,ENG,5,,2,C,,,,,
b142e1ac-988,SCH3,2012-Mar-04 00:00:00,SUR5529,FOR8526,MID4119,PSUR4181,FSUR4678,e67330c7-8d5,4e9f01f0-9a5,fdb755b1-b,F,2019-Nov-16 00:00:00,2024-Nov-13 00:00:00,1,1832f007,ff68ce7b,False,128.0,,,ec3d2bf1,c52a3b50,9.0,136.0,3.0,804.0,784.0,131.0,776.0,125.0,137.0,,,,,GER,13,,,,,,,,
b314f4da-0cc,SCH5,2010-Dec-29 00:00:00,SUR4058,FOR7181,MID6988,PSUR5045,FSUR2619,666eb0b5-fe0,1fa95257-cce,0227bcec-9,M,2022-Jul-15 00:00:00,2024-Oct-13 00:00:00,1,87b333f0,bfb75064,False,127.0,,,39d5ae12,b9187fdd,8.0,132.0,,786.0,768.0,134.0,777.0,127.0,135.0,,,,,ENG,E2,,1,,,,,,
b3d2a7a0-def,SCH2,2010-Jun-22 00:00:00,SUR9851,FOR8490,MID5330,PSUR6256,FSUR1888,2bb8d3a6-99a,5fcc237b-2ff,90a88ab6-c,F,2022-Jun-04 00:00:00,2024-Nov-30 00:00:00,1,4850e29d,baaa1648,False,126.0,8.0,,f8e6dfb9,31026abb,,123.0,,832.0,739.0,142.0,742.0,127.0,132.0,,,,,ENG,N2,A,,7,,,O,,
b4acbf8a-da7,SCH3,2018-Nov-13 00:00:00,SUR9194,FOR5604,MID8754,PSUR3948,FSUR3811,0087121e-5eb,0a47c9c3-c83,778d71d1-3,M,2023-Apr-01 00:00:00,2024-Oct-17 00:00:00,1,21185221,94848e21,,131.0,7.0,,3e8ef2e3,10400b33,7.0,130.0,,803.0,773.0,134.0,788.0,133.0,127.0,,,3.0,,ENG,7,,,,,U,,,9
b78198ab-1fc,SCH3,2008-Jun-26 00:00:00,SUR7837,FOR5195,MID1678,PSUR1895,FSUR9354,91d9ef03-8be,c88189a5-d5d,95eb8f89-b,F,2022-Jun-03 00:00:00,2024-Nov-03 00:00:00,1,af910b89,da220beb,False,140.0,8.0,,05042c7b,951a56be,8.0,126.0,,776.0,816.0,135.0,797.0,122.0,136.0,3.0,,,,,8,D,,,,,F,,
b90f55ef-f92,SCH6,2011-Jun-09 00:00:00,SUR7140,FOR7280,MID1553,PSUR6424,FSUR2768,0b4c33d5-efe,8c796e62-5d4,249e9715-3,M,2019-Dec-14 00:00:00,2024-Oct-16 00:00:00,1,b0697812,8982a732,False,141.0,8.0,3.0,0c6fb1e4,b5646e18,8.0,130.0,4.0,786.0,792.0,125.0,817.0,126.0,127.0,4.0,,,,CYM,9,,,,,,,6,
bd28ca36-848,SCH3,2019-Jan-28 00:00:00,SUR4331,FOR6196,MID8174,PSUR9547,FSUR3716,4828e284-c6c,0ded19d8-f49,6b4ce358-e,M,2024-Jul-31 00:00:00,2024-Nov-18 00:00:00,1,4d46f67d,afdb510a,,122.0,8.0,3.0,2189776d,ffc38c5d,9.0,126.0,,808.0,772.0,136.0,724.0,125.0,130.0,,3.0,,,ENG,5,,,,,,,,
bd94de19-636,SCH6,2008-Jan-20 00:00:00,SUR8996,FOR8641,MID8052,PSUR1057,FSUR3607,1e35e124-d02,b22a8f35-7ea,4de91b0d-f,M,2019-Jul-09 00:00:00,2024-Oct-26 00:00:00,1,2246798e,ea7cf760,False,128.0,8.0,,c16bf676,d790a0ca,7.0,134.0,,740.0,837.0,138.0,774.0,131.0,143.0,4.0,,,,ENG,14,8,,,,,O,,
bd96ac01-817,SCH7,2019-Dec-22 00:00:00,SUR2974,FOR9490,MID1074,PSUR3521,FSUR6947,4737bf98-af0,abc08f1f-1dd,c49fa931-4,F,2021-Dec-28 00:00:00,2024-Nov-19 00:00:00,1,26264bbf,853610b9,False,123.0,8.0,,6112034f,59a63e43,7.0,125.0,,787.0,774.0,126.0,741.0,136.0,134.0,,3.0,,,CYM,11,,,,,F,,,
be80437d-1b6,SCH6,2013-May-29 00:00:00,SUR4197,FOR3049,MID9114,PSUR1007,FSUR1948,c1c129f0-987,f6bac4ed-933,2fa4eec5-d,F,2020-Jul-23 00:00:00,2024-Oct-12 00:00:00,1,176be577,257456c4,False,130.0,7.0,3.0,7d05ca35,bcff6139,8.0,127.0,,762.0,737.0,134.0,814.0,129.0,127.0,,,,,ENG,4,,,,,,,,
bfcb20c4-0fc,SCH4,2020-Jan-10 00:00:00,SUR4369,FOR6313,MID3092,PSUR2392,FSUR2414,b74e0864-2f2,be48bb15-43b,c893b65f-1,M,2022-May-22 00:00:00,2024-Oct-19 00:00:00,1,d23ecd02,4501f534,False,130.0,,3.0,20928adc,1dd3fbbc,8.0,130.0,4.0,808.0,762.0,128.0,843.0,134.0,138.0,,,,,ENG,11,C,,,1,,,,
bfd16adf-6f5,SCH5,2015-Jul-03 00:00:00,SUR4477,FOR4760,MID8584,PSUR9688,FSUR2858,db93064c-284,d7b23974-43d,48f4a3f0-2,F,2024-Nov-27 00:00:00,2024-Dec-18 00:00:00,1,e5f0a048,d5cf7332,True,125.0,8.0,3.0,4b471d29,e10159de,8.0,132.0,3.0,783.0,836.0,133.0,755.0,134.0,130.0,3.0,,,N,ENG,9,,,,,,,,
c0208c94-906,SCH3,2008-Jun-09 00:00:00,SUR5831,FOR8570,MID3703,PSUR9496,FSUR9702,17f4d596-399,a3f6eada-ca6,ae499b98-3,F,2023-Mar-24 00:00:00,2024-Nov-28 00:00:00,1,f215e74e,b4898d2c,True,131.0,,,9e236d53,9a608514,9.0,134.0,,765.0,773.0,134.0,819.0,142.0,125.0,,,,N,ENG,12,,,,,,,,
c0aaf85a-2d5,SCH5,2015-May-11 00:00:00,SUR7651,FOR5823,MID8388,PSUR2118,FSUR1810,ea4b4120-b33,b1575408-08a,902ee2df-8,F,2021-Feb-14 00:00:00,2024-Nov-18 00:00:00,1,287132d9,749fafeb,False,129.0,8.0,,738521a9,47fc5cc7,8.0,139.0,,772.0,796.0,130.0,735.0,129.0,125.0,,,,,,N1,,,C,3,F,N,,
c15186da-4fe,SCH5,2012-Dec-05 00:00:00,SUR6149,FOR4439,MID9621,PSUR5229,FSUR3294,fd05374d-da4,43682206-83d,5fd33626-6,M,2024-Jul-27 00:00:00,2024-Dec-01 00:00:00,1,f005c3c6,e7cfb597,True,125.0,7.0,,840c2cf9,318ab321,7.0,124.0,,777.0,789.0,127.0,774.0,128.0,129.0,2.0,,,,ENG,N1,,,,,,,,
c1d08b95-340,SCH1,2014-Jul-31 00:00:00,SUR1558,FOR2302,MID9217,PSUR9314,FSUR8664,a03af18e-60d,8c5a92df-7d4,d66aad02-1,F,2023-Jul-13 00:00:00,2024-Dec-10 00:00:00,1,2f091e7c,77b53ca5,False,,7.0,2.0,793d9918,514f2097,8.0,132.0,3.0,752.0,813.0,137.0,856.0,129.0,138.0,,,,,ENG,9,NR,,A*,,L,,,
c3f3d4a8-052,SCH4,2009-Sep-20 00:00:00,SUR2352,FOR4074,MID2166,PSUR4812,FSUR4845,8c34f664-9e5,7cb52289-749,c9e3efff-0,F,2023-Oct-23 00:00:00,2024-Oct-24 00:00:00,1,1e994abf,d56df9e5,False,123.0,8.0,,80d7a4ee,eb42b47b,8.0,133.0,,755.0,758.0,126.0,827.0,132.0,127.0,,,,,GER,4,,,,,,,7,
c512bcce-b3a,SCH7,2011-May-06 00:00:00,SUR7158,FOR4511,MID9822,PSUR5215,FSUR3397,2b7706c5-da0,3709ced8-03a,a0b148c2-c,M,2023-Mar-01 00:00:00,2024-Nov-13 00:00:00,1,eb1df547,189b85da,False,132.0,7.0,2.0,42085984,d657c5ed,7.0,137.0,,864.0,837.0,127.0,800.0,132.0,122.0,,,,6,ENG,12,,1,,,,,6,6
c56456c6-7b2,SCH8,2015-Jul-27 00:00:00,SUR3479,FOR9617,MID1982,PSUR8979,FSUR7783,c3d344d2-cf1,69636ca6-5cd,d2b0727a-a,M,2020-Apr-06 00:00:00,2024-Nov-05 00:00:00,1,63120adb,d506d7f1,,127.0,8.0,3.0,360a4ec0,5ee3ce5c,8.0,130.0,2.0,801.0,807.0,129.0,740.0,138.0,121.0,,,,,ENG,10,3,2,,1,,,,
c5d6c2d6-fa1,SCH2,2008-Mar-25 00:00:00,SUR2477,FOR8649,MID4479,PSUR2043,FSUR3244,3bedfdb1-21a,08430d69-d07,3c4b78b5-0,F,2024-Jan-18 00:00:00,2024-Dec-15 00:00:00,1,321167b7,1df1b2b2,False,136.0,7.0,3.0,083aba59,739b74e1,,126.0,,761.0,746.0,129.0,796.0,132.0,134.0,,3.0,,,ENG,N1,D,,6,,,,,
c6502337-d55,SCH3,2016-Jun-09 00:00:00,SUR4079,FOR4314,MID1485,PSUR6662,FSUR2666,0a767752-8ec,c1eca7ee-f5c,34af062f-d,M,2024-Aug-23 00:00:00,2024-Oct-05 00:00:00,1,04b1f8f1,f1664846,False,125.0,9.0,3.0,d8aaf6f0,073a0015,7.0,124.0,3.0,770.0,733.0,122.0,785.0,134.0,134.0,,,,,GER,5,,,A*,1,,,,
c6502337-d55,SCH2,2016-Jun-09 00:00:00,SUR4079,FOR4314,MID1485,PSUR6662,FSUR2666,0a767752-8ec,c1eca7ee-f5c,34af062f-d,M,2024-Oct-06 00:00:00,2024-Oct-15 00:00:00,2,c20919c5,9ab6af82,True,130.0,,3.0,c2ccca9b,e8f39829,7.0,133.0,3.0,763.0,820.0,127.0,784.0,128.0,130.0,,,,,UKR,2,9,,,1,O,,,
c652ed51-6dd,SCH4,2013-Jun-02 00:00:00,SUR3497,FOR3371,MID9096,PSUR7087,FSUR5222,4946024f-1d7,09bbdb48-4a9,8fc46f73-4,M,2024-Jun-13 00:00:00,2024-Oct-19 00:00:00,1,3ad92a0d,dcf16ce7,True,118.0,7.0,3.0,1e0ac76b,a33f7e5c,8.0,131.0,,778.0,812.0,137.0,772.0,138.0,139.0,,3.0,3.0,,ENG,5,,,,,,,,A*
c7bc64d4-883,SCH6,2014-May-17 00:00:00,SUR2770,FOR1928,MID7318,PSUR4375,FSUR9691,bd40c7a8-f6a,d7c9e226-b0b,545629d7-f,M,2024-Jul-10 00:00:00,2024-Sep-19 00:00:00,1,86173985,6db9eb94,False,133.0,8.0,,f8f04a59,bf7e57cb,8.0,124.0,,772.0,803.0,132.0,799.0,124.0,126.0,3.0,3.0,,,ENG,13,,,,,U,,,
c9baeb7f-3ad,SCH3,2013-May-12 00:00:00,SUR7526,FOR6531,MID5106,PSUR8964,FSUR5404,ec9b6f97-773,d10e5173-6f4,ce06b462-8,F,2021-Oct-06 00:00:00,2024-Nov-27 00:00:00,1,a6f40b60,25c8235f,,135.0,8.0,3.0,df8fa3fb,43488921,,131.0,,801.0,802.0,136.0,784.0,129.0,136.0,3.0,,3.0,,ENG,12,7,,9,,,N,,
ca089524-ebd,SCH8,2012-May-17 00:00:00,SUR2607,FOR7015,MID6545,PSUR4669,FSUR9772,2735554f-e0a,85e78318-edc,f21eff6f-7,F,2024-May-20 00:00:00,2024-Dec-18 00:00:00,1,c5c8c5b7,98f78f4b,True,133.0,8.0,,8d935045,68efb8be,8.0,132.0,,798.0,778.0,129.0,756.0,131.0,134.0,,,,,,2,6,,8,,N,,C,
cbc4ca16-1cc,SCH1,2008-Jan-12 00:00:00,SUR6152,FOR9176,MID7658,PSUR1885,FSUR8265,64bc21a4-938,8051d553-f5e,82b4471f-a,M,2024-Sep-23 00:00:00,2024-Nov-17 00:00:00,1,888abb34,f8b36853,False,125.0,8.0,3.0,552bb720,dc231a5a,8.0,134.0,,778.0,735.0,134.0,726.0,129.0,,,,,,,10,,,C,,L,,,
cbfc90b2-e20,SCH4,2016-May-25 00:00:00,SUR2625,FOR8920,MID7957,PSUR7395,FSUR3420,f4957634-22d,6d03e7bd-0f1,b9513693-2,M,2020-Jan-07 00:00:00,2024-Dec-18 00:00:00,1,b8579fc4,4adf1eee,False,126.0,7.0,3.0,eda7e9ca,55e052b0,9.0,130.0,,768.0,776.0,128.0,746.0,132.0,132.0,,,,,ENG,3,,,,,,,,9
cd14b0d3-622,SCH8,2016-Jul-04 00:00:00,SUR4744,FOR8346,MID5964,PSUR9677,FSUR4658,c01066d2-2ea,745fe717-8c7,40e4dd16-d,M,2020-Dec-19 00:00:00,2024-Sep-07 00:00:00,1,d2363e89,0e0da2f6,False,120.0,8.0,,3487b274,c54b2dab,8.0,138.0,,738.0,814.0,129.0,744.0,127.0,124.0,,,,N,ENG,4,,,,,F,,A*,A*
ce84f7ba-d1a,SCH2,2011-Jan-17 00:00:00,SUR9569,FOR7021,MID8040,PSUR5336,FSUR5460,6553ff50-d9a,599c3715-a59,e59bf62f-6,F,2022-May-12 00:00:00,2024-Nov-01 00:00:00,1,a222f4e6,9d04b7a4,False,132.0,8.0,3.0,0357027d,b5045003,9.0,136.0,3.0,776.0,769.0,136.0,796.0,133.0,126.0,,,,,ENG,M,,,,,,,,
