pupilnolongeronrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,leavingdate,pupilnolongeronrollorderseqcolumn,sourceid,schoolcensustableid,parttime,termlysessionspossible,moveonrollflag,ethnicity,boarder,language
b66d7f2f-136,SCH1,2018-Dec-24 00:00:00,SUR7845,FOR3761,MID4400,PSUR7719,FSUR1770,36fd29fd-b99,00513e6c-bc7,36d18ac3-f,F,2018-Oct-22 00:00:00,2025-Jan-12 00:00:00,1,134eb6ca,ea90c2ec,True,119.0,cb3263e2,AOPK,,ENG
b6e3a732-f4d,SCH4,2018-Jul-12 00:00:00,SUR1874,FOR5604,MID7957,PSUR7240,FSUR5056,83193bd2-555,8bc84ae4-ffd,c54a61a6-1,M,2025-Feb-11 00:00:00,2025-Apr-03 00:00:00,1,6b067bb3,589fac6f,False,136.0,ec98effc,MAOE,,ENG
b841c948-aca,SCH2,2012-Jun-19 00:00:00,SUR1237,FOR6901,MID9305,PSUR4988,FSUR3761,952d8809-466,69cbd394-b94,4486a984-7,F,2021-Jan-01 00:00:00,2025-Apr-08 00:00:00,1,b1a1bdc8,1e2924cd,False,132.0,9b41a1bf,WBRI,,ENG
b9231e42-26c,SCH1,2020-Jun-15 00:00:00,SUR7625,FOR2236,MID8489,PSUR9776,FSUR5550,f8fde4c3-9c7,f1b30b44-cb2,c2aba270-9,F,2023-Dec-31 00:00:00,2025-Mar-15 00:00:00,1,edc80b6b,9dfc765f,False,133.0,fa906d03,BCON,,
bbee8cc2-116,SCH1,2011-Jul-22 00:00:00,SUR8119,FOR8402,MID3513,PSUR2037,FSUR5398,42d39717-815,8d60ab1d-905,a2530c51-5,F,2024-Mar-11 00:00:00,2025-Mar-28 00:00:00,1,a5d140f3,39e3bf70,,128.0,760fdf98,WBRI,,DAN
bd48e0b0-2e4,SCH2,2014-Aug-25 00:00:00,SUR1554,FOR6577,MID1933,PSUR9367,FSUR5676,4139a705-724,e13f75d3-22f,0ca030f7-9,F,2023-Jun-06 00:00:00,2025-Feb-28 00:00:00,1,17d7b234,5c7c31db,False,131.0,3b854274,AKAO,,ENG
bd7bbd1c-133,SCH2,2014-Jan-20 00:00:00,SUR3043,FOR8174,MID7244,PSUR2102,FSUR4837,06e91245-9d8,71bec7f9-73c,132721f5-7,F,2024-Aug-14 00:00:00,2025-Feb-26 00:00:00,1,3c53690f,2e41c3b8,True,134.0,55d738d6,OKRD,,BNG
be251991-297,SCH6,2010-Mar-06 00:00:00,SUR7966,FOR5000,MID8632,PSUR4405,FSUR4920,47f22392-9ac,189d88e0-862,9169aaa9-8,F,2024-Aug-21 00:00:00,2025-Jan-14 00:00:00,1,619a5b86,ce2f6149,False,130.0,25da7800,AOPK,B,
beccd901-176,SCH5,2009-Mar-06 00:00:00,SUR2504,FOR6335,MID6428,PSUR8545,FSUR3447,346a3e0a-c70,5aa89f8a-080,35305603-2,F,2024-Dec-21 00:00:00,2025-Mar-06 00:00:00,1,93b1c8a3,0b380d95,True,126.0,15ce7aa4,WBRI,,ENG
beff46b2-ba2,SCH1,2008-Dec-18 00:00:00,SUR2560,FOR3814,MID1178,PSUR5110,FSUR3955,3940c279-446,22ebdc89-d54,6178e00c-8,M,2023-Sep-10 00:00:00,2025-Apr-10 00:00:00,1,b0a2ae1e,929bb465,False,132.0,03465c4f,OLAM,,ENG
c035b2b0-0be,SCH6,2009-Jan-23 00:00:00,SUR1392,FOR3527,MID9455,PSUR8382,FSUR6214,ac34e8d3-b25,883e783a-ef9,462e8a56-f,M,2024-Oct-31 00:00:00,2025-Jan-14 00:00:00,1,19a23b6e,09c0e8be,,129.0,5080e8dd,BSUD,,ENG
c035b2b0-0be,SCH7,2009-Jan-23 00:00:00,SUR1392,FOR3527,MID9455,PSUR8382,FSUR6214,ac34e8d3-b25,883e783a-ef9,462e8a56-f,M,2025-Jan-15 00:00:00,2025-Feb-08 00:00:00,2,93879622,4ef4c8da,False,125.0,9e0c8c14,OIRQ,,ENG
c2728260-847,SCH8,2008-Jan-01 00:00:00,SUR1118,FOR8353,MID4861,PSUR9183,FSUR4792,e65d7817-9c4,5cc6012d-eed,7a6102a8-3,F,2023-Mar-03 00:00:00,2025-Feb-08 00:00:00,1,ccd6fa75,187d6675,True,129.0,2dfecb24,MWAO,,ENG
c28769d5-ee1,SCH5,2008-Nov-26 00:00:00,SUR1188,FOR9214,MID1642,PSUR8973,FSUR2252,85eea3db-cd0,c3668500-edd,5beb16af-8,F,2023-Jun-27 00:00:00,2025-Mar-14 00:00:00,1,5f39919a,0239d424,False,127.0,d8e5df59,CSNG,,ENG
c2c0b6f8-fe2,SCH7,2016-Oct-19 00:00:00,SUR2965,FOR7010,MID1510,PSUR4913,FSUR5017,ba801c43-e9d,36edccfc-d26,d685d122-3,F,2024-May-03 00:00:00,2025-Mar-02 00:00:00,1,6a44dc11,9de91d40,False,128.0,4403a823,OLIB,,ENG
c2f20572-ef3,SCH4,2014-Mar-09 00:00:00,SUR5191,FOR3432,MID9193,PSUR9915,FSUR2256,cb863e11-22e,750938de-a06,37696e0b-7,F,2023-Apr-28 00:00:00,2025-Feb-04 00:00:00,1,4cf982cf,6afe2263,False,136.0,5fa3783a,BSOM,,ENG
c2f20572-ef3,SCH6,2014-Mar-09 00:00:00,SUR5191,FOR3432,MID9193,PSUR9915,FSUR2256,cb863e11-22e,750938de-a06,37696e0b-7,F,2025-Feb-05 00:00:00,2025-Mar-02 00:00:00,2,96fad535,5d3d870b,True,127.0,bc9e8017,MOTH,N,ENG
c31d2367-570,SCH8,2019-Aug-02 00:00:00,SUR3803,FOR8831,MID8554,PSUR7343,FSUR3925,31440e05-613,d80d11be-f9a,50b3be65-2,M,2023-Oct-07 00:00:00,2025-Feb-01 00:00:00,1,c9f42648,3ba34b13,,133.0,d5609097,WEUR,,CYM
c3897b58-096,SCH3,2017-Oct-27 00:00:00,SUR2257,FOR1566,MID8460,PSUR1151,FSUR1053,7abb81eb-30e,45e52f1d-364,dd3d08a1-b,M,2024-Jul-03 00:00:00,2025-Mar-02 00:00:00,1,cd106deb,c5ec904e,False,136.0,d9c70d2d,CSNG,,ENG
c4650ed6-c41,SCH5,2016-Nov-26 00:00:00,SUR8844,FOR6275,MID5167,PSUR5329,FSUR2889,e00d9308-070,55aff5c0-a30,108932a4-9,F,2024-Aug-26 00:00:00,2025-Feb-05 00:00:00,1,5257e6fc,a4142fbe,False,134.0,2e7c5d08,OLIB,,CYM
c493a231-86d,SCH8,2017-Feb-15 00:00:00,SUR9022,FOR1086,MID7587,PSUR8452,FSUR6165,329a9d65-e4a,28a4116c-6d2,aeb04484-8,F,2024-May-08 00:00:00,2025-Mar-17 00:00:00,1,a325565a,15c31da8,False,127.0,61b6837d,AOTA,,ENG
c5a190e0-050,SCH4,2011-Oct-25 00:00:00,SUR4749,FOR9346,MID8261,PSUR2756,FSUR1950,dd147b89-191,48d49792-5fd,87f9ecf1-1,F,2025-Feb-25 00:00:00,2025-Apr-08 00:00:00,1,e1530523,6f7fba2b,False,128.0,05c1c4bd,MOTH,,GER
c5d6c2d6-fa1,SCH1,2008-Mar-25 00:00:00,SUR2477,FOR8649,MID4479,PSUR2043,FSUR3244,3bedfdb1-21a,08430d69-d07,3c4b78b5-0,F,2024-Dec-16 00:00:00,2025-Jan-25 00:00:00,1,474ed0a0,d136ef41,False,128.0,f6735ca9,WGRC,6,CYM
c6d4b8e8-bbd,SCH2,2018-Nov-24 00:00:00,SUR6854,FOR4904,MID6212,PSUR5289,FSUR8190,173fff69-03f,e6eda4bd-c24,63e1ef4f-8,M,2024-Feb-16 00:00:00,2025-Apr-10 00:00:00,1,42f05c1f,0928c904,True,130.0,02130132,WSER,,ENG
c7bc64d4-883,SCH3,2014-May-17 00:00:00,SUR2770,FOR1928,MID7318,PSUR4375,FSUR9691,bd40c7a8-f6a,d7c9e226-b0b,545629d7-f,M,2024-Sep-20 00:00:00,2025-Jan-08 00:00:00,1,22c1b92a,6a1b6e72,False,128.0,59b95fd0,OKRD,N,ENG
c7bc64d4-883,SCH2,2014-May-17 00:00:00,SUR2770,FOR1928,MID7318,PSUR4375,FSUR9691,bd40c7a8-f6a,d7c9e226-b0b,545629d7-f,M,2025-Jan-09 00:00:00,2025-Mar-21 00:00:00,2,f23d7a2b,5946e403,True,126.0,bff37cc6,BAFR,,CYM
c9434b20-5bb,SCH3,2013-Mar-23 00:00:00,SUR7754,FOR9979,MID6686,PSUR2748,FSUR5940,b083e721-99a,6d6f431d-969,5694736f-4,M,2022-Nov-10 00:00:00,2025-Feb-06 00:00:00,1,d38c6224,bd846e49,True,126.0,f3c790c8,AOTA,,
c9affd83-ec4,SCH2,2010-Feb-13 00:00:00,SUR9050,FOR9419,MID5615,PSUR5880,FSUR9992,c52a6370-9e7,d6fc7bf4-5a6,b9c0ee4d-6,M,2025-Jan-12 00:00:00,2025-Feb-21 00:00:00,1,f6cfcf2f,8acaadb7,False,128.0,27674689,WBRI,,ENG
c9e12f70-45f,SCH5,2019-Jun-20 00:00:00,SUR4001,FOR4350,MID5469,PSUR4921,FSUR2218,b55363b3-d0f,a5055657-3bb,6f6d1702-f,F,2019-Aug-19 00:00:00,2025-Jan-31 00:00:00,1,a791e079,d0be5119,False,126.0,70919373,OLAM,,ENG
ca089524-ebd,SCH5,2012-May-17 00:00:00,SUR2607,FOR7015,MID6545,PSUR4669,FSUR9772,2735554f-e0a,85e78318-edc,f21eff6f-7,F,2024-Dec-19 00:00:00,2025-Jan-29 00:00:00,1,0c068dd9,3680d113,False,128.0,ec72bba9,MWBA,,ENG
cb59e62a-5aa,SCH2,2020-Jul-25 00:00:00,SUR9086,FOR4808,MID4111,PSUR8519,FSUR6128,404e7cf7-205,3fe26bc3-136,9266fd48-2,F,2022-Dec-19 00:00:00,2025-Apr-10 00:00:00,1,11d2b2c2,21795d4d,False,135.0,3a64a801,WOWB,,ENG
cbf18447-748,SCH5,2019-Jul-13 00:00:00,SUR5636,FOR9014,MID9882,PSUR8328,FSUR5857,ef1e0f7a-3c6,1e710728-8c4,56246d5a-0,M,2022-Feb-12 00:00:00,2025-Jan-09 00:00:00,1,4ac5037a,c2a1f0a3,False,124.0,1f7fa56e,WTUC,,ENG
cd1fc060-c0a,SCH5,2014-May-16 00:00:00,SUR2405,FOR4902,MID3865,PSUR6054,FSUR8616,5d5a8f3d-7ea,c93f57c8-79d,2641dcb8-7,M,2024-Sep-04 00:00:00,2025-Jan-23 00:00:00,1,5d193a12,ee358955,False,116.0,348297d4,CHKC,,ENG
cd6b1ccb-51f,SCH4,2012-Mar-13 00:00:00,SUR6771,FOR5029,MID8703,PSUR7624,FSUR1127,4d040ee0-3a8,a5411da9-124,dacc67e7-0,M,2024-Nov-29 00:00:00,2025-Jan-25 00:00:00,1,bdfe17f3,95ee3859,,129.0,9e71a1e0,WCOR,,ENG
ce31cb4f-031,SCH7,2019-Dec-02 00:00:00,SUR5505,FOR9915,MID8120,PSUR5826,FSUR8303,17fcaf88-e98,1d4c9330-2fe,4fa3b93a-2,F,2019-May-01 00:00:00,2025-Feb-19 00:00:00,1,15191752,d425919c,False,128.0,f0451109,OOEG,,ENG
ce31cb4f-031,SCH3,2019-Dec-02 00:00:00,SUR5505,FOR9915,MID8120,PSUR5826,FSUR8303,17fcaf88-e98,1d4c9330-2fe,4fa3b93a-2,F,2025-Feb-20 00:00:00,2025-Mar-08 00:00:00,2,8b6c4ad1,5df00949,False,128.0,5f6761eb,WOTW,,ENG
cf3f70c4-27b,SCH7,2011-Jul-01 00:00:00,SUR5544,FOR7191,MID2621,PSUR1108,FSUR2787,a14a3c39-820,6e2858c9-055,31f5b024-c,F,2023-Jul-21 00:00:00,2025-Feb-17 00:00:00,1,60bb1a31,0858725e,,123.0,86d68200,MACH,,ENG
d16a8d94-1fb,SCH6,2008-Dec-19 00:00:00,SUR7015,FOR3365,MID4474,PSUR7541,FSUR4413,c10ec4dc-68d,eefbd806-303,3cbf1d39-4,F,2024-Nov-20 00:00:00,2025-Apr-08 00:00:00,1,984e80e1,b008ecb4,False,130.0,5160d12d,ABRI,,
d18b012b-c93,SCH3,2015-Jan-02 00:00:00,SUR9681,FOR9425,MID7734,PSUR9730,FSUR2820,b87d5b5d-cbb,9a2be7e6-8aa,1a39285e-5,M,2024-Oct-20 00:00:00,2025-Feb-09 00:00:00,1,8f5aab56,1c1bbd3c,False,127.0,c320e91d,COCH,,CYM
d2b3b880-8f2,SCH5,2015-Mar-17 00:00:00,SUR7557,FOR9849,MID3408,PSUR8187,FSUR2391,7d1b0614-7af,54ed9272-f0c,6dbdac2a-8,M,2023-Jul-10 00:00:00,2025-Mar-10 00:00:00,1,1453dcf7,db14439a,False,132.0,2f02dcde,WBRI,,GER
d2b3b880-8f2,SCH3,2015-Mar-17 00:00:00,SUR7557,FOR9849,MID3408,PSUR8187,FSUR2391,7d1b0614-7af,54ed9272-f0c,6dbdac2a-8,M,2025-Mar-11 00:00:00,2025-Apr-10 00:00:00,2,07d67592,695044a5,False,128.0,0d8f07b3,MWAI,,ENG
d2c916b5-00b,SCH2,2010-Jul-15 00:00:00,SUR8369,FOR7894,MID7279,PSUR7314,FSUR3820,54eb74f1-717,247ceadb-a68,3919aa1a-e,M,2024-Apr-18 00:00:00,2025-Apr-09 00:00:00,1,5cbad65a,88ef5489,False,130.0,74d1e364,WGRE,N,ENG
d2e39b41-d9d,SCH4,2016-Dec-19 00:00:00,SUR4461,FOR8660,MID9016,PSUR3088,FSUR6001,7b836205-ff9,c0bfe349-a57,6c9dd1e7-e,F,2024-Nov-27 00:00:00,2025-Jan-13 00:00:00,1,9f374e25,c12e5d21,False,129.0,d836058d,OLEB,,ENG
d37d3832-26e,SCH3,2019-Jun-17 00:00:00,SUR5381,FOR5196,MID3610,PSUR6200,FSUR8926,2d9ff153-5bc,d0070b2c-914,ef832476-4,F,2023-Dec-13 00:00:00,2025-Mar-17 00:00:00,1,43b71f1f,dea49862,False,130.0,282366f1,BANN,,ENG
d4014e8a-875,SCH8,2017-Jan-23 00:00:00,SUR9201,FOR9180,MID4889,PSUR5740,FSUR8600,962efcd4-af7,2c0962f2-b6d,128d12ee-0,M,2023-Jan-15 00:00:00,2025-Feb-10 00:00:00,1,e2b55c3d,e5c8e8ee,False,141.0,d9ec55ec,OYEM,,
d4a3e292-f5e,SCH5,2019-Nov-16 00:00:00,SUR8999,FOR1208,MID4911,PSUR8966,FSUR2537,2d97a528-837,64f37861-676,5d6baccb-c,F,2021-Jul-03 00:00:00,2025-Jan-06 00:00:00,1,5b381d47,b2b04491,True,,4cab8368,,,ENG
d512a164-482,SCH7,2012-Apr-11 00:00:00,SUR8052,FOR1029,MID8916,PSUR5596,FSUR3286,8a634d3e-b33,577770e5-035,6870e1c1-a,F,2023-Nov-28 00:00:00,2025-Apr-07 00:00:00,1,3e716cfa,44946a76,False,137.0,2d7cacae,OOEG,,
d57b2e34-8cb,SCH8,2018-Jan-15 00:00:00,SUR4003,FOR3798,MID4981,PSUR7263,FSUR2211,cead80d8-b55,12e71d1f-f30,36dfb918-6,F,2024-Jan-08 00:00:00,2025-Mar-25 00:00:00,1,331ca263,8913c2ee,True,127.0,b5dd100f,BBRI,,
d5e593a5-475,SCH2,2012-Sep-11 00:00:00,SUR9025,FOR5295,MID7404,PSUR4127,FSUR7852,24d4f080-ec7,41f6381c-ae6,68aefca7-9,M,2024-Sep-20 00:00:00,2025-Feb-19 00:00:00,1,ad1d1365,d3feea87,,140.0,608cd30c,WROR,,PRST
d6c11183-0cc,SCH7,2007-Nov-20 00:00:00,SUR2366,FOR9007,MID8353,PSUR4930,FSUR5771,e5076b1c-7d7,d8b152fe-290,e48dc555-e,M,2022-Aug-02 00:00:00,2025-Feb-13 00:00:00,1,6098de0b,ce2566fc,,137.0,01244e32,OPOL,,ENG
d6c175e6-476,SCH7,2017-Mar-26 00:00:00,SUR1999,FOR9825,MID7898,PSUR9074,FSUR8782,01c31e9d-e14,221a2297-ea4,af6752ba-c,M,2018-Oct-08 00:00:00,2025-Mar-22 00:00:00,1,f328d3c8,f94b8356,False,130.0,6c153230,CHNE,,ENG
d8bb387e-d24,SCH3,2012-Oct-12 00:00:00,SUR1462,FOR9891,MID1391,PSUR5343,FSUR5488,ac480e8c-d47,64ee2782-015,7f6a4a33-5,M,2024-Feb-26 00:00:00,2025-Jan-12 00:00:00,1,557b9da6,6e28f9d0,True,117.0,2e2b6ecb,WROG,N,PNJA
d9f606e5-2eb,SCH5,2014-Mar-26 00:00:00,SUR7043,FOR6438,MID4959,PSUR4003,FSUR4274,8ec478e4-160,2d9712db-37b,9a4f259a-4,F,2024-Feb-11 00:00:00,2025-Mar-19 00:00:00,1,735aa49d,10db54ab,False,132.0,758a801a,AAFR,,GER
da856e74-fa9,SCH6,2016-Jun-20 00:00:00,SUR5729,FOR8761,MID2420,PSUR6315,FSUR8893,8b9c2155-1fa,5097de8d-354,97900ac9-1,F,2020-Sep-13 00:00:00,2025-Jan-31 00:00:00,1,ea63797e,c4aae0c9,False,134.0,fe206f72,OJPN,,ENG
dab76058-c58,SCH1,2009-Jun-15 00:00:00,SUR1346,FOR1567,MID7629,PSUR9677,FSUR1942,8bd052c7-166,5c8ae71d-670,02c61122-5,M,2024-Oct-08 00:00:00,2025-Jan-19 00:00:00,1,258370f4,a8816ed2,False,128.0,41f2e459,WBRI,,CYM
db1b497f-ea8,SCH2,2011-Aug-03 00:00:00,SUR2783,FOR7202,MID2365,PSUR8706,FSUR6606,2e25bd23-f6e,35d97787-53a,dc0b3ebd-1,F,2024-Aug-12 00:00:00,2025-Mar-15 00:00:00,1,e743335e,1799fe1e,False,130.0,86b67cd5,BCRB,,ENG
dce0855d-1f2,SCH2,2009-Dec-06 00:00:00,SUR3662,FOR5527,MID3273,PSUR3431,FSUR7040,a85d1f1e-66b,22884524-b6a,eb7c2803-0,F,2021-Mar-05 00:00:00,2025-Jan-31 00:00:00,1,442f7011,073d1e40,False,134.0,d4b05668,,,ENG
debdbd8e-f85,SCH6,2013-Jul-15 00:00:00,SUR2871,FOR7032,MID6449,PSUR5004,FSUR6609,822ab9c9-2a4,81108833-733,5a66679b-2,M,2024-Oct-18 00:00:00,2025-Mar-06 00:00:00,1,0859bebe,b09aa953,True,131.0,698d0467,WEEU,,GAL
dfaecf5e-fdc,SCH7,2014-May-17 00:00:00,SUR5105,FOR9092,MID7387,PSUR5853,FSUR1553,2737388a-4a6,f21713a2-358,4b99e2c7-8,M,2021-Sep-08 00:00:00,2025-Apr-09 00:00:00,1,0e6e83d4,2d2d6cf4,,126.0,29661e8b,OMRC,,
dff008a1-25b,SCH2,2019-Apr-23 00:00:00,SUR1508,FOR5594,MID9694,PSUR2729,FSUR8654,84e5f65e-0ee,ae9ebc73-4a1,c6831015-f,M,2024-Feb-25 00:00:00,2025-Feb-02 00:00:00,1,b8d5650e,6940e90f,False,121.0,f2f52b12,WSCO,,
e0bf7e43-366,SCH8,2014-Oct-16 00:00:00,SUR1324,FOR1918,MID4920,PSUR7826,FSUR1674,82eb6018-102,366dced1-dc4,b0bee2d9-3,F,2023-Apr-07 00:00:00,2025-Mar-25 00:00:00,1,7f5f3974,213dc080,False,126.0,7622a5c8,WKOS,,ENG
e0dceed5-e4e,SCH5,2015-Sep-14 00:00:00,SUR1584,FOR2085,MID9251,PSUR8023,FSUR1494,0987ffb8-556,0091125b-a73,376b9f79-b,M,2022-Dec-28 00:00:00,2025-Jan-17 00:00:00,1,24c794b8,f8f61179,False,128.0,883b045b,CTWN,,
e0e52f0f-137,SCH2,2020-Apr-22 00:00:00,SUR9851,FOR6818,MID6654,PSUR7347,FSUR1359,631ba722-2e3,10526761-960,72a690e0-0,F,2021-May-19 00:00:00,2025-Apr-10 00:00:00,1,96c19a4a,1e9fd1a4,False,132.0,3c08c23f,ABAN,,BEL
e1842850-ed7,SCH5,2018-Feb-11 00:00:00,SUR3340,FOR7602,MID7770,PSUR8986,FSUR2754,59f1998c-bb5,f9385545-abe,57618f02-d,F,2020-May-12 00:00:00,2025-Feb-10 00:00:00,1,5cabedc5,4dc254ac,False,133.0,fb82ff1d,BWEL,,UKR
e19be326-c56,SCH5,2010-Dec-23 00:00:00,SUR9548,FOR5482,MID1595,PSUR1541,FSUR1095,5e618452-3a6,2dd406f2-1a5,6d6b371b-6,F,2024-Jun-17 00:00:00,2025-Feb-26 00:00:00,1,c29afa43,38721966,False,131.0,79077d82,,,CHI
e37066f2-01e,SCH6,2012-Oct-03 00:00:00,SUR4370,FOR6413,MID5161,PSUR2827,FSUR9305,ef007199-18e,af8fad4a-cb0,f799d415-a,F,2018-Oct-01 00:00:00,2025-Feb-27 00:00:00,1,d7999328,13005748,True,123.0,4bff0398,OLIB,,
e3815ee6-03b,SCH6,2019-Aug-23 00:00:00,SUR5785,FOR2036,MID2227,PSUR3384,FSUR2319,0a294d76-8f6,c04d97aa-f2c,a6b33693-c,M,2024-Jun-13 00:00:00,2025-Mar-22 00:00:00,1,ce9fce33,529d956f,,134.0,30502ab7,,,ENG
e48b8568-e1d,SCH3,2013-Nov-27 00:00:00,SUR5707,FOR9152,MID7922,PSUR6577,FSUR4253,804c8f79-300,81a54d2b-613,f0f4c551-f,M,2024-Aug-14 00:00:00,2025-Mar-16 00:00:00,1,593eea36,85fcb9e8,False,126.0,677a3ed5,BEUR,,PNJA
e4fed09c-2f1,SCH3,2008-May-10 00:00:00,SUR7065,FOR5587,MID7475,PSUR6448,FSUR9131,405becbb-290,c3d5fb87-df1,8da241ff-d,F,2024-Apr-08 00:00:00,2025-Jan-16 00:00:00,1,0eeb78b2,15ee053d,,124.0,11fa667d,OTHA,,CYM
e60ed41e-e78,SCH5,2020-Feb-12 00:00:00,SUR1320,FOR6943,MID8315,PSUR1479,FSUR6384,e3f8e6f3-d30,9b9e282a-d76,ba3117b2-5,F,2024-Mar-05 00:00:00,2025-Mar-16 00:00:00,1,bdcc7786,2f889b7d,False,131.0,f38ac743,AOTH,,ENG
e66ab5fa-51b,SCH1,2010-Feb-25 00:00:00,SUR9501,FOR4931,MID6371,PSUR7755,FSUR3303,f70231d4-dfd,b6c01f58-429,68c54c86-a,M,2022-Jan-02 00:00:00,2025-Mar-06 00:00:00,1,3000a12c,e2fd241d,False,133.0,cdd4ccda,WGRC,,GER
e7704829-904,SCH1,2008-Apr-01 00:00:00,SUR4415,FOR7947,MID8770,PSUR3132,FSUR8054,3864c59d-4d4,98cff5c7-755,fd2d89cb-d,F,2023-Aug-27 00:00:00,2025-Feb-27 00:00:00,1,cf491d71,8c727571,False,125.0,fde5ef9f,WSER,7,ENG
e83f578b-e34,SCH5,2014-Dec-06 00:00:00,SUR5975,FOR5258,MID4888,PSUR3748,FSUR7757,612daedf-874,8ac80962-cb8,0930dcc1-1,F,2024-Dec-21 00:00:00,2025-Mar-31 00:00:00,1,5ddd979e,7a10bc9c,True,122.0,13ba7922,WCOR,,GER
e92cde0a-bc2,SCH3,2012-May-03 00:00:00,SUR6909,FOR4502,MID1745,PSUR1463,FSUR7558,403560c2-94c,f171f90a-dca,1784f3ba-6,M,2024-Oct-07 00:00:00,2025-Mar-12 00:00:00,1,25e33014,c1386416,False,127.0,e2912bac,WALB,,ENG
e959478f-581,SCH3,2010-Feb-17 00:00:00,SUR3289,FOR8203,MID5101,PSUR5535,FSUR6678,47aab9eb-482,fe507eff-b41,75f85150-f,F,2023-Jun-20 00:00:00,2025-Mar-09 00:00:00,1,fff4facb,66972164,False,132.0,470fe689,BSUD,N,ENG
e959478f-581,SCH6,2010-Feb-17 00:00:00,SUR3289,FOR8203,MID5101,PSUR5535,FSUR6678,47aab9eb-482,fe507eff-b41,75f85150-f,F,2025-Mar-10 00:00:00,2025-Mar-15 00:00:00,2,dc45f2ef,fd2e4784,False,134.0,1655bdc7,OIRN,,CYM
e97d731a-909,SCH2,2016-Feb-13 00:00:00,SUR3740,FOR2918,MID2086,PSUR8082,FSUR8238,b9d13c69-34e,ef3fb3e9-f86,25be2b5d-e,M,2025-Mar-07 00:00:00,2025-Mar-26 00:00:00,1,e73f1973,61ea7960,,126.0,983d81be,WSER,,ENG
e9c72c20-fcd,SCH3,2008-Sep-30 00:00:00,SUR6213,FOR7605,MID7927,PSUR2211,FSUR9271,ef847ff2-01e,4ab8b14f-8e9,1a7479b9-8,M,2024-Jul-27 00:00:00,2025-Mar-14 00:00:00,1,b2d6f846,9136697c,False,121.0,99f261d9,WROO,,ENG
ea7a975f-90b,SCH3,2019-Nov-17 00:00:00,SUR4886,FOR3580,MID4577,PSUR3259,FSUR5261,0a13c0c5-438,12ebe338-922,3ae217f2-9,F,2019-Nov-10 00:00:00,2025-Mar-27 00:00:00,1,0f31849c,13b72b1a,,122.0,72c4fc9d,MWBA,,ENG
ea857254-cce,SCH2,2011-Jan-13 00:00:00,SUR2610,FOR2787,MID2749,PSUR4757,FSUR5757,e652765d-c28,620d2d0c-2f5,89e7b711-e,M,2023-Dec-12 00:00:00,2025-Mar-05 00:00:00,1,b887fdda,bf790878,False,127.0,7ca60dc4,OMRC,,ENG
ebc15a93-fb7,SCH8,2018-Sep-25 00:00:00,SUR3707,FOR9488,MID3956,PSUR9765,FSUR4131,4cb48d4c-4f7,17324a6c-14e,66380ffc-9,F,2024-Oct-13 00:00:00,2025-Mar-12 00:00:00,1,e126a587,7c491a55,True,123.0,2587d3af,MOTM,,ENG
ecad1d32-510,SCH5,2017-May-13 00:00:00,SUR3724,FOR7963,MID2486,PSUR1827,FSUR3023,9a51da46-982,f3dc35df-930,56e08e94-a,F,2024-Jul-28 00:00:00,2025-Jan-20 00:00:00,1,c178874d,f937158b,False,135.0,24a7f836,BNGN,,ENG
ece65289-c87,SCH4,2015-Nov-08 00:00:00,SUR1655,FOR4787,MID2724,PSUR1659,FSUR1276,b8bfe297-25c,e0b55ff4-24c,69966add-a,F,2024-Oct-11 00:00:00,2025-Jan-19 00:00:00,1,cb9d7fab,2fe3656b,True,135.0,171d987c,WNIR,,ENG
ece65289-c87,SCH3,2015-Nov-08 00:00:00,SUR1655,FOR4787,MID2724,PSUR1659,FSUR1276,b8bfe297-25c,e0b55ff4-24c,69966add-a,F,2025-Jan-20 00:00:00,2025-Mar-09 00:00:00,2,a65c152a,4dd93840,False,127.0,8e37c3b7,CHNE,,ENG
ed65bc40-3a1,SCH1,2012-Nov-21 00:00:00,SUR6506,FOR9714,MID5863,PSUR5472,FSUR8140,cd39f225-939,9dc979be-627,c0a1d0a5-5,M,2024-Aug-16 00:00:00,2025-Jan-16 00:00:00,1,24f539e1,8ed8d771,False,133.0,4e9e77ed,MWCH,,ENG
ede73922-d26,SCH7,2018-Jan-10 00:00:00,SUR6172,FOR9275,MID7935,PSUR2256,FSUR3072,520cc349-4e0,ef074cd7-ca6,68b44662-7,M,2025-Mar-14 00:00:00,2025-Mar-24 00:00:00,1,d234f79e,ac75d56e,False,129.0,482f00cd,BNGN,,
eef36cf2-0f0,SCH6,2011-Feb-07 00:00:00,SUR1954,FOR1608,MID6052,PSUR9767,FSUR8748,08210bc0-91f,4fe3f1ea-939,b1e62fd8-c,F,2024-Mar-06 00:00:00,2025-Jan-06 00:00:00,1,5a7ec316,8c97e95d,True,124.0,56fd3933,MOTM,,GER
ef575e33-13f,SCH7,2013-Apr-14 00:00:00,SUR1614,FOR2526,MID8547,PSUR7278,FSUR7622,fd4c0211-e4e,a444bf5c-98f,3ffd2052-d,F,2024-Oct-26 00:00:00,2025-Mar-08 00:00:00,1,f1f8252a,9da41393,,132.0,e88b9577,WTUR,7,CYM
