pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,unitcontacttime,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,extendedhours,eligibilitycode,dafindicator,ethnicity,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,youngcarer
f9c37868-a9b,SCH3,2015-Jun-23 00:00:00,SUR5950,FOR8623,MID1660,PSUR8103,FSUR5297,6290491c-1e8,c3c88c37-0d5,6cac8842-5,M,2023-May-06 00:00:00,1,4ec72405,4bae0773,815.0,False,False,,,126.0,False,False,72c4a401,,382b148c,0ac49d0f,,,,BAFR,,,ENG,,F,,,,N1,,,S
f9c3e79d-28f,SCH2,2013-Sep-23 00:00:00,SUR5489,FOR7231,MID7571,PSUR4511,FSUR7725,11a80ce0-065,1dd34d92-b3b,7e937a4f-3,M,2022-Sep-17 00:00:00,1,09378a3a,cb1156c9,853.0,True,False,False,,132.0,False,False,1b4568b6,,c2ee947a,203490b2,,,False,CMAL,,,ENG,N,S,,G,,4,,,
f9c75cb8-d46,SCH1,2015-May-15 00:00:00,SUR7175,FOR9563,MID5733,PSUR8194,FSUR6330,04c0e313-749,3f07ac8c-ad9,805e0757-6,M,2024-Oct-16 00:00:00,1,6378e766,85240027,766.0,,False,,,135.0,False,False,b0a1c3e8,,5153c2f5,0b027b56,,,,OJPN,No,,ENG,,S,,,S,7,No,,S
f9cb2d94-9f8,SCH6,2016-Sep-02 00:00:00,SUR5293,FOR7973,MID7759,PSUR3313,FSUR3189,1fe9639f-580,db8a210e-f7e,5a37dbeb-f,F,2020-May-18 00:00:00,1,c05ff341,b5f76ebf,784.0,True,False,,16.0,146.0,,True,07ed83e6,,3584ba90,d5e35b33,10.0,,,WNIR,,,BNG,,,,R,K,M,,,
f9cf6ce8-894,SCH6,2014-Apr-26 00:00:00,SUR2334,FOR6905,MID5898,PSUR8512,FSUR6058,0350ccef-b97,fccac8f4-70b,ead5b9b3-9,F,2025-Feb-13 00:00:00,1,1fb2d6f5,ae294ac5,751.0,True,False,False,,133.0,False,False,794e0920,,6e2ca460,f27f5a2e,,9.0,,OKRD,No,,ENG,,,,C,K,N1,,,
f9e858aa-49c,SCH3,2013-Sep-02 00:00:00,SUR7058,FOR4357,MID3383,PSUR1763,FSUR4101,cebe2f14-617,460a7913-4bb,1bdea879-8,M,2022-May-15 00:00:00,1,d78c6642,324c24bf,765.0,,False,False,,126.0,False,False,5186fb7f,,72e95fb5,0e92bf45,,,,WIRI,,,ENG,,,,,S,2,,,
f9edb595-10f,SCH3,2019-Jun-10 00:00:00,SUR5617,FOR3107,MID1899,PSUR2229,FSUR2272,6c1c980b-531,1cd96403-1bc,22940edc-3,M,2023-Apr-14 00:00:00,1,7f3e6252,5fb14ca1,764.0,True,,True,,129.0,False,False,34b3170a,,291c5c60,4b9207b7,,,,WIRI,"Sought, no reply",,ENG,,,,,,12,,,
fa01ebef-596,SCH4,2019-May-08 00:00:00,SUR3750,FOR1247,MID4370,PSUR4161,FSUR7008,0c460ea6-fa3,c849176d-410,35a38f6a-2,M,2020-Aug-07 00:00:00,1,a2df8d9d,b3aaa515,735.0,True,True,True,,127.0,False,False,50e3a7d6,,b30394a1,19084cd8,,,False,MCOE,Yes,,CYM,,,,N,K,7,,,
fa0665f1-487,SCH8,2014-Jan-08 00:00:00,SUR7093,FOR9819,MID7357,PSUR1238,FSUR5418,3362a4c1-338,6f9e6704-031,7552a2dd-3,M,2020-Nov-29 00:00:00,1,ba446ab0,fc8d5a1c,778.0,True,True,False,,133.0,False,False,77b1bbe5,,9d905d49,c1871835,,,,ABRI,,,BNG,,,,,,R,No,,S
fa07bcc8-371,SCH1,2011-Jan-27 00:00:00,SUR7813,FOR3517,MID9226,PSUR2660,FSUR2886,3887700e-8f3,5967b353-228,0094c2e4-9,M,2024-May-30 00:00:00,1,ea5fe457,9d0f8b39,775.0,True,False,False,,128.0,True,False,5be2f133,,d2e85e59,8ba57441,,,,AMPK,,U,ENG,,,,,P,9,,,
fa17bc05-d2a,SCH3,2020-Aug-03 00:00:00,SUR3076,FOR8220,MID3334,PSUR7179,FSUR6899,ed7beb99-ba8,42ce8dbf-29d,5ea8cf4f-0,F,2020-Sep-29 00:00:00,1,ae903e78,08f6ee16,790.0,True,False,False,18.0,130.0,False,False,1f32d81b,,8abdf103,99093a4a,,11.0,,WROO,,N,,,,7,N,K,4,,RE,
fa2ddb90-74b,SCH3,2010-Apr-23 00:00:00,SUR8581,FOR1509,MID6703,PSUR3706,FSUR5752,c213f658-2bc,dabedf4d-367,a7618765-0,F,2024-Sep-15 00:00:00,1,965410d7,6ed70793,738.0,False,,,16.0,141.0,False,False,f7313102,,bdcd8d0a,7a4d3c5f,,,False,WEUR,,,CYM,,S,,C,A,4,Yes,,
fa2e5bce-501,SCH1,2010-Nov-27 00:00:00,SUR2469,FOR3952,MID6578,PSUR8752,FSUR5658,de68c3cd-4d8,d8526ce2-dfd,bd33a57a-e,F,2022-Mar-10 00:00:00,1,54949bfa,95147a7d,813.0,,False,False,,136.0,False,False,6e050ae0,,5464ac36,249cd5c3,,,False,MWCH,Yes,,CYM,,F,,,A,4,,,
fa345abc-d10,SCH7,2011-Jun-19 00:00:00,SUR4132,FOR2746,MID9739,PSUR9329,FSUR3954,fe4e67a9-0f5,7e13c621-4b3,c4fa41a2-3,F,2023-Aug-05 00:00:00,1,bf0a3e7a,061577df,761.0,,,False,,130.0,False,False,96609815,,871aa69b,5fb702b2,,,,MWBC,,Y,ENG,,S,,A,A,7,,RU,
fa3d67da-0a1,SCH2,2013-Nov-28 00:00:00,SUR1562,FOR7472,MID7223,PSUR4304,FSUR2519,7eb0a046-11a,92d3dc73-ffc,1457aebe-2,M,2020-Aug-22 00:00:00,1,dc2562b8,4d0a4fa9,876.0,True,,,9.0,127.0,False,False,3c162dae,,acd37476,c7488760,,,,WCOR,,,ENG,,M,,,,14,,,
fa4639e2-ae6,SCH3,2018-May-01 00:00:00,SUR6358,FOR5979,MID2746,PSUR3167,FSUR1177,355da8eb-29c,ef6c602c-303,96c3969c-7,M,2020-Feb-15 00:00:00,1,af43c084,e307fb18,814.0,,False,True,,137.0,False,,07c935b5,,9e0c93af,7c6883e4,,,,WTUK,,R,CYM,,S,,,,1,,,
fa4bdb9c-4ef,SCH2,2013-Sep-02 00:00:00,SUR9644,FOR1760,MID3121,PSUR5712,FSUR7421,e6c08ebd-8b2,6be1e458-5c6,9d0e1dd8-8,M,2024-Apr-02 00:00:00,1,9cc88341,a430d633,806.0,True,False,False,10.0,128.0,False,False,683c3241,,656b88f2,4cc8b984,,,False,WALB,No,,ENG,,,,N,,12,,,
fa627abc-54e,SCH5,2008-Oct-23 00:00:00,SUR9889,FOR8460,MID9288,PSUR4292,FSUR3558,5e5346bd-6e7,da5bea7d-fad,a68d60b8-4,M,2024-Jan-03 00:00:00,1,01f63ecb,b2500a0b,754.0,True,False,False,,129.0,False,False,ac549d54,,c87aae42,97c0a83a,,,,NOBT,,,GER,,M,,A,,E2,No,,
fa6a08b7-42a,SCH5,2017-Oct-02 00:00:00,SUR3835,FOR4798,MID6694,PSUR1270,FSUR8576,062a25e6-346,d30b197c-de0,55ffff42-d,M,2020-Oct-17 00:00:00,1,9c3f54b6,240fced0,752.0,True,True,True,,130.0,False,False,03a22d7b,,723ce35c,fb8ff231,,,,ASNL,Yes,,,,,,,,9,No,,
fa70a5d6-f24,SCH3,2013-May-24 00:00:00,SUR8281,FOR2616,MID2037,PSUR8677,FSUR1409,8b866357-07c,b477839b-033,dd747c0d-d,F,2024-Jul-08 00:00:00,1,a21e81cd,aadf0c2a,819.0,True,False,False,,132.0,False,False,8e9a4733,,4002df20,a29e0e2b,,,,WWEU,,,ENG,,,,,,R,,,
fa713785-d54,SCH3,2014-Jun-27 00:00:00,SUR2547,FOR8930,MID8378,PSUR1749,FSUR3762,b9b947f2-b2f,29469df2-0a7,28485c5f-f,M,2023-May-06 00:00:00,1,0ca22fcd,bf1a740f,760.0,False,False,True,,124.0,True,False,85f27e51,,0800ed46,f2e66399,,,,CMAL,,,GAL,,,,,,8,,,
fa73b56e-bfa,SCH4,2018-Mar-25 00:00:00,SUR5973,FOR7390,MID3162,PSUR1330,FSUR7363,e89a2831-d3a,b103c987-16e,e441cb22-7,F,2019-Aug-16 00:00:00,1,43c16df1,247eb775,775.0,False,,True,,131.0,,True,ddd12154,,bc43b10e,1c0311ee,,,,,,,CYM,,,,,,4,,,
fa8075ca-a34,SCH1,2020-Aug-03 00:00:00,SUR1011,FOR2085,MID4217,PSUR8294,FSUR4959,c652aafe-e2a,98158696-9b2,37aafe58-1,M,2024-Dec-28 00:00:00,1,dea9bf26,c5268653,773.0,True,True,False,,123.0,False,True,cbbc2834,,4f40a2f2,9d418efe,,,False,MWAI,,,BEL,,,,N,K,12,,,
fa8435c9-4cc,SCH6,2017-Sep-09 00:00:00,SUR2554,FOR9592,MID4106,PSUR4125,FSUR4211,8ef97c6a-8e2,31ab571a-727,d1259079-7,F,2022-Jul-18 00:00:00,1,f336992c,b70fb7b6,769.0,True,,False,15.0,124.0,True,False,b97f4a36,,53dc427a,2615f823,,,,WOTW,,,ENG,,C,,G,S,N1,,,
fa89fd3b-c51,SCH6,2011-Aug-12 00:00:00,SUR3720,FOR8583,MID7771,PSUR9589,FSUR6201,8fc10674-730,4bc92887-630,48b11af0-2,M,2020-Nov-07 00:00:00,1,ce3093f5,64bd4242,801.0,False,False,False,,126.0,False,False,320a17e0,,6ead7ff6,5a88ba10,,,,OMRC,,,ENG,,,,C,,11,No,,
fa9a0b4e-e87,SCH6,2011-Jan-11 00:00:00,SUR1335,FOR9684,MID4873,PSUR2748,FSUR1846,9868e9e4-c0a,db8543dd-c8f,504ac177-7,F,2020-Nov-28 00:00:00,1,90ab6f95,c6acc00d,800.0,True,False,True,,131.0,False,False,887222f5,,b7aeb5de,a8d5f2ac,,,,MBCH,,Y,ENG,O,,,,A,R,,,
faa050bc-3ea,SCH1,2008-Mar-12 00:00:00,SUR9401,FOR8337,MID6663,PSUR2326,FSUR2849,f08fabaf-2a0,8eb64712-c5c,45424a24-c,F,2024-Feb-28 00:00:00,1,53718dd9,6354d742,739.0,True,False,False,,125.0,,False,e0f5f2a4,,d5147402,507f7987,,,,WWEL,,,GAL,,S,,G,,14,,,
faa5864b-c08,SCH5,2009-May-07 00:00:00,SUR9332,FOR7786,MID5787,PSUR3042,FSUR9349,9dacea55-228,6909903a-e00,8f91feb4-5,F,2023-Mar-22 00:00:00,1,16aee98d,b066ba20,771.0,False,,False,,134.0,False,False,39783190,,c592f5a1,3af92914,6.0,,,OLEB,,,ENG,N,M,N,N,N,2,,,
faa848f0-506,SCH2,2013-Dec-25 00:00:00,SUR5171,FOR6784,MID5643,PSUR4902,FSUR5421,a4d084b7-b93,bb32ded0-1a6,0b9e2711-c,M,2023-Apr-23 00:00:00,1,650f4f7f,363b4b3e,822.0,True,False,False,,138.0,False,False,c0db28c3,,1d9ad032,655d567d,,,,MABL,,,ENG,,,N,A,,8,,,
faa88ba4-bf2,SCH4,2017-Mar-24 00:00:00,SUR6377,FOR8865,MID6397,PSUR4331,FSUR8712,2c48f281-0c3,4661ed8d-923,964ffe3c-c,M,2024-Aug-31 00:00:00,1,771146d3,8ec69178,827.0,False,False,True,,130.0,False,False,7bd35563,,1acde3f5,0f8f9e8b,,,,OOEG,,,,,F,,C,,8,,,
fab68a17-08d,SCH4,2007-Nov-26 00:00:00,SUR7553,FOR3354,MID2331,PSUR2507,FSUR4467,df6eb57c-d71,fc999f77-257,b6123ce5-6,F,2018-Dec-24 00:00:00,1,caf19e55,ad23bc55,783.0,True,False,False,,126.0,False,,34c41ad6,,b768190b,51260e22,,,,,,U,RUS,,S,,,E,12,,,
fabc0001-240,SCH6,2011-Mar-28 00:00:00,SUR5817,FOR8972,MID9293,PSUR1208,FSUR4283,6ae1ac11-6e0,1c0b479b-e81,12c63d07-3,M,2021-Aug-08 00:00:00,1,01592454,c4bfa076,754.0,True,False,False,,125.0,True,False,ec64847f,,69a5fd98,e963346c,,,False,WTUR,No,,CYM,,F,,A,,8,,,
facc8b8d-072,SCH4,2013-May-23 00:00:00,SUR5952,FOR7682,MID1043,PSUR9462,FSUR5263,e20ecbb6-5c3,3e4037bf-82b,46d60b34-8,M,2020-Mar-08 00:00:00,1,c68f106d,ff091866,803.0,True,False,False,,135.0,False,False,1791e95f,,5b764fda,bfb99eb3,7.0,,,WROG,Yes,,ENG,,O,,A,N,1,Yes,,
facf44a1-4db,SCH8,2016-Aug-20 00:00:00,SUR4720,FOR5899,MID4302,PSUR2960,FSUR6904,9fc338f9-584,cfc46dd1-647,05e84871-4,F,2018-Sep-15 00:00:00,1,7ab0738f,01c84901,733.0,True,,False,15.0,130.0,False,False,0a8c7c85,,c4352e28,6a8454a6,,,,OLEB,,,ENG,,F,,C,,10,,,
facf91b9-b40,SCH2,2016-Sep-06 00:00:00,SUR1448,FOR4301,MID8052,PSUR5475,FSUR1422,b97dd858-e73,3bf1a12f-755,baeea4e0-b,F,2025-Feb-20 00:00:00,1,2a7372cc,edc1dfb1,813.0,,,False,,126.0,False,False,4ffd7253,,5029ae7e,ff3b1621,,6.0,,WPOR,,R,ENG,,F,,R,,E1,No,,
fae8e116-5a4,SCH7,2014-Dec-10 00:00:00,SUR1430,FOR7081,MID1735,PSUR6300,FSUR7854,9e7a4519-c9a,36f26154-6dd,9c136771-e,M,2021-May-29 00:00:00,1,37dbd4d9,a7ee3194,756.0,True,False,False,8.0,133.0,True,False,ef3dff12,,805b54cd,92f41fbc,,,False,,,,CYM,,M,,N,,5,,RB,
faedf98d-6cb,SCH7,2012-Nov-25 00:00:00,SUR5184,FOR1339,MID4522,PSUR3721,FSUR6045,1a8bd8e2-865,96b5a644-e13,7e5fe93a-7,M,2023-Dec-28 00:00:00,1,c8cf7f3a,cc58498d,795.0,False,False,False,,139.0,,False,accaf994,,44996613,6bed9178,,,,MOTM,,U,ENG,,,,,S,8,,,
faf19bbd-385,SCH4,2007-Nov-02 00:00:00,SUR3496,FOR2831,MID7729,PSUR5179,FSUR4701,82186263-0b2,fb65a9e5-072,5c8355f6-3,F,2024-Apr-02 00:00:00,1,f0601ac5,1c27966b,819.0,True,False,True,,133.0,False,False,389a0941,10.0,487b99eb,2bbcb728,,,,,Yes,,GER,,,,G,P,7,,,
faf48071-1e1,SCH7,2009-Jul-25 00:00:00,SUR3056,FOR7021,MID5931,PSUR1105,FSUR3982,a2fd3eae-c2f,cdce4d29-ee8,dd173e19-0,F,2023-Jun-02 00:00:00,1,394f7028,098764da,726.0,True,False,False,,121.0,False,False,3245296e,,a96d0b31,41c18da4,,,,AIND,,,,,C,,G,E,1,,,
fafaec93-ee6,SCH8,2013-Jun-25 00:00:00,SUR4960,FOR3987,MID2420,PSUR1791,FSUR3293,1e1cf441-b75,86dfa4c3-cef,e295ef65-3,M,2019-Jan-09 00:00:00,1,5e8e8c40,889dfc67,773.0,True,False,True,,126.0,False,False,77c497a5,,e10d70fc,fa8c0e15,,,,WGRK,No,,ENG,,,,N,,E1,No,,
faff4608-fa4,SCH5,2011-Oct-04 00:00:00,SUR4318,FOR5495,MID3326,PSUR9520,FSUR2616,ac57781d-23b,f48bc5c8-4e1,af086fa0-b,M,2021-May-26 00:00:00,1,d0365134,33813ce3,768.0,True,False,False,,138.0,False,False,37b1ecf6,,6b746129,0898b033,,,True,APKN,,,ENG,,,,,,7,,,
fb0566c3-399,SCH4,2013-Jun-24 00:00:00,SUR4826,FOR2486,MID1877,PSUR7800,FSUR6772,085ee12c-e16,64931e8d-e93,3ad4df49-f,M,2019-Sep-22 00:00:00,1,37929e60,7160d840,756.0,,False,False,,130.0,False,False,79e93d4a,5.0,7491ab34,bac546e3,,,,ASNL,,,ENG,N,,,A,,1,,,
fb0aff38-ea7,SCH5,2014-May-01 00:00:00,SUR9083,FOR7235,MID9575,PSUR9892,FSUR5954,3b681f34-37b,5a24ee6f-eb5,2805c7b7-e,M,2024-Apr-29 00:00:00,1,645ba731,d6a3c1e8,811.0,True,,,,139.0,True,False,9b9da4df,,badccc4f,cdc19e9e,,8.0,,WALB,,,,,,,,,5,,,
fb0e2127-0a1,SCH6,2020-Mar-05 00:00:00,SUR8066,FOR7758,MID6763,PSUR8808,FSUR6556,b47b78bf-301,ed6ad4af-434,e7166756-4,M,2022-Aug-17 00:00:00,1,1c36f6b1,c8414660,731.0,True,True,False,,124.0,True,,0b5c2c03,,d592e0a6,2c48aced,,,,WBRI,,,ENG,,,,,S,X,No,,
fb15ffee-bb2,SCH5,2016-Mar-08 00:00:00,SUR5602,FOR7086,MID7153,PSUR9019,FSUR6504,15f14950-855,78a9f1d3-f0d,c871d87d-d,M,2023-Jul-02 00:00:00,1,1223cccd,42377cad,757.0,True,True,False,20.0,136.0,False,,722a9727,,11712e83,a04624e5,,,False,OARA,,,ENG,,C,,A,K,5,,,
fb21d8ba-a59,SCH6,2015-Jan-23 00:00:00,SUR9754,FOR9591,MID6779,PSUR8117,FSUR8922,c5227333-5c2,d1a09088-c91,83f9d433-c,F,2021-Apr-27 00:00:00,1,da74e870,2bb805cf,772.0,False,False,False,21.0,122.0,False,,542c005d,,200e2599,78baa883,,10.0,,OIRN,Unsought,,ENG,,M,,A,,N2,,,
fb236a21-a9d,SCH4,2010-Jun-06 00:00:00,SUR1851,FOR5225,MID5187,PSUR6622,FSUR1038,24fc17a7-250,7d1d2581-a5f,e2dfcbfe-3,M,2022-Nov-26 00:00:00,1,99f899f7,2b54715f,746.0,True,False,False,22.0,124.0,True,False,06eddaa3,,5517452b,d41c2e61,,,,WNIR,,Y,ENG,,F,,N,S,4,,,
fb2495b5-2fe,SCH7,2015-Nov-13 00:00:00,SUR3196,FOR1169,MID7714,PSUR2018,FSUR1550,deb5df04-daa,a0223a03-cc4,40f0cf86-2,M,2019-May-21 00:00:00,1,90a80daa,1c2679b3,773.0,False,False,True,,122.0,False,False,48244f6f,,04134412,e4ada964,,,,OTHA,,R,ENG,,,,R,,E2,,,
fb317412-ede,SCH6,2011-Mar-10 00:00:00,SUR9623,FOR1453,MID4892,PSUR1719,FSUR5116,2af4ae72-7cc,5e41fbe7-ab6,99a3a6f8-3,M,2023-Mar-20 00:00:00,1,f5edbf0b,727cee2d,751.0,True,False,False,,133.0,False,False,59444f3d,,92fa8249,bcb384c1,,,,OAFG,,N,ENG,,F,,,K,9,,,
fb34bf28-2af,SCH3,2012-Oct-20 00:00:00,SUR1969,FOR5840,MID2668,PSUR2893,FSUR8802,a125b2e8-239,bb593eeb-c95,44ae9bbc-b,M,2024-Sep-25 00:00:00,1,7c7af10d,8779f0c8,783.0,False,False,,,118.0,False,True,ae59cb44,,1d68af46,c657648b,,6.0,True,AOTA,,N,ENG,O,O,,,,7,,,
fb35b120-24e,SCH1,2008-Apr-03 00:00:00,SUR9217,FOR6628,MID6846,PSUR7132,FSUR3148,ded2ee8d-78b,42237a13-8a7,7bfc802a-e,M,2018-Dec-09 00:00:00,1,d3446c22,a8fe0671,758.0,True,True,True,,127.0,,False,bf8ecd25,,7209f192,7724fc4e,,,,AMPK,,,ENG,,O,,,K,14,,,
fb360af7-54b,SCH4,2013-Jul-17 00:00:00,SUR7803,FOR2135,MID2337,PSUR1571,FSUR3370,8f6ae44d-c9c,a3da320f-21e,7f3a2aae-2,M,2022-Apr-01 00:00:00,1,279d257f,1d093337,794.0,True,False,False,14.0,135.0,False,False,f648d976,,b937b131,0dae25e1,,,,BGHA,,,ENG,,F,,,N,10,,,
fb37209b-0f4,SCH6,2018-Jan-10 00:00:00,SUR6214,FOR3293,MID6518,PSUR2097,FSUR5484,8f1a08e6-49e,77b0fb70-e81,3a98caa1-1,M,2024-Sep-26 00:00:00,1,1ad5c0e9,e2033487,762.0,False,False,True,11.0,132.0,False,False,2e18e502,,bede7124,380f7376,,,,REFU,,,,,O,,,,11,,RE,
fb484dda-aac,SCH6,2009-Nov-22 00:00:00,SUR9727,FOR6347,MID7474,PSUR8444,FSUR2299,66cf854e-2bd,10de9dcf-1ce,5398162d-e,M,2021-Jul-19 00:00:00,1,c3f7ba00,ff7e2c49,790.0,True,True,False,,128.0,False,False,0499bcc0,9.0,c141d9ab,3a1480b4,,,,AKPA,,,CYM,,,,A,E,E2,Yes,,
fb554a45-275,SCH7,2014-Dec-09 00:00:00,SUR6431,FOR8445,MID2029,PSUR9216,FSUR8245,b3687475-f77,ed2dd738-e01,51b952bf-3,F,2021-May-20 00:00:00,1,577ff489,ad41e24a,790.0,True,False,False,,129.0,False,False,bde2903d,,981e91d2,56848567,,,,,,U,ENG,,,,,,N2,,,
fb57a3e6-51e,SCH2,2020-Feb-12 00:00:00,SUR8922,FOR1013,MID2985,PSUR3040,FSUR8701,424bf583-a20,5c535a31-8a8,20c0a996-c,M,2023-Sep-18 00:00:00,1,8f04754f,d0531fcb,822.0,True,,False,,130.0,False,False,2523a710,,32340354,477c033f,,,,AOTA,,,ENG,,C,,,,12,No,,
fb5d79d0-a05,SCH8,2012-Jan-18 00:00:00,SUR6464,FOR4808,MID4096,PSUR8280,FSUR1537,6b5d6304-75c,6c49d1b3-835,98961da9-4,F,2024-Oct-18 00:00:00,1,ff5f1e37,bf3ac840,718.0,True,False,False,,138.0,False,False,169b0d8b,,499aae72,dd447f55,,,False,WPOR,,,BNG,,,,,K,2,,,
fb629819-80c,SCH1,2015-Feb-03 00:00:00,SUR3287,FOR3953,MID5167,PSUR7794,FSUR8577,3a6baf49-8eb,1275c06b-92c,936a9f63-8,M,2022-Jul-07 00:00:00,1,b48ed0c3,1b5872cc,785.0,True,False,,,136.0,False,False,869ad531,,a7b8abd5,3ae77382,,,True,OOTH,No,,GAL,,,,A,S,N1,Yes,,
fb67125f-859,SCH7,2009-Oct-14 00:00:00,SUR2843,FOR9885,MID5221,PSUR1171,FSUR8757,09fd4af9-0e5,2a574fcf-28d,9407ec8e-0,M,2023-Jul-26 00:00:00,1,27f1d894,67f0f144,805.0,True,False,False,,128.0,False,False,1da289bd,,61a6b2a6,c93bccc4,,,,BWEL,,,ENG,,,,,S,14,,,
fb70f4ff-263,SCH2,2015-Dec-20 00:00:00,SUR1015,FOR7047,MID4867,PSUR3791,FSUR2073,3c20ea03-fb2,48a13ebc-37f,6838ee4e-c,F,2022-Apr-19 00:00:00,1,2249df28,5e1b8e6d,849.0,True,False,False,,128.0,True,False,6cc9f5ec,,f446c160,ed439531,,,False,OJPN,,U,ENG,,,,,E,10,,,
fb742340-e49,SCH8,2019-Feb-17 00:00:00,SUR9069,FOR2038,MID5664,PSUR8987,FSUR7172,f3e8a645-988,3f303a8d-c8a,c36cbeb7-d,F,2020-Jul-08 00:00:00,1,92539700,caef3070,794.0,True,True,False,15.0,139.0,False,,8d5c7b13,,f8b90ff3,e3a763de,,,,WBRI,"Sought, no reply",,GER,O,,,,P,13,,,
fb755b74-5a3,SCH5,2013-Aug-09 00:00:00,SUR1811,FOR8357,MID8259,PSUR9358,FSUR9348,20df1944-05e,a864165a-e8a,3b6f28f7-5,M,2023-Sep-01 00:00:00,1,b812b0cc,c9b72b0c,723.0,False,False,False,8.0,135.0,False,False,ec521530,,cc5f7de3,f548194e,,,,BEUR,Unsought,N,GER,,,,,,5,,,
fb7d7f61-aec,SCH4,2010-Feb-14 00:00:00,SUR4409,FOR6679,MID5536,PSUR1118,FSUR7798,1850735d-521,518fc9b3-646,f6305753-b,M,2023-Feb-20 00:00:00,1,557378f7,b63f5205,794.0,True,False,False,,136.0,False,False,2419ef90,,cf1e7efd,c226ea0a,,,,MAOE,Unsought,,,,C,,G,,2,,RE,
fb8f25de-252,SCH5,2013-Sep-09 00:00:00,SUR6018,FOR3701,MID1672,PSUR4364,FSUR5261,0c4df624-d7c,c5e96fa8-a6d,42657693-c,F,2020-Nov-21 00:00:00,1,3733d4a6,3ebb4048,713.0,,False,False,,132.0,True,False,87b7888f,,5188a7a7,8398c736,,,,MWCH,,,UKR,,S,,R,,X,,RU,
fb922e4c-5d1,SCH6,2018-Apr-04 00:00:00,SUR8398,FOR6392,MID8971,PSUR1344,FSUR1179,6e91d8b1-2b6,71eba61c-7a4,898ca46f-9,F,2018-Sep-24 00:00:00,1,7f031093,aa488b75,807.0,False,False,True,,134.0,False,,d92c893d,,8fa3cbd8,ae9084bf,,,,BNAM,,R,GAL,,C,,,,E2,,,
fb97e949-e6e,SCH6,2012-May-30 00:00:00,SUR2506,FOR4312,MID6421,PSUR4829,FSUR9861,5f4aa304-a25,5ff2cb27-4d0,fbd142c7-d,F,2023-Sep-09 00:00:00,1,69ca72bd,f04fed2a,774.0,,False,False,20.0,129.0,False,False,9a2c9445,,514e8a61,3026f1c4,9.0,,,ABAN,,,ENG,,S,,N,E,14,,,
fb999864-af0,SCH1,2018-Jun-11 00:00:00,SUR2924,FOR5151,MID3747,PSUR4722,FSUR5542,5d43d2f0-e41,7549e929-995,e53d099b-8,M,2023-Jul-26 00:00:00,1,27128fbc,172b422b,739.0,True,False,False,14.0,133.0,False,False,3e2eb678,5.0,016ae324,89b07ef1,,,,AAFR,,U,ENG,,,,,,N2,No,,
fb9d8b78-499,SCH8,2018-Sep-29 00:00:00,SUR8301,FOR3116,MID7627,PSUR3484,FSUR3594,a9d84acc-41e,133e5e02-48e,8c4e6635-a,M,2022-Jul-24 00:00:00,1,837ae5ab,4b20df2a,779.0,False,,False,,131.0,,False,dd77db2e,11.0,c5fcf5e4,6d1fba04,,,False,WROO,,,ENG,,,,,,14,No,,
fba4157f-ad9,SCH8,2014-Apr-12 00:00:00,SUR6605,FOR7892,MID3671,PSUR2137,FSUR6353,7e0e1646-d69,a5e50d59-5c0,08eecd87-e,M,2021-Apr-15 00:00:00,1,55dbfdb8,12c0afba,777.0,True,True,,,134.0,False,False,123ed8c9,,cd6578e4,14fc4257,,,,WEUR,,Y,,O,,,,,7,No,,
fba46bab-818,SCH4,2018-Jul-28 00:00:00,SUR5118,FOR6938,MID1507,PSUR3060,FSUR5475,93ee28d4-fc5,f539fee0-dd0,c7a8b5b3-8,M,2022-Nov-07 00:00:00,1,b9e829b5,502cc7a5,801.0,False,True,False,12.0,133.0,False,False,24efdd86,,feb25c8a,005ec7e1,,,,WTUR,No,,ENG,,,,C,E,N2,,,
fbaf2e74-988,SCH8,2010-Aug-21 00:00:00,SUR7326,FOR3868,MID4137,PSUR4223,FSUR2877,f8451e16-4cf,4b0772fe-b2d,498e99da-5,F,2021-May-27 00:00:00,1,96d45611,07a361e9,734.0,False,,True,,128.0,False,False,20f164c8,,eb9acf3a,fd9e940f,,,,ABAN,,,,,S,,R,A,13,,RB,
fbbcc2e3-84a,SCH3,2010-May-30 00:00:00,SUR1338,FOR8824,MID5249,PSUR6650,FSUR6222,dcc6cdcb-6df,78533bfa-db8,37d270d4-f,M,2020-Oct-17 00:00:00,1,46f7a226,8196a180,840.0,False,,False,,128.0,False,False,ed6bbc39,,e2c3cdb9,6cf9f93f,,,,OMAL,,,CYM,,C,,,N,6,,,
fbc71a63-633,SCH7,2015-Apr-25 00:00:00,SUR9060,FOR3067,MID8196,PSUR4477,FSUR6627,1e6a676a-cf6,7accd7b4-5c4,291ffd4d-9,M,2021-Apr-02 00:00:00,1,d068ce98,a98c0d96,797.0,True,True,False,,124.0,False,False,ccee97c4,,0e9d50e4,b3771f44,,,False,OLAM,Yes,,ENG,N,,,R,,4,,,
