pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,termlysessionsauthorised,termlysessionsunauthorised,senunitindicator,resourcedprovisionindicator,nonqualhrs,ftemp,qualhrs,qualhrspreviousyear,nonqualhrspreviousyear,tlevelqualhrs,tlevelnonqualhrs,moveoffrollflag,fundedhours,missingaddress,duplicatenotfunded,summerhalfterm2sessionspossible,extendedhours,eligibilitycode,summerhalfterm2sessionsauthorised,summerhalfterm2sessionsunauthorised,dafindicator,summerhalfterm2sessionseducational,summerhalfterm2sessionsexceptional,summerhalfterm2sessionscoronavirus,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,mathsgcsehighestpriorattainment,mathsgcsepriorattainmentyear11,englishgcsehighestpriorattainment,englishgcsepriorattainmentyear11,mathsgcsefundingexemption,englishgcsefundingexemption,mathsgcsehighestpriorattainmentpreviousyear,englishgcsehighestpriorattainmentpreviousyear,eyppr,eyppbf
b5954369-f5c,SCH4,2014-May-17 00:00:00,SUR1524,FOR3415,MID6200,PSUR8498,FSUR8388,9e1a1f7e-553,7a0f7d63-e9a,6a9e2f1f-e,M,2018-Oct-25 00:00:00,1,6a607db1,0c1d3cbd,798.0,True,True,False,145.0,8.0,,,False,137.0,False,787.0,763.0,126.0,837.0,128.0,751ceac2,,cbd3f08f,6152d141,137.0,,,8.0,,False,,,,Yes,,TRI,,C,,R,,10,,,,,N,,,,,RU
b5962377-357,SCH1,2008-Nov-09 00:00:00,SUR9796,FOR5216,MID4534,PSUR4731,FSUR9035,092cfce3-e74,d3963631-fb5,cc02a489-b,M,2024-May-17 00:00:00,1,e608bd31,70e9d5f5,836.0,True,False,False,123.0,9.0,,False,False,127.0,False,775.0,,131.0,756.0,136.0,4a84b8e3,,541df2c2,4d3f6503,131.0,,,8.0,,,,,3.0,,,ENG,,,,,K,6,,,7,,,L,,,,
b5984467-121,SCH1,2019-Oct-02 00:00:00,SUR7489,FOR5329,MID7222,PSUR2300,FSUR4617,b5dbb99d-1cf,43dc630e-bb4,22cbe572-9,F,2020-Apr-05 00:00:00,1,d17dc3a1,e06d0813,788.0,,False,False,124.0,7.0,,False,False,131.0,False,717.0,780.0,128.0,776.0,128.0,cc5059f7,,c15de0dd,1815205f,131.0,,,8.0,,,3.0,,,Unsought,,ENG,O,,,A,,3,A*,,,,,,,,,
b5a23b01-076,SCH3,2018-Jun-03 00:00:00,SUR9668,FOR4684,MID5209,PSUR6374,FSUR3379,76460112-0ad,3b54f6d1-ea6,40c81db4-d,M,2024-Apr-22 00:00:00,1,bf081581,55583cda,805.0,True,False,False,135.0,8.0,,False,False,137.0,,806.0,800.0,134.0,749.0,137.0,4400cdf8,,6b4c4cfb,d9a08c3b,131.0,,,8.0,3.0,,2.0,4.0,3.0,,,ENG,,,,A,,5,C,,,,,U,2,,,
b5a37d34-b25,SCH8,2018-Oct-11 00:00:00,SUR6280,FOR8769,MID8524,PSUR7152,FSUR2051,5fd28788-e93,16dc8bf4-8f0,240d4ce4-5,F,2021-Oct-04 00:00:00,1,3035895d,15105f25,771.0,True,False,False,127.0,8.0,,True,False,138.0,False,759.0,759.0,122.0,855.0,127.0,09f56664,,010f8145,edd31a80,126.0,,,7.0,3.0,,,2.0,,,,ENG,,O,,,,3,,,,,,F,,,,RB
b5ab1efa-9e9,SCH3,2017-Dec-18 00:00:00,SUR6735,FOR1892,MID3735,PSUR6933,FSUR5817,2f604b28-a39,e8e473e9-f90,396d2294-0,M,2023-Oct-30 00:00:00,1,37731d21,ea3f3f66,799.0,True,False,False,135.0,8.0,,False,False,131.0,False,681.0,717.0,128.0,839.0,121.0,5e957dac,,7ac37b09,c808999a,128.0,,,8.0,,,,,,,,ENG,,M,N,C,P,12,,1,,,O,,,5,,
b5b76a10-ee9,SCH3,2016-Apr-09 00:00:00,SUR4654,FOR7388,MID7823,PSUR7217,FSUR5008,73328dc8-8a3,f1bad03c-814,ba61af89-a,M,2020-Aug-01 00:00:00,1,e8710ffa,0868594c,757.0,,False,False,124.0,9.0,,,False,129.0,False,805.0,824.0,130.0,743.0,127.0,b4b1a00d,,dbf78df0,19f11983,132.0,,,8.0,3.0,,3.0,,,Unsought,,ENG,,O,,C,K,E1,,,,,,,,,,
b5b9ccfb-b93,SCH2,2008-Feb-22 00:00:00,SUR2846,FOR1510,MID1197,PSUR9444,FSUR2464,1e704251-00b,e76eea28-65d,3e47e31f-e,F,2019-Sep-14 00:00:00,1,787312c6,a08d9c8a,784.0,True,False,False,130.0,7.0,,True,False,127.0,False,766.0,770.0,129.0,844.0,133.0,5b2b8088,,59ea05c7,a5e33b36,132.0,,,8.0,,,,,,No,,GAL,,F,,G,,R,A,,,,,,,,,
b5bef496-85c,SCH1,2016-Feb-11 00:00:00,SUR1331,FOR1028,MID4099,PSUR9813,FSUR7688,85d7dbef-32c,64f06191-071,05aedb04-d,M,2021-Oct-29 00:00:00,1,8c5dd1c5,ebf9f686,801.0,True,False,False,130.0,7.0,3.0,,False,131.0,False,777.0,782.0,126.0,769.0,135.0,5d505b09,,84354e3c,13590955,137.0,,,8.0,3.0,,,,3.0,Unsought,,BNG,,,,,S,12,6,,,,F,U,,,Yes,
b5c08439-151,SCH7,2010-Jul-04 00:00:00,SUR6231,FOR9714,MID9859,PSUR4080,FSUR5432,0a5cb274-ed3,ef7622a5-17a,bda6d2f3-4,F,2020-Apr-26 00:00:00,1,57694d3e,94fd99ad,745.0,True,False,True,,9.0,,False,False,134.0,False,784.0,791.0,133.0,770.0,115.0,a7b05ddb,,5a7e94dd,360f10ac,131.0,,,9.0,,,,3.0,,,,ENG,,F,,,,13,NR,1,,,,,F,,,
b5c166a2-579,SCH6,2012-Apr-22 00:00:00,SUR7830,FOR3741,MID5842,PSUR5440,FSUR6859,82da54a4-e7d,4430c4c6-f79,82fd9ef5-a,F,2022-Nov-23 00:00:00,1,c39c49e2,7dcd52a4,843.0,True,False,False,126.0,8.0,,False,False,126.0,False,794.0,759.0,124.0,776.0,137.0,d8aa0c1f,,2df4cc84,4d6aad15,126.0,,,9.0,3.0,,,,,Unsought,,ENG,,,,,,4,5,,,2,,,G,,,
b5c432ae-4bb,SCH4,2015-Jan-08 00:00:00,SUR8667,FOR4642,MID7376,PSUR6876,FSUR3771,ac70b179-d1c,6e066ff0-f55,78a7cb3b-3,M,2024-Jul-23 00:00:00,1,9f223a24,d4a5a3a6,826.0,True,False,False,131.0,7.0,,,False,129.0,False,834.0,784.0,136.0,796.0,138.0,068c8085,,5a2f6fc3,f6b7bf96,133.0,,,8.0,,False,,,3.0,,N,,,,N,,K,13,,,E,,U,,,,Yes,RE
b5f9d9d5-6cd,SCH8,2011-Jan-06 00:00:00,SUR4390,FOR6306,MID5713,PSUR2489,FSUR3226,45dee060-fd3,e1866c02-70c,9a5c914a-8,M,2023-Nov-27 00:00:00,1,a2c8df75,0d298f17,813.0,True,False,False,128.0,8.0,,False,False,132.0,False,810.0,772.0,129.0,757.0,124.0,5b5aeb52,,991884a7,bfcd4562,131.0,,,,,,3.0,,,,,ENG,,C,,A,,,,,B,,L,L,,,,RO
b5fbca0d-842,SCH8,2009-Apr-19 00:00:00,SUR7642,FOR3457,MID5772,PSUR3032,FSUR2536,3a37cb71-c59,e35bde55-31f,fe5230a0-5,F,2019-Oct-19 00:00:00,1,af946c85,556d02d9,744.0,True,False,False,135.0,8.0,3.0,True,False,133.0,False,786.0,766.0,133.0,809.0,125.0,2063de48,,55d4a9dd,7537cbb0,130.0,,,7.0,,,3.0,,,,,,O,C,,,S,E2,,3,,,,,D,,,
b6000276-b07,SCH2,2009-Nov-18 00:00:00,SUR7177,FOR6714,MID9241,PSUR1979,FSUR8967,5faa929c-605,ac7d4e5d-5f8,725cc869-7,F,2021-May-07 00:00:00,1,f9354870,33af6c97,817.0,True,False,False,136.0,8.0,,True,True,129.0,False,783.0,763.0,133.0,780.0,129.0,536e8ef3,,d2e093d0,66aa3f09,142.0,,,8.0,3.0,,,,,,,ENG,,,,N,N,14,,1,,,,F,,,,RE
b6024493-396,SCH8,2014-Jan-10 00:00:00,SUR1506,FOR8434,MID7070,PSUR8833,FSUR7022,d2c53f7b-135,02a1d6f6-185,1cb8d3b8-f,M,2020-May-09 00:00:00,1,3bed68da,6c9a2411,796.0,True,False,False,129.0,8.0,2.0,False,False,132.0,False,775.0,771.0,126.0,787.0,122.0,2d3f80e7,,7c618d95,25062c2f,131.0,,,8.0,,,3.0,,,,,CYM,,,,,N,7,,,,2,,,A*,,,
b60ae28a-3ad,SCH1,2013-Feb-19 00:00:00,SUR1412,FOR4886,MID7587,PSUR2817,FSUR4775,46cb0cfc-ee8,56c3aedf-532,b516e841-a,M,2020-Aug-01 00:00:00,1,4a4823c7,ad327764,777.0,False,False,False,126.0,8.0,,False,False,121.0,False,792.0,725.0,129.0,792.0,129.0,2ab0833c,,a6b33e89,bf41f3dc,140.0,,,8.0,2.0,,,3.0,3.0,,,ENG,,,,G,,6,,,,1,,,,,,
b60f882f-cbb,SCH6,2010-Feb-15 00:00:00,SUR8791,FOR9805,MID1661,PSUR4075,FSUR4415,e2d8f9b4-fbb,b4e268df-145,113f7b64-c,M,2022-May-02 00:00:00,1,acc4617d,b3b58535,776.0,True,,False,124.0,8.0,,False,False,132.0,False,749.0,714.0,134.0,794.0,129.0,7249b9a8,,512be90d,f0abefb6,126.0,,,,3.0,,3.0,,,,,ENG,N,O,,C,,N1,,,,,,,,,,
b6115366-832,SCH2,2014-Jan-17 00:00:00,SUR2884,FOR3073,MID6930,PSUR1371,FSUR7236,bc17dd70-1d1,28b2fc29-27f,dda9785d-f,M,2020-Jul-07 00:00:00,1,9c93beb8,8d23a4e0,808.0,False,True,False,133.0,8.0,,False,False,130.0,True,768.0,789.0,128.0,773.0,129.0,d7ab81d9,,c4e20b6a,b6395681,123.0,,,8.0,4.0,,,,,,,ENG,,,,,E,3,,,,,L,,,,,
b6132c60-307,SCH6,2008-Sep-06 00:00:00,SUR4427,FOR5594,MID4867,PSUR2296,FSUR7656,f3a01a94-69e,6bd9e9c9-62e,f7be8a32-7,F,2022-Aug-29 00:00:00,1,fc694357,6e1fdd86,787.0,True,False,,127.0,8.0,3.0,False,False,,False,745.0,800.0,125.0,783.0,129.0,57454339,,2f84ff15,afd95258,131.0,,,7.0,,True,,4.0,,Yes,,ENG,,,,,E,E2,,,,,,,,,,
b61478dc-f9e,SCH6,2020-Jul-09 00:00:00,SUR3803,FOR7015,MID8815,PSUR2316,FSUR9681,3c218598-7e5,21aab7cc-bc1,48a8322d-4,F,2023-Jan-12 00:00:00,1,87538c61,a7c46a21,788.0,True,False,False,135.0,8.0,,False,False,131.0,False,735.0,807.0,124.0,816.0,128.0,86b872af,,dca2ee7d,6ceed66a,133.0,,,,,,,,,"Sought, no reply",,ENG,,M,,,E,X,,,,,,O,,,,
b61c9616-03d,SCH4,2012-Jul-01 00:00:00,SUR1262,FOR8825,MID3255,PSUR6696,FSUR9798,7aa148dc-140,2469e302-d13,fe0d93b8-f,M,2021-Jan-09 00:00:00,1,b7472389,262f50ca,760.0,True,False,False,128.0,,,False,False,125.0,False,781.0,760.0,121.0,801.0,141.0,ceb25567,,3e78475c,0d898433,123.0,,,8.0,,,,,,,,ENG,,,,A,S,R,,,9,,,O,,A,,
b61d73e2-cb0,SCH8,2016-Jul-30 00:00:00,SUR2079,FOR2933,MID3947,PSUR2032,FSUR9987,b3f2dbbd-5da,7d423330-d0b,f73eba0e-a,M,2021-Dec-07 00:00:00,1,849b558b,3febeeca,814.0,True,False,,136.0,8.0,,True,False,128.0,False,760.0,788.0,125.0,752.0,125.0,ecb8a93a,,26bc04f5,9d609b15,135.0,,,8.0,3.0,,,,,Unsought,,ENG,,,N,,,3,A,,F,,,,,,,
b62487be-887,SCH4,2014-Jan-02 00:00:00,SUR4690,FOR8379,MID3253,PSUR2822,FSUR4250,5b0ed514-0f5,0500be93-8df,c3fb4060-2,F,2019-Jul-19 00:00:00,1,fcfcd6ca,5a71ad46,749.0,False,,True,133.0,9.0,3.0,True,False,132.0,False,821.0,768.0,120.0,821.0,129.0,ecdfdf1d,,53b903c2,cee5247d,133.0,,5.0,8.0,,,4.0,,,Yes,,PNJA,N,,,A,K,4,,,E,,,F,,,,
b629a0b6-945,SCH4,2010-Oct-18 00:00:00,SUR6229,FOR4484,MID4707,PSUR3449,FSUR6289,908e9082-276,128b836c-523,03402436-f,M,2019-Jul-23 00:00:00,1,e0b437ab,41f12b7f,702.0,,True,False,124.0,7.0,,False,False,134.0,False,777.0,767.0,131.0,778.0,129.0,abc1f8e7,,36fc675b,d261a1e3,132.0,,,8.0,,,,,,,U,GER,,,,,N,N2,,,2,,N,,,,,RU
b630be38-b23,SCH8,2008-Mar-31 00:00:00,SUR5368,FOR6185,MID3477,PSUR4161,FSUR5055,050220d8-726,e9091ab1-7d6,e9396c3e-4,F,2020-Aug-29 00:00:00,1,c1e6a0a0,09fe187e,766.0,True,False,False,128.0,8.0,,,False,136.0,False,777.0,747.0,123.0,785.0,135.0,46c7c198,,162bdb6a,93933d26,135.0,,,8.0,,,,,3.0,No,,CYM,,C,,G,K,R,,1,,,,O,,,,
b6440e18-7ea,SCH3,2010-Feb-04 00:00:00,SUR8041,FOR2388,MID4126,PSUR8543,FSUR8467,796143e3-8b7,721f85e5-92c,4628a580-5,F,2021-Feb-23 00:00:00,1,69ea48b7,544b93c6,786.0,True,,False,,7.0,,,True,134.0,False,837.0,823.0,129.0,737.0,118.0,d2939c87,,7c73c2a8,9af16a83,120.0,,,8.0,,,,,3.0,,,,,,,,,11,,,1,,,,,,,
b6469e5d-b95,SCH7,2017-Oct-31 00:00:00,SUR6469,FOR9728,MID9194,PSUR3980,FSUR1008,8aca7f50-cff,3e2beffa-780,252b2a2c-6,M,2022-Jul-01 00:00:00,1,dc3d1c31,9ec092dd,828.0,True,False,False,123.0,8.0,,True,True,131.0,False,760.0,819.0,124.0,739.0,139.0,afbae55e,,ad612040,c6b6c933,130.0,,,,4.0,,,,,Yes,,BNG,,,,,,4,2,1,,,,O,,6,Yes,
b6523be8-4c7,SCH5,2009-Oct-12 00:00:00,SUR4921,FOR5023,MID9507,PSUR3007,FSUR3580,6c35a233-2da,89acfb64-cfc,fc48a51f-b,M,2020-Dec-28 00:00:00,1,ca8c64d3,f3b394bd,772.0,True,True,False,125.0,,,False,False,131.0,True,755.0,794.0,124.0,742.0,135.0,c6bf2518,,839374fe,e8d90352,135.0,,,,3.0,,,3.0,,,,ENG,,,,,,E2,7,,,,,,,,,
b65874e7-6f5,SCH3,2011-Apr-13 00:00:00,SUR6080,FOR6039,MID7577,PSUR9219,FSUR6557,e5bfe96f-a71,c2a37c3c-96e,a91bcbb6-a,F,2021-Mar-23 00:00:00,1,1e188e02,68164898,823.0,True,False,False,126.0,9.0,,False,False,127.0,False,786.0,760.0,133.0,812.0,128.0,7740c685,,172c6718,12d09a42,140.0,,,,,,,,,No,N,GER,,,,C,,E2,,,,,,,,,,
b65ec771-dc9,SCH5,2013-Jan-28 00:00:00,SUR7223,FOR5900,MID4721,PSUR3669,FSUR3432,11e983bd-d6e,ec4ca529-2cd,bc534388-e,M,2024-Jan-19 00:00:00,1,4fa7786d,09e6c446,739.0,True,True,False,123.0,8.0,,False,False,127.0,False,845.0,781.0,128.0,761.0,137.0,d9c85ac5,,e9abda5a,d2c92a17,129.0,,,8.0,,,,,,,,CYM,N,,,R,S,1,,,,,,,,,,
b66d7f2f-136,SCH1,2018-Dec-24 00:00:00,SUR7845,FOR3761,MID4400,PSUR7719,FSUR1770,36fd29fd-b99,00513e6c-bc7,36d18ac3-f,F,2018-Oct-22 00:00:00,1,2af606a8,2cd6e006,738.0,False,True,,125.0,8.0,,True,False,131.0,False,816.0,742.0,129.0,735.0,136.0,b98c0490,,b1d528aa,53d27d2c,132.0,,,8.0,,False,,3.0,,,N,ENG,,,,G,K,4,8,1,,,L,,,,No,
b67dec34-407,SCH7,2013-Jun-27 00:00:00,SUR4225,FOR5454,MID8461,PSUR1705,FSUR4069,62380d2b-b0a,913dcd11-3d9,59016564-7,M,2023-Sep-29 00:00:00,1,d842a1f4,1bd73fa1,775.0,,False,False,135.0,8.0,,True,False,123.0,False,837.0,784.0,134.0,782.0,125.0,7fd5e3d9,,172e5548,054042f3,127.0,,,9.0,,,,,,,,PRST,,,,N,A,12,,,,,,,,,,RB
b681f86b-6ba,SCH3,2010-May-03 00:00:00,SUR8638,FOR4115,MID7833,PSUR8686,FSUR4285,a540690c-cf9,90861ec9-e96,399319a7-3,M,2020-May-07 00:00:00,1,e6135240,8e79c2a8,754.0,True,False,False,137.0,8.0,,False,False,124.0,False,781.0,779.0,130.0,783.0,127.0,73daaf10,,46a125aa,01cc7965,122.0,,,9.0,,,,,3.0,,R,PNJA,,,,,,7,,,,,L,,,,No,RO
b6821c32-c7d,SCH2,2016-Apr-10 00:00:00,SUR7569,FOR6445,MID6496,PSUR5574,FSUR2993,92089f48-65d,6eb0d0ab-70c,69b53c9a-a,F,2021-Feb-12 00:00:00,1,43ea2941,b8e9931c,785.0,True,True,,125.0,8.0,,False,False,136.0,False,799.0,802.0,137.0,801.0,133.0,165e6a2c,,a53c15a9,5c82d76e,131.0,13.0,,9.0,,False,,,,,,CYM,,C,,,S,M,,,,,,,,,,
b688cba3-61b,SCH6,2008-Aug-25 00:00:00,SUR2656,FOR3289,MID7902,PSUR7033,FSUR3677,0977e1be-efd,c9cef68a-9fa,18f32efc-c,M,2021-Sep-23 00:00:00,1,98f9286a,c90852f8,761.0,False,,False,131.0,8.0,,False,True,120.0,,813.0,756.0,125.0,755.0,124.0,00aa5c0c,11.0,2da9a6df,bc726f64,133.0,2.0,,8.0,,,3.0,3.0,,,,ENG,,,,,S,E1,,1,9,,,,,D,,
b698cd1a-9d8,SCH4,2014-Feb-22 00:00:00,SUR7888,FOR8931,MID1566,PSUR9089,FSUR3737,6ac81f2a-48e,c5673f9a-0b0,d0fa00d9-7,M,2021-Nov-29 00:00:00,1,f785839c,a3c55dce,769.0,True,False,False,129.0,9.0,,True,True,138.0,False,785.0,763.0,134.0,800.0,119.0,f9232ee6,,5076b2c4,85541431,132.0,,,8.0,3.0,,,,,"Sought, no reply",,ENG,,,,,N,2,,,,,,U,,,Yes,
b6a252d0-1a8,SCH6,2014-Jan-24 00:00:00,SUR4270,FOR1326,MID1701,PSUR6346,FSUR8502,b8b4e5eb-fd5,cba23afe-f93,274abda6-5,M,2020-May-10 00:00:00,1,a74edfc1,06b27419,795.0,False,False,False,124.0,9.0,,False,False,128.0,False,800.0,,122.0,795.0,134.0,8305cecd,,6c679500,50f98275,140.0,,,8.0,,,,,3.0,,,BEL,,,,A,E,9,,,,1,,,,8,,
b6a27fb9-28b,SCH2,2011-Aug-29 00:00:00,SUR1659,FOR2245,MID8844,PSUR9910,FSUR6635,553e0da6-663,7aae0449-651,0ec6a2fb-d,M,2023-Jun-18 00:00:00,1,e28480f5,f63a6da8,797.0,True,False,True,129.0,8.0,,True,False,129.0,False,753.0,801.0,125.0,773.0,125.0,5695b116,,947a2454,de5fbb0b,132.0,,,8.0,,True,3.0,3.0,,,R,GER,,F,,,N,M,,,,2,O,,,G,,
b6a85fba-c08,SCH1,2019-Jan-29 00:00:00,SUR2970,FOR7003,MID7044,PSUR4107,FSUR3246,bb4d45cd-b8d,bdf7d257-280,7eea2452-1,F,2023-Mar-08 00:00:00,1,cb28c705,1a5e0115,773.0,True,False,,120.0,8.0,,,False,117.0,False,780.0,775.0,133.0,757.0,125.0,0b8d0127,,70e6dee7,ea0f9ee0,125.0,,,7.0,,,3.0,2.0,4.0,,,ENG,N,S,,,,11,,,,,F,,,,No,RO
b6b5b42e-ce8,SCH5,2008-Sep-04 00:00:00,SUR8821,FOR1314,MID2552,PSUR2633,FSUR7682,2bf24dc1-0ad,d7ebe7e3-0d3,c035045b-1,M,2021-May-26 00:00:00,1,bfca3cbe,a83b0d3f,795.0,,False,False,125.0,9.0,,True,True,135.0,False,790.0,761.0,132.0,778.0,134.0,f908cc23,,988f19b4,d1606755,133.0,,,8.0,,False,,,,,,CYM,,M,,,,N2,NR,,,,,,A,,,
b6c1d1c8-a0b,SCH5,2010-Jan-13 00:00:00,SUR9034,FOR1367,MID3104,PSUR7642,FSUR6920,201e8d16-176,4d569b2b-e2d,a86c7a9f-8,M,2022-Jun-06 00:00:00,1,a7b22046,957c1ff1,781.0,False,,False,128.0,8.0,,False,,134.0,False,817.0,719.0,130.0,796.0,141.0,eade49cf,,d03450e3,ad708010,129.0,,8.0,8.0,,,,,,,,GAL,,C,,R,N,E2,,,,,,,B,,,
b6c7db80-cca,SCH5,2020-Jul-15 00:00:00,SUR9858,FOR8275,MID8341,PSUR8871,FSUR6119,b07d96d5-c6c,81bf855b-88a,9a978d58-7,M,2019-Nov-06 00:00:00,1,261c4de7,ef1b531b,800.0,False,False,True,129.0,8.0,,True,False,130.0,False,785.0,777.0,129.0,741.0,130.0,0670434b,,eac74166,24d61912,122.0,,,,2.0,False,,,,,,ENG,,M,,C,E,R,,,,2,,,1,,,
b6cacee5-970,SCH4,2019-Mar-02 00:00:00,SUR3785,FOR7466,MID9923,PSUR5893,FSUR5359,f3c6e197-5ce,d44736ad-3bd,3074dee5-a,F,2024-Sep-11 00:00:00,1,2b27e20a,710bb844,738.0,True,False,True,123.0,8.0,,False,False,132.0,False,740.0,794.0,132.0,759.0,135.0,7a33429c,,8adbae86,9e1fbd60,122.0,,,8.0,2.0,,,,,,,CYM,,C,,,N,E2,,,,,,L,,,,
b6fabe07-d38,SCH8,2009-Sep-15 00:00:00,SUR2936,FOR8094,MID9140,PSUR3370,FSUR3163,b91fcdb8-083,209918bb-413,0b480328-2,M,2019-Aug-25 00:00:00,1,eedb9154,4da3ba93,776.0,True,False,False,128.0,7.0,,False,,133.0,False,774.0,782.0,132.0,811.0,141.0,c401d4cb,,46ea3e5b,848bd91f,125.0,,,8.0,,,3.0,,,,R,ENG,,,,,K,R,,2,,,,F,,,,
b6fcbf52-a93,SCH8,2019-Dec-01 00:00:00,SUR4400,FOR8959,MID1869,PSUR1820,FSUR6651,6bfd9750-06c,d258429e-b45,c41d9d8c-1,F,2024-Dec-14 00:00:00,1,46acc623,cc707242,753.0,False,False,True,141.0,7.0,,False,False,131.0,False,759.0,738.0,131.0,784.0,131.0,69efe774,8.0,fd5a742f,e2cb06bf,133.0,,,9.0,,,2.0,,3.0,,,ENG,,C,,,,5,,2,,,,,,C,,
b7010cfa-95f,SCH2,2019-Jul-28 00:00:00,SUR2443,FOR1738,MID3274,PSUR4999,FSUR4491,281f5816-bb2,1187b11d-41a,890301f3-8,M,2019-Aug-11 00:00:00,1,9aa36270,8448ce88,796.0,True,,False,135.0,8.0,,False,False,129.0,False,817.0,749.0,137.0,747.0,124.0,71fbfcd3,,98dc3ecb,16f39ebe,129.0,,,,,,3.0,,,,,ENG,,,,,,8,,,,,,,,E,No,
b710d2f8-334,SCH5,2011-Oct-31 00:00:00,SUR5834,FOR6588,MID1026,PSUR5127,FSUR4662,6ff96b9e-ac0,cf19ff38-3dc,d176f12d-4,F,2024-Jul-01 00:00:00,1,3e432c5d,8789d017,769.0,True,,False,129.0,8.0,,False,False,128.0,False,779.0,813.0,128.0,782.0,132.0,e1f01567,,522ab617,51fbc5bd,133.0,,,8.0,,,3.0,,3.0,,,,,,,N,K,R,,,,1,,,,,Yes,
b719d19a-c12,SCH4,2018-Aug-31 00:00:00,SUR9885,FOR3920,MID7255,PSUR9989,FSUR8610,4e0e838e-ffc,6c98b3ec-d9f,bc3e454e-a,M,2020-Oct-24 00:00:00,1,55ed405c,682a6c47,803.0,True,False,True,133.0,7.0,3.0,True,,131.0,,825.0,842.0,128.0,828.0,126.0,81a247cf,,1f6bec95,ac383b62,131.0,,,8.0,3.0,False,,3.0,3.0,,,,,S,,R,E,9,,,,,N,,,,,
b71db9ed-07d,SCH1,2018-Apr-29 00:00:00,SUR2186,FOR2744,MID4960,PSUR2628,FSUR7017,95bb7d9a-3e6,873c9764-5ed,9ff8ade8-f,F,2023-May-09 00:00:00,1,58af1250,a46894c0,817.0,True,True,False,131.0,8.0,,False,False,135.0,False,844.0,756.0,129.0,813.0,131.0,487b546e,,c0aae7c4,22c31f1e,129.0,,,7.0,,,,,,Yes,,ENG,,O,,,,N1,,2,,1,,,,,,
b71e7773-4d1,SCH2,2010-Apr-16 00:00:00,SUR1447,FOR7375,MID9460,PSUR6525,FSUR8109,26fe3eea-28f,a34e19e3-412,5087b7fd-5,F,2023-Feb-04 00:00:00,1,47f3807b,9c9c172e,797.0,True,False,False,129.0,7.0,3.0,False,,132.0,False,742.0,800.0,123.0,746.0,120.0,10b4e095,,ca500e17,ee1f2eda,124.0,,,8.0,3.0,,,,,,Y,GER,,,,A,K,4,,,,,,,8,,,
b7300aa4-c1d,SCH6,2017-Mar-28 00:00:00,SUR1386,FOR5426,MID8983,PSUR6664,FSUR6565,7e0ecf39-4a8,8f75cf84-c0e,a1518b54-2,M,2024-Jul-11 00:00:00,1,f025e6b4,643b23fc,782.0,True,True,False,133.0,8.0,,True,False,128.0,False,787.0,840.0,125.0,805.0,133.0,4a8b7295,8.0,eb4ff7b6,24ab9a54,135.0,,,9.0,,,3.0,,,,,PNJA,,,6,A,,4,,,,,,,B,7,,
b7320615-24d,SCH8,2012-Oct-27 00:00:00,SUR4580,FOR6474,MID4164,PSUR7811,FSUR7754,5dad1cf6-7f8,cd9693ef-ad9,9a8d08b3-b,F,2019-Sep-20 00:00:00,1,0fbd90c5,64ff3a2a,800.0,True,,False,123.0,9.0,3.0,False,False,128.0,False,808.0,766.0,128.0,768.0,129.0,499e1662,,225b3c00,4da3db6b,128.0,7.0,,7.0,,,3.0,3.0,,,,,N,M,7,,,N2,5,,,,,,,,,
b73acb6e-a57,SCH1,2014-Jun-15 00:00:00,SUR5707,FOR5317,MID6235,PSUR1266,FSUR6205,29627ed2-85a,8da8b2e6-eb1,e9c3f802-4,F,2024-May-22 00:00:00,1,4d9f206c,cbb1fbd2,760.0,True,,False,127.0,,,False,False,118.0,False,776.0,804.0,131.0,824.0,125.0,cfbc6e7d,,5478da99,74cd0a8c,128.0,,,8.0,,,,,,No,R,GAL,,M,,C,,E1,,,,,,,,,,
b74e44a6-89a,SCH4,2019-Apr-03 00:00:00,SUR5661,FOR2600,MID8015,PSUR2918,FSUR8112,3a993a81-5f5,7ce1c5d6-fea,df5564ef-f,M,2021-Aug-19 00:00:00,1,898d9ed5,aceaa869,853.0,True,False,False,132.0,8.0,,False,,125.0,False,743.0,767.0,135.0,770.0,131.0,2b4a4d54,,9f9121bf,b67923cd,130.0,,,8.0,,False,,,,,,ENG,,M,,G,E,3,,,,1,,,,,,
b7563ea9-32c,SCH7,2008-Aug-26 00:00:00,SUR9881,FOR6104,MID6316,PSUR3945,FSUR4569,be8a6429-54e,99318926-eff,d36d625c-3,F,2022-Aug-19 00:00:00,1,851fc7c1,cdb1985e,758.0,False,False,False,131.0,9.0,,True,True,137.0,,714.0,772.0,128.0,754.0,136.0,f15c7fbe,,aa2fcbf2,c11e952f,130.0,,,8.0,,False,,,,,U,ENG,,,,G,S,4,,2,,,,,,,,
