pupilonrolltableid,NativeId,dob,surname,forename,middlenames,preferredsurname,formersurname,upn,formerupn,uniquelearnernumber,sex,entrydate,pupilonrollorderseqcolumn,sourceid,schoolcensustableid,hoursatsetting,schoollunchtaken,parttime,topupfunding,termlysessionspossible,senunitindicator,resourcedprovisionindicator,moveoffrollflag,fundedhours,missingaddress,extendedhours,eligibilitycode,dafindicator,yssa,servicechild,language,classtype,enrolstatus,boarder,plaa,senprovision,ncyearactual,eyppr,eyppbf,expandedhours
b698cd1a-9d8,SCH4,2014-Feb-22 00:00:00,SUR7888,FOR8931,MID1566,PSUR9089,FSUR3737,6ac81f2a-48e,c5673f9a-0b0,d0fa00d9-7,M,2021-Nov-29 00:00:00,1,ea458229,30d33199,761.0,,False,False,138.0,False,False,db2fd491,,0a9c087c,,,,,,,,,,,N,E1,,,
b6a252d0-1a8,SCH6,2014-Jan-24 00:00:00,SUR4270,FOR1326,MID1701,PSUR6346,FSUR8502,b8b4e5eb-fd5,cba23afe-f93,274abda6-5,M,2020-May-10 00:00:00,1,cab3336d,b51c7822,788.0,True,False,False,134.0,True,True,16a0cae4,,f5755b84,,,,,,,,,,R,,5,No,,
b6a27fb9-28b,SCH2,2011-Aug-29 00:00:00,SUR1659,FOR2245,MID8844,PSUR9910,FSUR6635,553e0da6-663,7aae0449-651,0ec6a2fb-d,M,2023-Jun-18 00:00:00,1,f37aa5a0,7c863a33,834.0,,True,False,124.0,False,False,056d70b3,,32b2ccad,,,False,,,ENG,,,,,,N1,,,
b6a85fba-c08,SCH1,2019-Jan-29 00:00:00,SUR2970,FOR7003,MID7044,PSUR4107,FSUR3246,bb4d45cd-b8d,bdf7d257-280,7eea2452-1,F,2023-Mar-08 00:00:00,1,10f583c1,d4a525b0,777.0,True,False,False,119.0,False,True,e64d4176,,9a0d47ae,,,,,N,ENG,,O,,,,6,,,
b6b5b42e-ce8,SCH5,2008-Sep-04 00:00:00,SUR8821,FOR1314,MID2552,PSUR2633,FSUR7682,2bf24dc1-0ad,d7ebe7e3-0d3,c035045b-1,M,2021-May-26 00:00:00,1,ba4543b1,bda54da1,791.0,True,False,True,130.0,True,False,8f1e27b0,,18ff1936,,,,,,ENG,,,,,E,4,,RO,
b6bb297e-a7f,SCH6,2007-Nov-19 00:00:00,SUR3553,FOR4499,MID3154,PSUR5830,FSUR5949,d2e03691-c43,42bc6f65-727,a358d3b8-9,F,2025-May-21 00:00:00,1,bc703a9d,1efcd222,773.0,,False,True,134.0,True,False,f50a3e4d,,047dc713,,,False,,,CYM,,S,,,,N1,,,
b6c1d1c8-a0b,SCH5,2010-Jan-13 00:00:00,SUR9034,FOR1367,MID3104,PSUR7642,FSUR6920,201e8d16-176,4d569b2b-e2d,a86c7a9f-8,M,2022-Jun-06 00:00:00,1,41db0a8b,2ebf2782,821.0,True,,False,124.0,False,True,1b5d4f65,,3710066d,,,,,,,,C,,,S,N2,,,
b6c7db80-cca,SCH5,2020-Jul-15 00:00:00,SUR9858,FOR8275,MID8341,PSUR8871,FSUR6119,b07d96d5-c6c,81bf855b-88a,9a978d58-7,M,2019-Nov-06 00:00:00,1,059444a7,681ce21a,773.0,False,False,True,131.0,False,False,0b36b2b4,,2426c861,,,,,,ENG,,,,,E,4,No,,
b6cacee5-970,SCH4,2019-Mar-02 00:00:00,SUR3785,FOR7466,MID9923,PSUR5893,FSUR5359,f3c6e197-5ce,d44736ad-3bd,3074dee5-a,F,2024-Sep-11 00:00:00,1,aa69810e,dfd758b3,766.0,False,False,False,134.0,False,True,398c5c8e,,be72b1d2,,,,Unsought,,ENG,,,,C,N,E1,,,
b6e3a732-f4d,SCH5,2018-Jul-12 00:00:00,SUR1874,FOR5604,MID7957,PSUR7240,FSUR5056,83193bd2-555,8bc84ae4-ffd,c54a61a6-1,M,2025-Apr-04 00:00:00,1,0325bff1,811afa27,758.0,False,False,False,128.0,False,False,e91fd27d,,37f77d2b,,,,,,ENG,,,,,S,E1,,,
b6f57bad-790,SCH1,2010-Sep-14 00:00:00,SUR2287,FOR3003,MID4128,PSUR2809,FSUR7817,e4fde486-d90,7b267c77-e69,587fe871-2,F,2025-Jun-21 00:00:00,1,9fb8f7c0,08c3605e,765.0,True,False,False,126.0,False,False,91da4032,,909b77e9,,10.0,,,,ENG,,F,,C,K,1,No,,
b6fabe07-d38,SCH8,2009-Sep-15 00:00:00,SUR2936,FOR8094,MID9140,PSUR3370,FSUR3163,b91fcdb8-083,209918bb-413,0b480328-2,M,2019-Aug-25 00:00:00,1,520e4d49,db2d5ca0,803.0,True,True,False,131.0,False,False,61b2d1d7,,f229fe63,,,False,,Y,ENG,,,N,N,,N1,,,
b6fcbf52-a93,SCH8,2019-Dec-01 00:00:00,SUR4400,FOR8959,MID1869,PSUR1820,FSUR6651,6bfd9750-06c,d258429e-b45,c41d9d8c-1,F,2024-Dec-14 00:00:00,1,02aabd5b,3fd9bf65,776.0,False,False,False,128.0,False,False,64ffee7b,,2a101207,,,,Yes,,GER,,S,,C,,13,,RE,
b7010cfa-95f,SCH2,2019-Jul-28 00:00:00,SUR2443,FOR1738,MID3274,PSUR4999,FSUR4491,281f5816-bb2,1187b11d-41a,890301f3-8,M,2019-Aug-11 00:00:00,1,e4aeaea1,916e69d0,707.0,True,False,False,130.0,True,True,3ff899ec,,e61fad10,,,,,,,,,,G,,7,,,
b710d2f8-334,SCH5,2011-Oct-31 00:00:00,SUR5834,FOR6588,MID1026,PSUR5127,FSUR4662,6ff96b9e-ac0,cf19ff38-3dc,d176f12d-4,F,2024-Jul-01 00:00:00,1,7bb50c50,d57aacc7,791.0,True,,False,130.0,False,False,0873e4a5,,f5ea113a,,,False,,,ENG,,F,,N,P,N1,,RE,
b719d19a-c12,SCH4,2018-Aug-31 00:00:00,SUR9885,FOR3920,MID7255,PSUR9989,FSUR8610,4e0e838e-ffc,6c98b3ec-d9f,bc3e454e-a,M,2020-Oct-24 00:00:00,1,9d9c0194,fa495931,746.0,True,False,True,128.0,False,False,dc19d2e1,,93df9fb9,,8.0,False,,,PNJA,,S,,N,P,4,,,
b71ab179-00e,SCH7,2009-Jul-11 00:00:00,SUR1399,FOR7999,MID6528,PSUR5247,FSUR4400,cd89c624-60b,d57ab756-e22,a2668a08-a,F,2025-May-27 00:00:00,1,cd966101,8d578fd3,805.0,,False,False,135.0,False,False,3c437f06,7.0,d7902a70,,,,,R,,,O,,N,N,10,,,
b71db9ed-07d,SCH1,2018-Apr-29 00:00:00,SUR2186,FOR2744,MID4960,PSUR2628,FSUR7017,95bb7d9a-3e6,873c9764-5ed,9ff8ade8-f,F,2023-May-09 00:00:00,1,a925d49e,430c243b,796.0,True,False,False,129.0,False,False,8bf71263,,e1ae8ca5,,,,,,,,F,,,E,E1,No,,
b71e7773-4d1,SCH2,2010-Apr-16 00:00:00,SUR1447,FOR7375,MID9460,PSUR6525,FSUR8109,26fe3eea-28f,a34e19e3-412,5087b7fd-5,F,2023-Feb-04 00:00:00,1,33a57c1a,fab5fbbe,839.0,True,False,False,141.0,True,False,221ceaf8,,c85ab001,,,,,,ENG,,F,,A,K,8,No,,
b7300aa4-c1d,SCH8,2017-Mar-28 00:00:00,SUR1386,FOR5426,MID8983,PSUR6664,FSUR6565,7e0ecf39-4a8,8f75cf84-c0e,a1518b54-2,M,2025-Jul-05 00:00:00,1,99e90d54,e81e4ae1,791.0,True,False,False,129.0,False,False,4ca73398,,5e923ebe,,,,,N,ENG,,C,,C,E,14,No,,
b7320615-24d,SCH8,2012-Oct-27 00:00:00,SUR4580,FOR6474,MID4164,PSUR7811,FSUR7754,5dad1cf6-7f8,cd9693ef-ad9,9a8d08b3-b,F,2019-Sep-20 00:00:00,1,a6437349,e702f9a7,796.0,False,False,False,128.0,True,False,608c2f14,,a48858b1,,,,,Y,GER,,S,,,,R,,,
b73acb6e-a57,SCH1,2014-Jun-15 00:00:00,SUR5707,FOR5317,MID6235,PSUR1266,FSUR6205,29627ed2-85a,8da8b2e6-eb1,e9c3f802-4,F,2024-May-22 00:00:00,1,13fb73b6,9a4a257b,811.0,False,True,False,128.0,False,False,07db3b56,,528253ea,,,,,,ENG,,S,,N,S,N2,No,,
b74e44a6-89a,SCH4,2019-Apr-03 00:00:00,SUR5661,FOR2600,MID8015,PSUR2918,FSUR8112,3a993a81-5f5,7ce1c5d6-fea,df5564ef-f,M,2021-Aug-19 00:00:00,1,c8bac051,171ce17b,748.0,True,False,False,134.0,False,True,9774d6a4,,f0b48a07,,,,,,,,C,,G,,6,,,
b7563ea9-32c,SCH7,2008-Aug-26 00:00:00,SUR9881,FOR6104,MID6316,PSUR3945,FSUR4569,be8a6429-54e,99318926-eff,d36d625c-3,F,2022-Aug-19 00:00:00,1,c5b0b927,6d10b5f6,733.0,,False,True,144.0,False,False,a7d0f665,,de75621b,,,,,,ENG,,,,C,,6,,,
b759e561-50a,SCH2,2015-Jul-05 00:00:00,SUR3038,FOR6722,MID3363,PSUR1768,FSUR8587,7516eef6-d89,cc4bc4ef-ae8,48601550-a,M,2020-Dec-25 00:00:00,1,a9d8124c,aa21cbdc,722.0,True,,False,140.0,True,False,907ac237,,c3dbb31b,,,,Yes,,ENG,,M,,G,,8,,,
b761ac60-a4c,SCH1,2016-Jun-07 00:00:00,SUR5764,FOR1818,MID9501,PSUR8649,FSUR9585,f4078484-09b,33f12d63-426,02e8ddad-0,F,2022-Aug-19 00:00:00,1,5b8d8220,41d3dc0d,760.0,True,False,False,132.0,False,False,d7b21095,,77030637,,,,,,,,F,,,,1,No,,
b769c0fd-8a6,SCH4,2016-Nov-17 00:00:00,SUR8784,FOR5696,MID2078,PSUR9808,FSUR4395,5842eeba-9eb,894862a5-c16,9ff854db-3,M,2019-Feb-18 00:00:00,1,d01faf1e,e1a466cb,781.0,False,False,False,124.0,False,False,cb6d96cf,7.0,17da079f,,,False,,,ENG,,,,,S,3,No,,10.0
b76afee3-363,SCH6,2011-Aug-25 00:00:00,SUR7623,FOR2197,MID4041,PSUR3474,FSUR6775,67ca030e-c87,9b82aa94-972,a0bce33f-2,M,2021-Oct-29 00:00:00,1,8ffdcce6,336b8b9d,736.0,True,False,True,125.0,False,,b4f1cafe,,cfed9e80,,,False,,,,,,,C,K,R,,,
b77d1017-42b,SCH8,2018-Mar-25 00:00:00,SUR8397,FOR8296,MID5116,PSUR2964,FSUR7273,29674b02-6ea,76e95ccc-bab,f08b171f-e,M,2021-Oct-27 00:00:00,1,a118644e,951f17b3,811.0,True,True,False,122.0,False,False,434bf91c,,cab5d1ea,,,,,Y,ENG,,,,,N,3,No,RE,
b78198ab-1fc,SCH2,2008-Jun-26 00:00:00,SUR7837,FOR5195,MID1678,PSUR1895,FSUR9354,91d9ef03-8be,c88189a5-d5d,95eb8f89-b,F,2024-Nov-04 00:00:00,1,5caab501,ab7e970c,817.0,True,,False,137.0,False,False,6e016dfa,,496936bd,,,,,,ENG,,,,,,14,,,
b797dbd7-282,SCH4,2017-May-04 00:00:00,SUR6263,FOR9141,MID2117,PSUR6065,FSUR4441,ede12cdf-f3e,cb5679c2-034,52319f5b-c,F,2025-Jun-26 00:00:00,1,cae3340f,e4ec65de,726.0,True,False,False,133.0,False,False,8ecd1ef4,9.0,0c64dd39,,,,No,,ENG,,,,,,7,,,
b7a293c9-12d,SCH3,2007-Dec-14 00:00:00,SUR6983,FOR3497,MID7903,PSUR4810,FSUR8428,85943ee2-4f3,2eba4ccd-99b,0dfb2bde-4,F,2024-Jul-18 00:00:00,1,213cf6af,e65c9cfd,779.0,True,True,False,126.0,False,False,67f42bd0,,1c237c5c,,,,,N,ENG,,S,,R,K,E1,No,,
b7a4e636-8ae,SCH6,2008-Jun-02 00:00:00,SUR9042,FOR7617,MID8286,PSUR6171,FSUR1747,141008b8-56a,a2e70732-3f9,0e1f53f5-c,F,2022-Mar-27 00:00:00,1,b003c355,f267fc9e,783.0,True,False,False,135.0,True,False,b558dd94,,5295ce9f,,,,,,GAL,,,,,,6,,,
b7a8f238-49d,SCH5,2020-Mar-27 00:00:00,SUR5274,FOR2625,MID2656,PSUR4068,FSUR1875,46872fe7-af9,618d9152-794,76c1ab7d-9,M,2020-Sep-13 00:00:00,1,e5b53b1a,5c69e234,754.0,True,False,True,125.0,True,False,9712c16b,,e52d9a78,,,,,,,,,,,K,N1,No,,
b7afa626-f3e,SCH5,2008-Mar-08 00:00:00,SUR4105,FOR9377,MID8713,PSUR6133,FSUR3762,b91ccd00-e47,3e075679-9ef,b57bdfe5-c,M,2024-Apr-05 00:00:00,1,6dc80cc7,1ce6c24c,774.0,True,True,,132.0,False,False,b56e9c00,,c796089c,,,False,,,ENG,,,,,N,3,,,
b7b270ae-5fa,SCH8,2008-Sep-08 00:00:00,SUR3970,FOR6918,MID1923,PSUR9810,FSUR5678,6f0fd262-9c9,8903beb4-025,f26718f9-e,F,2019-Nov-11 00:00:00,1,f2c10918,d48de832,766.0,True,,False,128.0,True,False,914cab0c,,c9999f3f,,,,Yes,,GER,N,,,,,2,,,
b7c0e6a4-6d8,SCH7,2011-Aug-23 00:00:00,SUR3909,FOR6382,MID3915,PSUR9950,FSUR2778,04b980e5-158,db2399dc-a84,31dda329-1,M,2023-May-26 00:00:00,1,4cc23441,c577e138,829.0,True,False,False,127.0,True,False,0e1a9d5e,,d2e5c7c4,,,,,U,ENG,,,,R,,4,,,
b7c1a67c-0cb,SCH8,2008-Apr-29 00:00:00,SUR3362,FOR9648,MID2593,PSUR3010,FSUR9505,7b97424a-d20,e115c8d1-a21,7fa01b04-8,M,2025-Mar-22 00:00:00,1,1cd714ad,937286f1,778.0,True,False,False,133.0,False,True,c5deb544,3.0,5e0a9223,,,,Unsought,N,GER,,F,,,,8,,,
b7cc2027-916,SCH1,2014-Feb-28 00:00:00,SUR1163,FOR4871,MID5764,PSUR5899,FSUR6279,40b659b5-1fc,9d2ee482-45b,1ece3a99-2,F,2024-Feb-28 00:00:00,1,3ec5e2e9,7fd35fac,764.0,True,False,False,132.0,False,False,86b25e74,,4ef9f8e4,,,True,,,PRST,,M,,,S,9,,,
b7ce73f9-ccb,SCH3,2011-Sep-28 00:00:00,SUR3057,FOR2593,MID8125,PSUR1661,FSUR5267,5c08871d-dff,ffa4c388-c37,427a54dd-a,F,2019-May-24 00:00:00,1,145b6424,454f9926,764.0,True,,False,132.0,True,False,dcb25bf4,11.0,2578e766,,,,,,,,C,,,E,1,No,RE,
b7cf0c79-61d,SCH3,2008-Feb-16 00:00:00,SUR4380,FOR9903,MID4081,PSUR2276,FSUR8657,84c77df7-0ba,b082411b-cc9,71c52c11-0,F,2024-Apr-01 00:00:00,1,08f5b79a,92cbf15e,789.0,True,True,True,131.0,False,False,8bc52e61,,2c6cecc1,,,False,Yes,Y,ENG,,,,,,3,,,
b7d87fce-c23,SCH3,2011-Apr-04 00:00:00,SUR6321,FOR1796,MID9425,PSUR1137,FSUR6091,e4a3543f-22a,b14ee01d-c4a,0d1c8b06-0,F,2024-Apr-11 00:00:00,1,b667e442,ef35aa6e,741.0,True,False,False,127.0,True,False,575272b2,,14386e2b,,,False,,,ENG,,,,,,7,,,
b7dc021c-be8,SCH7,2018-Jan-09 00:00:00,SUR3588,FOR3703,MID7515,PSUR2482,FSUR1842,b61a67f6-900,28837c07-18b,0ca044ec-9,F,2025-Mar-26 00:00:00,1,a05f8f9c,376afa7f,757.0,True,False,False,131.0,True,False,03c76599,,c626dfb5,,,,,,CYM,,M,,,K,N1,,,
b7de7ff6-9af,SCH5,2018-Jun-22 00:00:00,SUR4377,FOR1670,MID3838,PSUR8569,FSUR6956,1b529354-cfb,7372f59e-801,67eea5ca-5,M,2024-Jun-02 00:00:00,1,567bfd66,070b5244,735.0,True,True,True,137.0,False,False,c890583b,,fa50dd01,,,,,,ENG,,S,B,,N,E2,,,
b7e2787a-8ae,SCH1,2012-Nov-02 00:00:00,SUR5406,FOR1153,MID4996,PSUR7796,FSUR7663,3f94eba9-cc2,070813d9-b4c,fcc15273-6,M,2019-Aug-07 00:00:00,1,6ee10879,f5fdf016,795.0,False,False,False,130.0,True,False,59620385,,a0692ff2,,,,,,ENG,,,,C,,10,,,
b7e4188b-0f5,SCH7,2018-Feb-22 00:00:00,SUR7624,FOR6804,MID9378,PSUR9813,FSUR6401,521490f8-54f,73ff9b4c-138,5482059d-6,M,2024-Dec-23 00:00:00,1,f8a03218,5acc8d5e,755.0,True,False,False,131.0,False,False,75e6d7dc,,e37c845d,,,False,,,BNG,,,N,G,,5,No,,
b7f39dd1-d30,SCH7,2017-Nov-01 00:00:00,SUR6838,FOR8206,MID8979,PSUR8053,FSUR4703,9d167a41-ea9,63fa4628-85f,200ee328-7,F,2019-Nov-23 00:00:00,1,6dda6366,a8638220,765.0,True,False,,133.0,True,False,96a93d51,,bd87d3d1,,,,,,GAL,,M,,R,K,12,,,
b812728e-4ea,SCH6,2008-Nov-27 00:00:00,SUR3785,FOR5568,MID5911,PSUR2639,FSUR1034,ae27a05f-27a,bfb925c7-706,45468078-f,M,2022-Apr-10 00:00:00,1,8894da24,d2f13875,790.0,True,False,False,124.0,True,True,1af3bb52,,af711676,,,,,,ENG,,S,N,,,3,,,
b8167d68-07d,SCH8,2020-Apr-23 00:00:00,SUR3933,FOR7267,MID8041,PSUR8138,FSUR2891,08ee0379-6f8,d91f7960-09c,97b57b55-5,M,2024-Jun-11 00:00:00,1,62182aae,7237a59b,820.0,True,True,True,128.0,False,False,699c419a,,7592311f,,,True,,,ENG,N,C,,A,E,14,,,
b81991d2-6b5,SCH8,2015-Apr-03 00:00:00,SUR7913,FOR9008,MID9335,PSUR4224,FSUR8424,c737e7e1-313,df304ab2-943,923b852a-0,M,2023-Mar-27 00:00:00,1,713a340a,a99dd54b,780.0,True,False,,134.0,False,False,35a7b125,,60e69ae6,,,,No,,ENG,,M,,,,E1,,,
b81ddf2d-418,SCH4,2008-Sep-11 00:00:00,SUR3451,FOR7747,MID7156,PSUR5056,FSUR2637,2e63fc03-06c,05278865-62e,305f54f3-4,F,2024-Jan-31 00:00:00,1,f81ab856,8f6ee225,744.0,False,False,True,127.0,False,False,11772b8a,,350f9df2,,,,,,ENG,,S,N,A,,3,Yes,RB,
b82037d8-c2f,SCH7,2015-Apr-04 00:00:00,SUR9975,FOR2751,MID6336,PSUR4918,FSUR4767,459a24d2-55d,c1462aa2-469,23b02276-2,F,2023-Dec-17 00:00:00,1,b0d7f326,d86138e1,759.0,False,False,False,137.0,False,False,acca6c37,,fe90e3fd,,,True,,,,,F,,,K,M,,RU,
b820d138-c36,SCH4,2016-Oct-28 00:00:00,SUR4042,FOR9024,MID3690,PSUR6700,FSUR7955,4311b8cb-64a,747c7a9a-e0b,1b4c35e4-f,M,2024-Jan-26 00:00:00,1,02c9f855,cfbfd12a,780.0,True,False,False,127.0,False,False,eec64523,,60fa41fe,,,,,,ENG,,,,,E,N2,,RB,
b82ba65f-45a,SCH1,2018-Nov-02 00:00:00,SUR8424,FOR7354,MID6953,PSUR2110,FSUR2543,42aa52c8-881,d96441d5-314,490a9d53-5,F,2018-Oct-14 00:00:00,1,2ee06c1a,1b014d57,759.0,False,False,False,124.0,False,False,5c70e8d8,,0b02856f,,,False,,,ENG,,M,,C,,N2,,,
b82fbb8a-70b,SCH5,2019-Jul-18 00:00:00,SUR8641,FOR2249,MID1642,PSUR8456,FSUR4930,2e826bf7-e7d,c1b270ad-1a0,2ff7d205-1,M,2019-Jan-04 00:00:00,1,739e0701,cde1967f,777.0,True,False,False,131.0,,False,55db20e1,,f909d0e7,,,,,,CYM,,S,,G,,E2,,,
b83598fb-cf6,SCH8,2011-Apr-14 00:00:00,SUR8263,FOR1289,MID8373,PSUR3263,FSUR3727,4efb621b-bcf,15c58ef0-109,f94e90e5-3,M,2021-Nov-07 00:00:00,1,e3ba97e3,3ffb8942,702.0,True,False,False,128.0,False,False,acf36125,,1376222c,,,,,U,,,,,,E,12,,,
b837773c-5d5,SCH2,2017-Nov-20 00:00:00,SUR4488,FOR8259,MID4521,PSUR6194,FSUR5069,091d7adf-4fd,a8b7e1d6-ca6,9b9f26f1-0,M,2023-Sep-08 00:00:00,1,6d482fa0,c0f0938d,832.0,False,True,False,138.0,,False,3793bc39,,90fa9924,,,False,,,ENG,,M,,R,,5,,,
b841c948-aca,SCH7,2012-Jun-19 00:00:00,SUR1237,FOR6901,MID9305,PSUR4988,FSUR3761,952d8809-466,69cbd394-b94,4486a984-7,F,2025-Apr-09 00:00:00,1,8acc4847,45c7861e,770.0,True,True,False,132.0,False,False,007d7478,,94c05832,9.0,,,,,ENG,,M,,R,N,9,,,
b85332d9-d62,SCH7,2009-Aug-10 00:00:00,SUR9020,FOR6931,MID8993,PSUR5064,FSUR8707,64cceb34-147,91484732-fef,a7da74e8-b,M,2025-Jun-09 00:00:00,1,425cfe53,8fa7a913,759.0,True,False,True,128.0,False,False,535e45e0,,c99bf78a,,,,,,BEL,,F,,G,K,8,,,
b85a64a5-b26,SCH7,2015-Nov-01 00:00:00,SUR9047,FOR2757,MID3525,PSUR5178,FSUR1494,4e328bdc-1b4,a9318c69-9a1,b970fcb3-b,M,2023-Nov-04 00:00:00,1,3fc7d7e9,9de511c8,807.0,False,False,False,130.0,False,False,dbfeee92,,c846b619,,,True,,,ENG,,,,,,7,,,
b86207b3-3f0,SCH1,2016-Dec-16 00:00:00,SUR2368,FOR4621,MID9682,PSUR6942,FSUR9588,3ade8911-327,66344bc8-89d,bf1525e8-9,M,2025-May-27 00:00:00,1,2283d353,313f5608,766.0,True,False,False,127.0,False,False,a1fa871e,,17ab56b0,,,,,,CYM,,C,,C,S,M,,,
b87fb55c-d84,SCH3,2017-Dec-02 00:00:00,SUR7592,FOR2736,MID7543,PSUR3769,FSUR6078,86ffe201-3f3,76447ea3-26c,8989b983-4,F,2022-Aug-14 00:00:00,1,660db640,d585f63f,775.0,True,True,False,132.0,False,False,13b0797e,,cc4cba6b,,,,,,,,,,,,E1,,,
b8840eab-f7b,SCH2,2010-Jan-13 00:00:00,SUR4547,FOR3460,MID5799,PSUR4576,FSUR6259,df39d0c6-9b8,aeb7bcc1-fbb,41d34937-9,M,2018-Oct-24 00:00:00,1,56c459c3,b1e34175,764.0,True,False,,138.0,False,False,75258d8d,,df05f075,,,,,,ENG,,,,,,1,No,,
b895e38e-950,SCH1,2008-Jan-06 00:00:00,SUR5538,FOR9376,MID9947,PSUR9639,FSUR7897,3fd0828a-d35,afe39b2e-dff,64c9bba0-b,F,2020-Jul-31 00:00:00,1,278663c0,8c1297bc,789.0,True,False,True,127.0,True,False,9b532483,,39d15c1c,,,False,Yes,,ENG,,O,,R,,E1,,,
b89f43a8-f0c,SCH5,2011-Apr-16 00:00:00,SUR1869,FOR3195,MID8103,PSUR3441,FSUR1042,b1fba6b7-c27,7a8bb18b-1d7,83124c40-c,F,2021-Mar-08 00:00:00,1,efde090b,8efe30ae,695.0,True,False,False,130.0,False,False,a0808bd1,,82cd732b,,,,No,U,ENG,,,,,N,6,No,RE,
b8a77ae9-76b,SCH4,2008-Apr-05 00:00:00,SUR6809,FOR5605,MID3910,PSUR1197,FSUR8344,1e726f6c-a6c,f40280e5-f74,cc4a74aa-0,F,2022-May-24 00:00:00,1,fef90eed,d5449070,791.0,True,False,True,131.0,False,False,731e2bb8,,a7b95b1e,,,True,,,ENG,,,,A,N,14,No,,
b8a910b6-74f,SCH3,2008-Jul-05 00:00:00,SUR2508,FOR5250,MID7182,PSUR3937,FSUR6754,e84a32b8-675,dab60d8f-287,4f2aaa49-3,F,2022-Oct-04 00:00:00,1,535f2143,b923cb23,763.0,True,True,False,131.0,False,,225de58e,,8b1c946c,,,,Yes,,ENG,,,,,K,11,,,
b8b3fa26-eec,SCH7,2017-May-25 00:00:00,SUR8224,FOR2256,MID8671,PSUR1379,FSUR5518,4deea44c-2be,636404eb-5e2,f28ed104-8,M,2020-Nov-03 00:00:00,1,5a56f86c,b230f8d3,801.0,True,False,False,134.0,False,True,dad399aa,,85493533,,,,,U,ENG,,M,,R,K,2,No,,
b8b50f9d-000,SCH2,2015-Feb-17 00:00:00,SUR5303,FOR8194,MID4035,PSUR4797,FSUR7364,272290c7-7f9,ddeb3a98-879,d6c16406-d,M,2018-Oct-28 00:00:00,1,d8c2a4c0,e67de93a,788.0,True,False,False,135.0,False,False,47fd9580,,81ff86a0,,,,,,ENG,,S,,,,M,,,
b8be3690-ec5,SCH6,2011-May-28 00:00:00,SUR7175,FOR5600,MID9525,PSUR1659,FSUR6695,feef1dc7-f4e,bdaca5db-8c8,4f95f53c-4,F,2023-Mar-05 00:00:00,1,19588074,e7a6eb12,783.0,True,False,,133.0,False,True,8df3dc74,,ae2eeb50,,,,,Y,CYM,,F,,N,,9,No,,
b8c11607-368,SCH1,2014-Nov-20 00:00:00,SUR3685,FOR4598,MID1031,PSUR8949,FSUR4527,7608db10-d03,82269c2a-d50,cc6d8e4a-5,F,2023-Sep-10 00:00:00,1,dc72265d,d82c41dd,801.0,False,False,False,128.0,False,False,43a32edb,,cd0b3e8b,,,,"Sought, no reply",,TRI,N,O,N,,S,E1,,,
b8cd4e97-186,SCH4,2007-Sep-23 00:00:00,SUR8730,FOR5257,MID1326,PSUR9920,FSUR3667,e9728b53-e05,7935c1c4-0fb,83afcc2e-0,M,2021-Sep-05 00:00:00,1,0c0c2273,94281ff0,746.0,True,False,False,,False,False,bcc423e4,,0177296a,,,False,,,ENG,,S,,,,R,Yes,,
b8d2252d-6e9,SCH6,2011-Feb-09 00:00:00,SUR7526,FOR2467,MID9091,PSUR6345,FSUR8080,b35d24fd-652,628c25dc-b64,53170233-8,F,2021-Oct-02 00:00:00,1,32fc42c9,61aa9193,722.0,True,False,False,128.0,,False,c9e59947,,2efa873d,,6.0,,No,,ENG,,,,,,E2,,,
b8d6fa3a-741,SCH1,2010-Jun-15 00:00:00,SUR8055,FOR2632,MID7725,PSUR8213,FSUR9379,81c15be3-1cd,42de73f3-b30,d472c749-5,F,2019-Jan-12 00:00:00,1,d4e6a8ff,e3532658,775.0,,False,False,129.0,False,False,6dda45b8,,a429855d,,,,,U,GER,,,,N,,14,,,
b8d92001-2a7,SCH1,2019-Aug-05 00:00:00,SUR4615,FOR1238,MID6834,PSUR6146,FSUR7116,70a24056-9f0,deb800ed-017,10188b22-9,M,2024-Jan-28 00:00:00,1,772ddc77,847acfa7,761.0,False,False,False,126.0,,False,1892b753,,9254a3da,,,,Yes,R,ENG,,,,,,E2,,,
b8dec34e-fc1,SCH2,2013-Oct-09 00:00:00,SUR3130,FOR1739,MID9419,PSUR6579,FSUR2317,ea3be47b-21e,556f247d-368,023f71ab-b,F,2021-Sep-15 00:00:00,1,c23299dc,a555485d,774.0,True,,False,136.0,False,False,33b9bc8a,,41e25e85,,,,,,GAL,N,O,,A,,13,,,
b8ea24de-178,SCH7,2011-Oct-22 00:00:00,SUR1844,FOR3471,MID2478,PSUR5849,FSUR7786,d98d8ada-ef1,d9b29ec9-d04,43a8a184-c,M,2023-Jun-15 00:00:00,1,6e951401,72be6971,834.0,True,False,True,134.0,False,False,d0e7d5d6,,281dc630,,,,Yes,,CYM,,O,,,,8,,RO,
b8ebf296-afe,SCH3,2019-Sep-29 00:00:00,SUR5435,FOR8864,MID6408,PSUR8423,FSUR1756,cdf7ba29-45a,e4f04006-223,870e1c33-6,M,2019-Jun-19 00:00:00,1,921c0885,be9a65d7,773.0,True,False,False,134.0,False,False,545e532a,,562ff773,,,,,,BEL,,,,A,S,M,,,
